G_mM,theta,p0_H,p1_H,p2_H,p3_H,p0_R,p1_R,p2_R,p3_R,UT_H,UR,UT_R
2.357193075569749899e-02,9.963798138567178109e-01,4.744524626437944200e-08,3.917490739724397385e-05,1.078206627931328591e-02,9.891787113680432508e-01,6.504090007959487981e-08,4.583901123244945208e-05,1.076868528468102361e-02,9.891854106631863264e-01,4.738623733945382388e-01,1.721702882905331395e-03,4.044693810194857075e-01
2.382835856461801294e-02,9.963358705481729638e-01,4.919403276014854990e-08,4.012995182095845044e-05,1.091198086974091118e-02,9.890478399844053747e-01,6.743824558177965655e-08,4.695616441962302670e-05,1.089827371190481634e-02,9.890547026854299428e-01,4.706733524174717131e-01,1.730950519561265735e-03,4.017443242459575181e-01
2.408757592955194579e-02,9.962910898615809918e-01,5.101982132753937099e-08,4.111498378061929823e-05,1.104434738823180384e-02,9.889144866081662766e-01,6.994115032204210414e-08,4.810838195547359806e-05,1.103030382789469202e-02,9.889215178489993985e-01,4.674823355012347470e-01,1.740304607073515182e-03,3.990175472305636517e-01
2.434961319675071206e-02,9.962454549556372108e-01,5.292635154901201777e-08,4.213104641580050439e-05,1.117921426120211878e-02,9.887786017660304960e-01,7.255474075306107394e-08,4.929688294374942874e-05,1.116482370297861189e-02,9.887858068593369243e-01,4.642895634465533106e-01,1.749765653550996438e-03,3.962892555643948156e-01
2.461450104258810362e-02,9.961989486418958428e-01,5.491755743526825197e-08,4.317922160853056567e-05,1.131663087842310449e-02,9.886401349824108786e-01,7.528440986183297099e-08,5.052293173266283365e-05,1.130188235761761008e-02,9.886475194262398514e-01,4.610952784167866580e-01,1.759334153715841256e-03,3.935596560043040926e-01
2.488227047715158360e-02,9.961515533776185150e-01,5.699757804694281382e-08,4.426063148181754727e-05,1.145664761144668010e-02,9.884990347594934113e-01,7.813583173059283816e-08,5.178783966306739874e-05,1.144152978032266996e-02,9.885066042441823519e-01,4.578997238762461675e-01,1.769010588565536266e-03,3.908289564202761524e-01
2.515295284787258737e-02,9.961032512584805376e-01,5.917076871814102206e-08,4.537643995744611932e-05,1.159931583233734208e-02,9.883552485569364610e-01,8.111497692275629087e-08,5.309296688565863395e-05,1.158381694585606733e-02,9.883630089722812428e-01,4.547031445274589689e-01,1.778795425036255873e-03,3.880973657418939626e-01
2.542657984319633691e-02,9.960540240111354082e-01,6.144171291670748468e-08,4.652785437533755775e-05,1.174468793270434970e-02,9.882087227712074151e-01,8.422812874163639212e-08,5.443972424983116047e-05,1.172879583370751468e-02,9.882166802139138451e-01,4.515057862474011752e-01,1.788689115667627593e-03,3.853650939039247048e-01
2.570318349629153662e-02,9.960038529856274359e-01,6.381523477866253340e-08,4.771612717710028723e-05,1.189281734305915571e-02,9.880594027145289671e-01,8.748190041352202417e-08,5.582957526736278853e-05,1.187651944688184955e-02,9.880675634959503739e-01,4.483078960227253607e-01,1.798692098269140827e-03,3.826323517910471539e-01
2.598279618880052627e-02,9.959527191476549302e-01,6.629641235589751499e-08,4.894255765620940450e-05,1.204375855248572373e-02,9.879072325934457055e-01,9.088325324835269240e-08,5.726403815360269265e-05,1.202704183096828250e-02,9.879156032476248406e-01,4.451097218840133207e-01,1.808804795588456237e-03,3.798993511817465030e-01
2.626545065463005771e-02,9.959006030706825108e-01,6.889059161870089940e-08,5.020849377743687782e-05,1.219756712862273863e-02,9.877521554870082321e-01,9.443951583534316949e-08,5.874468794936568570e-05,1.218041809350624456e-02,9.877607427790284778e-01,4.419115128390854741e-01,1.819027614981823249e-03,3.771663046914016659e-01
2.655117998378349331e-02,9.958474849278904362e-01,7.160340125769726205e-08,5.151533406851820703e-05,1.235429973798788175e-02,9.875941133245423886e-01,9.815840433434802583e-08,6.027315872686187848e-05,1.233670442366207633e-02,9.876029242592065938e-01,4.387135188053930546e-01,1.829360948086865236e-03,3.744334257145915390e-01
2.684001762623457535e-02,9.957933444839741632e-01,7.444076833115829417e-08,5.286452958653831960e-05,1.251401416659943949e-02,9.874330468630456714e-01,1.020480439261778253e-07,6.185114588263037206e-05,1.249595811218050419e-02,9.874420886938928277e-01,4.355159905415295629e-01,1.839805170497950957e-03,3.717009283666457553e-01
2.713199739584338382e-02,9.957381610867733768e-01,7.740893480810458419e-08,5.425758596245374208e-05,1.267676934095053783e-02,9.872688956641522129e-01,1.061169914909270914e-07,6.348040852142236058e-05,1.265823757166232091e-02,9.872781759028248505e-01,4.323191795778923430e-01,1.850360641444408552e-03,3.689690274244708523e-01
2.742715347431486095e-02,9.956819136587439223e-01,8.051447505884793635e-08,5.569606552645035125e-05,1.284262534929015570e-02,9.871015980707082971e-01,1.103742595851019639e-07,6.516277193415677036e-05,1.282360235712079813e-02,9.871111244966854770e-01,4.291233381465291430e-01,1.861027703471814562e-03,3.662379382666794969e-01
2.772552041520048513e-02,9.956245806882548788e-01,8.376431434935631282e-08,5.718158951772838209e-05,1.301164346325685978e-02,9.869310911829111133e-01,1.148293417948429807e-07,6.690013017412084495e-05,1.299211318686178257e-02,9.869408718536223368e-01,4.259287191102005266e-01,1.871806682126598426e-03,3.635078768130497462e-01
2.802713314794332347e-02,9.955661402207202082e-01,8.716574839770556675e-08,5.871584038175201042e-05,1.318388615983067877e-02,9.867573108340391697e-01,1.194922395450792167e-07,6.869444873492410017e-05,1.316383196365057337e-02,9.867673540953749711e-01,4.227355758907029304e-01,1.882697885644215099e-03,3.607790594633518699e-01
2.833202698196722949e-02,9.955065698495566551e-01,9.072646405532245174e-08,6.030056415857394420e-05,1.335941714362072139e-02,9.865801915657566035e-01,1.243734904507865691e-07,7.054776733447691106e-05,1.333882179618985780e-02,9.865905060629851508e-01,4.195441623964794031e-01,1.893701604641124733e-03,3.580517030355661601e-01
2.864023761081046365e-02,9.954458467069617900e-01,9.445456117937206784e-08,6.193757296593420598e-05,1.353830136949922200e-02,9.863996666029736238e-01,1.294841983008641443e-07,7.246220280911314332e-05,1.351714702090152549e-02,9.864102612920910840e-01,4.163547329495613791e-01,1.904818111810823800e-03,3.553260247035294750e-01
2.895180111630429876e-02,9.953839474545164157e-01,9.835857576597327826e-08,6.362874758069851221e-05,1.372060506556205955e-02,9.862156678282815170e-01,1.348360647707112001e-07,7.443995212220260967e-05,1.369887322401172267e-02,9.862265519878012920e-01,4.131675422118787355e-01,1.916047661624178337e-03,3.526022419340410496e-01
2.926675397279704383e-02,9.953208482736000118e-01,1.024475044190350400e-07,6.537604012275886715e-05,1.390639575644118942e-02,9.860281257559316836e-01,1.404414229656095682e-07,7.648329549187225579e-05,1.388406726394743676e-02,9.860393089991377202e-01,4.099828451109780447e-01,1.927390490034296740e-03,3.498805724234624881e-01
2.958513305142411454e-02,9.952565248556267674e-01,1.067308302327842118e-07,6.718147684516162933e-05,1.409574228693867559e-02,9.858369695053859072e-01,1.463132729020070816e-07,7.859459964222782627e-05,1.407279729401625032e-02,9.858484617930685090e-01,4.068008967651886576e-01,1.938846814186203846e-03,3.471612340338447456e-01
2.990697562442441379e-02,9.951909523920859924e-01,1.112185501722553403e-07,6.904716103503353870e-05,1.428871484602143790e-02,9.856421267743933345e-01,1.524653190425548309e-07,8.077632118349559870e-05,1.426513278541744791e-02,9.856539384280800231e-01,4.036219524082775290e-01,1.950416832131534424e-03,3.444444447286191258e-01
3.023231936950379270e-02,9.951241055643951228e-01,1.159212040394521693e-07,7.097527602936946369e-05,1.448538499114377341e-02,9.854435238116228124e-01,1.589120100046267292e-07,8.303101012560375009e-05,1.446114455053332075e-02,9.854556655273309929e-01,4.004462673136363060e-01,1.962100722548521924e-03,3.417304225078864333e-01
3.056120237424591463e-02,9.950559585335545520e-01,1.208499051193997492e-07,7.296808835043796485e-05,1.468582567292010983e-02,9.852410853888243780e-01,1.656685805718260245e-07,8.536131353084226432e-05,1.466090476653306336e-02,9.852535682513554605e-01,3.972740967180410920e-01,1.973898644467506243e-03,3.390193853433415283e-01
3.089366314057113982e-02,9.949864849296072844e-01,1.260163726049934226e-07,7.502795096534963708e-05,1.489011126012963239e-02,9.850347347725324498e-01,1.727510961440408515e-07,8.776997931085122283e-05,1.486448699926814533e-02,9.850475702703247460e-01,3.941056957450290721e-01,1.985810737002201200e-03,3.363115511128693114e-01
3.122974058924385746e-02,9.949156578408940854e-01,1.314329659063496737e-07,7.715730667486633528e-05,1.509831756507029263e-02,9.848243936952889577e-01,1.801764997708140591e-07,9.025986017377120470e-05,1.507196622747061093e-02,9.848375937358557763e-01,3.909413193279377974e-01,1.997837119086980865e-03,3.336071375348516610e-01
3.156947406442896231e-02,9.948434498031056838e-01,1.371127209559012533e-07,7.935869163640471850e-05,1.531052186924727020e-02,9.846099823263954054e-01,1.879626619206683419e-07,9.283391772733800879e-05,1.528341886724208371e-02,9.846235592523686631e-01,3.877812221326483177e-01,2.009977889220407408e-03,3.309063621022201307e-01
3.191290333829775033e-02,9.947698327881234759e-01,1.430693886279062386e-07,8.163473902668103596e-05,1.552680294941032740e-02,9.843914192421743259e-01,1.961284331489079720e-07,9.549522674417400736e-05,1.549892279684143837e-02,9.844053858479813179e-01,3.846256584800790690e-01,2.022233125215241404e-03,3.282094420162965376e-01
3.226006861568402745e-02,9.946947781926527288e-01,1.493174753971633352e-07,8.398818284926765131e-05,1.574724110391708537e-02,9.841686213957582252e-01,2.046936998351383413e-07,9.824697959542980519e-05,1.571855738175131217e-02,9.841829909449533176e-01,3.814748822684775331e-01,2.034602883955175488e-03,3.255165941204576363e-01
3.261101053879085498e-02,9.946182568266397350e-01,1.558722863701887479e-07,8.642186189291887013e-05,1.597191817943584627e-02,9.839415040863848105e-01,2.136794431730908745e-07,1.010924908595239261e-04,1.594240350003232887e-02,9.839562903296648066e-01,3.783291468955536363e-01,2.047087201158520348e-03,3.228280348336647343e-01
3.296577019194842084e-02,9.945402389014671440e-01,1.627499708299233005e-07,8.893872384666832228e-05,1.620091759799274084e-02,9.837099809281897311e-01,2.231078016061144973e-07,1.040352021129164529e-04,1.617054356796750886e-02,9.837251981221180053e-01,3.751887051805020135e-01,2.059686091149066835e-03,3.201439800838974392e-01
3.332438910642386565e-02,9.944606940179330223e-01,1.699675704424902819e-07,9.154182957756153540e-05,1.643432438433448453e-02,9.834739638185174826e-01,2.330021369121361390e-07,1.070786869097560930e-04,1.640306156597078416e-02,9.834896267449824148e-01,3.720538092859610457e-01,2.072399546634371391e-03,3.174646452415321174e-01
3.368690926528312979e-02,9.943795911540008747e-01,1.775430702850268046e-07,9.423435757770059617e-05,1.667222519363112040e-02,9.832333629057209423e-01,2.433871041555366244e-07,1.102266559579507155e-04,1.664004306476871142e-02,9.832494868921690667e-01,3.689247106399562992e-01,2.085227538491653872e-03,3.147902450527054752e-01
3.405337310830594544e-02,9.942968986523224029e-01,1.854954528618770999e-07,9.701960858706042666e-05,1.691470833950008482e-02,9.829880865564599723e-01,2.542887257362131021e-07,1.134829624994162774e-04,1.688157525185673621e-02,9.830046874969180504e-01,3.658016598578746059e-01,2.098170015561563653e-03,3.121209935727042306e-01
3.442382353695422337e-02,9.942125842075276720e-01,1.938447552870998961e-07,9.990101039901299479e-05,1.716186382235309824e-02,9.827380413224926503e-01,2.657344697786511797e-07,1.168516079021717668e-04,1.712774695820293985e-02,9.827551356994250753e-01,3.626849066645181918e-01,2.111226904450010447e-03,3.094571040994206212e-01
3.479830391939443129e-02,9.941266148532802438e-01,2.026121298216495464e-07,1.028821228556598040e-04,1.741378335805848429e-02,9.824831319069560198e-01,2.777533331202980305e-07,1.203367474728092828e-04,1.737864868521405218e-02,9.825007368139799802e-01,3.595746998162855923e-01,2.124398109338268472e-03,3.067987891069164363e-01
3.517685809557464377e-02,9.940389569490959421e-01,2.118199079647543079e-07,1.059666430403004322e-04,1.767056040690767951e-02,9.822232611301440208e-01,2.903759291718412131e-07,1.239426964975230271e-04,1.763437263192956655e-02,9.822413942956436106e-01,3.564712870235319797e-01,2.137683511801577278e-03,3.041462601791374287e-01
3.555953038235690894e-02,9.939495761669119300e-01,2.214916683122603064e-07,1.091584106750636179e-04,1.793229020290914438e-02,9.819583298947475170e-01,3.036345809417275421e-07,1.276739365211645690e-04,1.789501272247897776e-02,9.819770097064188796e-01,3.533749148731492040e-01,2.151082970636426176e-03,3.014997279438157984e-01
3.594636557870527216e-02,9.938584374774193098e-01,2.316523084046667555e-07,1.124614137310890946e-04,1.819906978335467801e-02,9.816882371506058247e-01,3.175634195299564411e-07,1.315351218727521857e-04,1.816066463373802037e-02,9.817074826809697452e-01,3.502858287514251101e-01,2.164596321696730854e-03,2.988594020066087098e-01
3.633740897093037936e-02,9.937655051361378167e-01,2.423281208046462370e-07,1.158797942601578806e-04,1.847099801870382210e-02,9.814128798589152325e-01,3.321984884198162544e-07,1.355310864476960209e-04,1.843142582322590886e-02,9.814327108918379228e-01,3.472042727672210449e-01,2.178223377739084768e-03,2.962254908855074254e-01
3.673270633799107648e-02,9.936707426692439338e-01,2.535468736546645417e-07,1.194178544558242090e-04,1.874817564273558584e-02,9.811321529559349219e-01,3.475778539113566690e-07,1.396668507560811304e-04,1.870739555719440686e-02,9.811525900141955248e-01,3.441304896755216780e-01,2.191963928277284365e-03,2.935982019455640746e-01
3.713230395685371277e-02,9.935741128591385474e-01,2.653378959831590361e-07,1.230800629533162463e-04,1.903070528298977590e-02,9.808459493161608700e-01,3.637417220643361754e-07,1.439476292476223062e-04,1.898867493892268665e-02,9.808670136901076475e-01,3.410647208014058185e-01,2.205817739446299872e-03,2.909777413339746377e-01
3.753624860790970297e-02,9.934755777297562540e-01,2.777321680420267728e-07,1.268710613772316108e-04,1.931869149147264972e-02,9.805541597149820543e-01,3.807325625385946591e-07,1.483788379237777890e-04,1.927536693719575367e-02,9.805758734923180064e-01,3.380072059644822491e-01,2.219784553875865998e-03,2.883643139155601665e-01
3.794458758045209795e-02,9.933750985316140980e-01,2.907624169755800109e-07,1.307956711465382848e-04,1.961224077561370474e-02,9.802566727908227362e-01,3.985952397429164748e-07,1.529661022478696073e-04,1.956757641494263900e-02,9.802790588875696098e-01,3.349581834038457551e-01,2.233864090573876859e-03,2.857581232086882639e-01
3.835736867821160079e-02,9.932726357265854178e-01,3.044632181407404944e-07,1.348589005472225022e-04,1.991146162949487819e-02,9.799533750067397353e-01,4.173771517310505101e-07,1.577152653652071068e-04,1.986541015805777868e-02,9.799764571994251661e-01,3.319178897035950926e-01,2.248056044819722165e-03,2.831593713216755681e-01
3.877464022495296508e-02,9.931681489724137890e-01,3.188711024135923939e-07,1.390659520821515183e-04,2.021646456528709140e-02,9.796441506115283193e-01,4.371283773043829170e-07,1.626323966442382984e-04,2.016897690433823442e-02,9.796679535706400710e-01,3.288865597189648549e-01,2.262360088067744222e-03,2.805682588897111529e-01
3.919645107013215030e-02,9.930615971069463033e-01,3.340246698421967253e-07,1.434222301094811489e-04,2.052736214493260103e-02,9.793288816002880814e-01,4.579018318140641109e-07,1.677238005516304051e-04,2.047838737256248848e-02,9.793534309250540026e-01,3.258644265031174769e-01,2.276775867860951919e-03,2.779849850123430333e-01
3.962285059461508746e-02,9.929529381320911785e-01,3.499647100237677223e-07,1.479333487803324095e-04,2.084426901203572866e-02,9.790074476744738963e-01,4.797534321817244602e-07,1.729960258738167831e-04,2.079375429168239461e-02,9.790327699290115593e-01,3.228517212346419529e-01,2.291303007755142191e-03,2.754097471915671336e-01
4.005388871645861742e-02,9.928421291974972585e-01,3.667343296078939296e-07,1.526051402871400522e-04,2.116730192394511781e-02,9.786797262014381715e-01,5.027422716887338118e-07,1.784558752979428754e-04,2.111519243009685881e-02,9.787058489523334792e-01,3.198486731458077825e-01,2.305941107253544741e-03,2.728427412705589084e-01
4.048961589675439954e-02,9.927291265839460754e-01,3.843790873526164030e-07,1.574436634347811551e-04,2.149657978403015507e-02,9.783455921734477423e-01,5.269308051196298804e-07,1.841104153662620805e-04,2.144281862501341840e-02,9.783725440288151276e-01,3.168555094516181669e-01,2.320689741752149631e-03,2.702841613730865289e-01
4.093008314553623489e-02,9.926138856864614723e-01,4.029471371835832035e-07,1.624552125464254085e-04,2.183222367411118137e-02,9.780049181662051616e-01,5.523850448763582406e-07,1.899669868175607077e-04,2.177675181184581671e-02,9.780327288162917743e-01,3.138724552797111378e-01,2.335548462495797527e-03,2.677341998436464920e-01
4.137534202775178943e-02,9.924963609971224621e-01,4.224893797364671332e-07,1.676463267173056355e-04,2.217435688705879371e-02,9.776575742968441896e-01,5.791747687220472556e-07,1.960332153308891854e-04,2.211711305366463945e-02,9.776862745562355794e-01,3.108997336011512513e-01,2.350516796545177450e-03,2.651930471883589546e-01
4.182544466929925125e-02,9.923765060875918698e-01,4.430596228872543102e-07,1.730237994289096940e-04,2.252310495949790686e-02,9.773034281814503288e-01,6.073737398460892757e-07,2.023170226859321880e-04,2.246402557063264735e-02,9.773330500329415749e-01,3.079375651621580889e-01,2.365594246754817043e-03,2.626608920166601524e-01
4.228044376312962288e-02,9.922542735913369993e-01,4.647147518112161186e-07,1.785946885381446225e-04,2.287859570465728201e-02,9.769423448920527830e-01,6.370599399915341794e-07,2.088266383566464695e-04,2.281761476945540559e-02,9.769729215322477955e-01,3.049861684168144182e-01,2.380780291762159880e-03,2.601379209838315387e-01
4.274039257541540487e-02,9.921296151855605316e-01,4.875149091366443831e-07,1.843663266546682021e-04,2.324095924528166157e-02,9.765741869131545627e-01,6.683158164209830060e-07,2.155706115533167740e-04,2.317800827276263881e-02,9.766057527998674992e-01,3.020457594607993124e-01,2.396074385987829580e-03,2.576243187344015584e-01
4.320534495178649653e-02,9.920024815728230028e-01,5.115236857995896166e-07,1.903463319217081466e-04,2.361032804663017529e-02,9.761988140977623241e-01,7.012285435520784415e-07,2.225578237306090768e-04,2.354533594843901192e-02,9.762314049992868448e-01,2.991165519661853622e-01,2.411475959647137960e-03,2.551202678464550844e-01
4.367535532363368833e-02,9.918728224623617473e-01,5.368083232379862997e-07,1.965426192151613675e-04,2.398683694951472128e-02,9.758160836229469171e-01,7.358903001380772596e-07,2.297975015786314754e-04,2.391972993885673610e-02,9.758497366692644448e-01,2.961987571173466671e-01,2.426984418772926578e-03,2.526259487768896528e-01
4.415047871448097433e-02,9.917405865510994234e-01,5.634399276037906758e-07,2.029634117768277927e-04,2.437062320336526311e-02,9.754258499449303121e-01,7.723985629229964297e-07,2.372992305149827048e-04,2.430132468998252859e-02,9.754606036809394531e-01,2.932925835480124088e-01,2.442599145249783714e-03,2.501415398076489716e-01
4.463077074642705228e-02,9.916057215043442286e-01,5.914936967105382182e-07,2.096172532977551349e-04,2.476182649928166876e-02,9.750279647537238858e-01,8.108564177555112711e-07,2.450729686962207186e-04,2.469025698032120686e-02,9.750638591945648415e-01,2.903982372795120837e-01,2.458319496859704030e-03,2.476672169929719225e-01
4.511628764665694818e-02,9.914681739361724810e-01,6.210491604788200913e-07,2.165130204687832900e-04,2.516058900306355345e-02,9.746222769273071851e-01,8.513728892065763315e-07,2.531290615682309231e-04,2.508666594967816008e-02,9.746593536158643101e-01,2.875159216602465317e-01,2.474144807339216049e-03,2.452031541076871157e-01
4.560708625402444538e-02,9.913278893894977850e-01,6.521904356848826857e-07,2.236599360153006624e-04,2.556705538816898826e-02,9.742086324853800328e-01,8.940632897947026889e-07,2.614782569749560638e-04,2.549069312768699122e-02,9.742469345520481383e-01,2.846458373064264524e-01,2.490074386448028632e-03,2.427495225965884129e-01
4.610322402570619926e-02,9.911848123158184531e-01,6.850064958681566340e-07,2.310675822344335738e-04,2.598137286858816578e-02,9.737868745426815353e-01,9.390495899920743421e-07,2.701317208463026309e-04,2.590248246208192578e-02,9.738264467674817570e-01,2.817881820441126006e-01,2.506107520049194286e-03,2.403064915249203126e-01
4.660475904392807206e-02,9.910388860546451850e-01,7.195914573022735454e-07,2.387459150529907962e-04,2.640369123158655892e-02,9.733568432619031929e-01,9.864608102512540402e-07,2.791010534860819065e-04,2.632218034666106155e-02,9.733977321390425708e-01,2.789431508525970771e-01,2.522243470200833532e-03,2.378742275300072262e-01
4.711175002276481866e-02,9.908900528126052265e-01,7.560448819891852026e-07,2.467052786253982563e-04,2.683416287028755551e-02,9.729183758062051046e-01,1.036433436368770293e-06,2.883983064820823741e-04,2.674993564891107664e-02,9.729606296111703578e-01,2.761109358091566879e-01,2.538481475259398226e-03,2.354528947740527622e-01
4.762425631501364387e-02,9.907382536422184582e-01,7.944720986933372110e-07,2.549564204915589203e-04,2.727294281606542498e-02,9.724713062913443729e-01,1.089111859578210958e-06,2.980360002607249851e-04,2.718589973724431369e-02,9.725149751506352302e-01,2.732917260352158428e-01,2.554820749994481631e-03,2.330426548981414381e-01
4.814233791914257488e-02,9.905834284203501872e-01,8.349845430909229439e-07,2.635105073147329230e-04,2.772018877069070200e-02,9.720154657374514562e-01,1.144648842848575981e-06,3.080271423095653875e-04,2.763022650780153425e-02,9.720606017010460231e-01,2.704857076439486918e-01,2.571260485715158757e-03,2.306436669774676318e-01
4.866605548631438433e-02,9.904255158263279846e-01,8.777001181774956307e-07,2.723791412211552148e-04,2.817606113821920222e-02,9.715506820204414806e-01,1.203206014953200883e-06,3.183852460920197770e-04,2.808307241078709937e-02,9.715973391371057755e-01,2.676930636893544713e-01,2.587799850407830962e-03,2.282560874778216953e-01
4.919547032748700782e-02,9.902644533197351162e-01,9.227435761384678288e-07,2.815743767624343864e-04,2.864072305654136869e-02,9.710767798231200176e-01,1.264954393961592044e-06,3.291243506784347246e-04,2.854459647625585267e-02,9.711250142186715895e-01,2.649139741168345386e-01,2.604437988885540105e-03,2.258800702133559046e-01
4.973064442059105250e-02,9.901001771178652433e-01,9.702469229657878144e-07,2.911087385240193831e-04,2.911434042858733473e-02,9.705935805859656762e-01,1.330074941913348879e-06,3.402590411199846784e-04,2.901496033933852192e-02,9.706434505445995509e-01,2.621486157153007368e-01,2.621174022948707157e-03,2.235157663056578925e-01
5.027164041778551390e-02,9.899326221728464992e-01,1.020349847173753644e-06,3.009952394024645685e-04,2.959708195311405027e-02,9.701009024576363604e-01,1.398759152528380113e-06,3.518044695911099699e-04,2.949432826482042622e-02,9.701524685064359943e-01,2.593971620708430126e-01,2.638007051557246258e-03,2.211633241441531283e-01
5.081852165279240191e-02,9.897617221484305006e-01,1.073200174050323442e-06,3.112473995756647209e-04,3.008911915503501705e-02,9.695985602452152907e-01,1.471209673923078329e-06,3.637763773280396984e-04,2.998286717103051946e-02,9.696518852419673262e-01,2.566597835219817658e-01,2.654936151013990043e-03,2.188228893478600390e-01
5.137135214831112240e-02,9.895874093964448504e-01,1.128954346964372948e-06,3.218792661908418426e-04,3.059062641524287404e-02,9.690863653642193265e-01,1.547640968416015333e-06,3.761911173913740233e-04,3.048074665297720656e-02,9.691415145886628224e-01,2.539366471165309669e-01,2.671960375159344262e-03,2.164946047285187247e-01
5.193019662351352345e-02,9.894096149329110190e-01,1.187777937338011879e-06,3.329054337956497767e-04,3.110178099986362840e-02,9.685641257884033406e-01,1.628280011630124704e-06,3.890656782816419692e-04,3.098813900466881183e-02,9.686211670370379334e-01,2.512279165700952999e-01,2.689078755577104050e-03,2.141786102551136439e-01
5.249512050162055687e-02,9.892282684138244964e-01,1.249846184989484738e-06,3.443410655388646612e-04,3.162276308889381410e-02,9.680316459993822953e-01,1.713367033228007008e-06,4.024177084375701288e-04,3.150521924055154493e-02,9.680906496839776221e-01,2.485337522262230647e-01,2.706290301811335557e-03,2.118750430198091672e-01
5.306618991756117260e-02,9.890432981105988786e-01,1.315344570651084189e-06,3.562019151676650659e-04,3.215375580415607421e-02,9.674887269361055475e-01,1.803156301755589106e-06,4.162655416478570187e-04,3.203216511600202876e-02,9.675497661860483767e-01,2.458543110182364044e-01,2.723594001594201956e-03,2.095840372053161538e-01
5.364347172571475725e-02,9.888546308851738909e-01,1.384469422573108292e-06,3.685043498494398580e-04,3.269494523651172990e-02,9.669351659442162461e-01,1.897916956212413165e-06,4.306282234077790498e-04,3.256915714679380763e-02,9.669983167128421986e-01,2.431897464327584524e-01,2.740988821084664861e-03,2.073057240537055645e-01
5.422703350773763059e-02,9.886621921647883449e-01,1.457428559236748417e-06,3.812653738468501675e-04,3.324652047226355628e-02,9.663707567253303488e-01,1.997933887122425234e-06,4.455255382531716894e-04,3.311637862746683036e-02,9.664360979003927543e-01,2.405402084749542757e-01,2.758473705117893329e-03,2.050402318366851273e-01
5.481694358047477927e-02,9.884659059164161432e-01,1.534441970318552859e-06,3.945026530759367252e-04,3.380867361868874349e-02,9.657952892862650129e-01,2.103508670042721126e-06,4.609780381054105541e-04,3.367401564853031437e-02,9.658629028046941123e-01,2.379058436355029060e-01,2.776047577465294569e-03,2.027876858273524319e-01
5.541327100395757044e-02,9.882656946208697724e-01,1.615742538172214275e-06,4.082345405775371556e-04,3.438159982862109415e-02,9.652085498882632120e-01,2.214960554615500542e-06,4.770070716613430874e-04,3.424225711240383441e-02,9.652785208553802399e-01,2.352867948593154457e-01,2.793709341104989863e-03,2.005482082734382221e-01
5.601608558948867334e-02,9.880614792465730600e-01,1.701576802226798432e-06,4.224801029333368559e-04,3.496549732400746485e-02,9.646103209962569869e-01,2.332627512453003144e-06,4.936348148635513744e-04,3.482129474801607533e-02,9.646827378096078931e-01,2.326832015160127942e-01,2.811457878502625525e-03,1.983219183720500989e-01
5.662545790781455674e-02,9.878531792229992003e-01,1.792205768843143934e-06,4.372591476592054558e-04,3.556056741837746588e-02,9.640003812281945361e-01,2.456867347339031251e-06,5.108843024875328208e-04,3.541132312398526105e-02,9.640753357061797590e-01,2.300951993721748745e-01,2.829292051902326799e-03,1.961089322459292350e-01
5.724145929738727601e-02,9.876407124137849269e-01,1.887905769312103716e-06,4.525922516083737634e-04,3.616701453812053851e-02,9.633785053045017532e-01,2.588058871426334376e-06,5.287794608823562052e-04,3.601253966026636555e-02,9.634560928199797925e-01,2.275229205653714060e-01,2.847210703627661970e-03,1.939093629212260139e-01
5.786416187271594541e-02,9.874239950895170592e-01,1.988969368840629999e-06,4.685007904189512147e-04,3.678504624250440030e-02,9.627444639977078555e-01,2.726603151331340196e-06,5.473451419034831844e-04,3.662514463818744570e-02,9.628247836167578289e-01,2.249664935799850218e-01,2.865212656392426317e-03,1.917233203068053615e-01
5.849363853280905440e-02,9.872029419001951966e-01,2.095706329534023027e-06,4.850069690407371502e-04,3.741487324234433337e-02,9.620980240822853968e-01,2.872924828250800861e-06,5.666071580769435753e-04,3.724934120877549520e-02,9.621811787083192069e-01,2.224260432248313379e-01,2.883296713621063753e-03,1.895509111750859343e-01
5.912996296970867566e-02,9.869774658473786655e-01,2.208444630554929620e-06,5.021338533769023312e-04,3.805670941721853162e-02,9.614389482847740531e-01,3.027473516458440369e-06,5.865923190343427102e-04,3.788533539924597571e-02,9.615250448082031109e-01,2.199016906125851878e-01,2.901461659778546611e-03,1.873922391444198809e-01
5.977320967711759886e-02,9.867474782560150537e-01,2.327531548829018503e-06,5.199054030778943892e-04,3.871077183115256143e-02,9.607669952342207109e-01,3.190725284804070195e-06,6.073284692607778829e-04,3.853333611757900345e-02,9.608561446878753909e-01,2.173935531410146060e-01,2.919706260709513650e-03,1.852474046630154525e-01
6.042345395912004230e-02,9.865128887459601037e-01,2.453334803856020832e-06,5.383465055249808022e-04,3.937728074665815953e-02,9.600819194130130185e-01,3.363184226091874276e-06,6.288445271971014432e-04,3.919355515504683446e-02,9.601742371335297843e-01,2.149017444760282503e-01,2.938029263986449442e-03,1.831165049944073475e-01
6.108077193899751067e-02,9.862736052031900735e-01,2.586243770394406142e-06,5.574830110424887570e-04,4.005645963703361595e-02,9.593834711081534738e-01,3.545384119504517877e-06,6.511705257401065750e-04,3.986620718659070889e-02,9.594790769035497213e-01,2.124263745365348455e-01,2.956429399266714310e-03,1.809996342044734585e-01
