G_mM,theta,p0_H,p1_H,p2_H,p3_H,p0_R,p1_R,p2_R,p3_R,UT_H,UR,UT_R
5.798161100267472667e-01,5.547879518710108204e-01,8.824715752924988665e-02,3.298998308098784471e-01,4.110950101794609290e-01,1.707580014814107094e-01,1.209747025694761502e-01,3.333047023280177878e-01,3.061026320225035957e-01,2.396179630800025495e-01,8.042163148676841414e-03,6.453759341266950347e-03,5.927047254369236136e-03
5.861236533591928088e-01,5.502974125569944919e-01,9.094444125852767236e-02,3.338639276832190417e-01,4.085465831869954378e-01,1.666450478712578342e-01,1.246723071839557634e-01,3.363274541617909952e-01,3.024359324535669802e-01,2.365643062006861363e-01,7.909033091785751951e-03,6.463255258682569504e-03,5.811956789899051616e-03
5.924998134516817894e-01,5.458117420681846133e-01,9.369312119300282626e-02,3.377815573504032720e-01,4.059222955156310819e-01,1.626030259409627921e-01,1.284403689192202547e-01,3.392649589846105096e-01,2.987137490685645158e-01,2.335809230276048032e-01,7.778407627100647655e-03,6.472673886145621260e-03,5.699016747310054441e-03
5.989453367532678874e-01,5.413319419329967186e-01,9.649292911362813974e-02,3.416503751319832638e-01,4.032246365961588697e-01,1.586320591582296990e-01,1.322785200838857145e-01,3.421146325067428995e-01,2.949393489358668186e-01,2.306674984735045397e-01,7.650242991767743257e-03,6.482015608103776361e-03,5.588189693139109827e-03
6.054609778332707970e-01,5.368590084273398011e-01,9.934354728152962333e-02,3.454680923801318193e-01,4.004561481131280187e-01,1.547322122252104970e-01,1.361863251017043086e-01,3.448739857578870804e-01,2.911160278970936766e-01,2.278236612433150177e-01,7.524496089963673105e-03,6.491280812068255836e-03,5.479438763179354452e-03
6.120474994696082360e-01,5.323939316902850383e-01,1.022446083310458165e-01,3.492324803670719957e-01,3.976194192018633888e-01,1.509034921000187435e-01,1.401632803649351111e-01,3.475406297040790626e-01,2.872471044261810658e-01,2.250489855048045940e-01,7.401124485567452810e-03,6.500469888488983813e-03,5.372727656239624158e-03
6.187056727380975119e-01,5.279376948513946344e-01,1.051956952677376156e-01,3.529413740234321195e-01,3.947170815957389278e-01,1.471458491130913093e-01,1.442088142316166333e-01,3.501122796258971381e-01,2.833359134991718098e-01,2.223429926433144188e-01,7.280086394826747534e-03,6.509583230631548791e-03,5.268020627898745145e-03
6.254362771027223156e-01,5.234912731713360357e-01,1.081963415721184235e-01,3.565926755152675764e-01,3.917518047391013725e-01,1.434591781735125859e-01,1.483222871677657984e-01,3.525867592443285292e-01,2.793858004940371620e-01,2.197051530938684549e-01,7.161340679021971876e-03,6.518621234456002840e-03,5.165282484257705323e-03
6.322401005068819524e-01,5.190556331973561477e-01,1.112460314094682323e-01,3.601843576491833843e-01,3.887262908811601192e-01,1.398433200601883197e-01,1.525029920350049195e-01,3.549620045817151182e-01,2.754001151394863678e-01,2.171348882437935113e-01,7.044846837131280536e-03,6.527584298497444981e-03,5.064478575692333076e-03
6.391179394656396617e-01,5.146317319351375597e-01,1.143441999457066732e-01,3.637144670957325188e-01,3.856432701660023055e-01,1.362980627925584887e-01,1.567501545235794602e-01,3.572360675462847301e-01,2.713822055312797299e-01,2.146315723988562185e-01,6.930564998499409192e-03,6.536472823748430347e-03,4.965574790608987509e-03
6.460705991589635877e-01,5.102205160385239191e-01,1.174902337688932819e-01,3.671811274220295740e-01,3.825054957336893047e-01,1.328231430753878950e-01,1.610629337301771880e-01,3.594071192299202466e-01,2.673354122340559913e-01,2.121945348058465464e-01,6.818455915513671993e-03,6.545287213543192137e-03,4.868537549206111183e-03
6.530988935259941508e-01,5.058229210185166691e-01,1.206834714155515936e-01,3.705825419253588326e-01,3.793157388470774771e-01,1.294182478120120550e-01,1.654404228794463805e-01,3.614734529100248062e-01,2.632630624860606283e-01,2.098230617244679630e-01,6.708480956289504353e-03,6.554027873443668550e-03,4.773333797243654170e-03
6.602036453603256083e-01,5.014398704729177147e-01,1.239232040006015695e-01,3.739169962603784980e-01,3.760767840586851651e-01,1.260830156803347535e-01,1.698816501875458629e-01,3.634334867475480513e-01,2.591684645235124984e-01,2.075163985413933099e-01,6.600602097368816687e-03,6.562695211127332964e-03,4.679930999823186596e-03
6.673856864063335559e-01,4.970722753378915004e-01,1.272086759493288588e-01,3.771828608534300020e-01,3.727914244314784464e-01,1.228170387657624568e-01,1.743855798655744305e-01,3.652857661745176898e-01,2.550549020405665779e-01,2.052737519193412186e-01,6.494781916433362175e-03,6.571289636276847305e-03,4.588297135180577531e-03
6.746458574565447064e-01,4.927210331626875051e-01,1.305390858294198653e-01,3.803785930983342167e-01,3.694624568270097886e-01,1.196198642452362682e-01,1.789511132601758203e-01,3.670289659656795211e-01,2.509256288000504265e-01,2.030942919740939823e-01,6.390983585036041567e-03,6.579811560471487443e-03,4.498400688493713918e-03
6.819850084500652665e-01,4.883870274086640206e-01,1.339135872807469541e-01,3.835027393289884290e-01,3.660926772737901902e-01,1.164909961164744129e-01,1.835770901281475465e-01,3.686618919901544777e-01,2.467838634092560102e-01,2.009771544724418268e-01,6.289170861352445276e-03,6.588261397080375295e-03,4.410210645707255371e-03
6.894039985720868957e-01,4.840711267736922396e-01,1.373312900402313408e-01,3.865539365650086934e-01,3.626848764282119553e-01,1.134298969665480245e-01,1.882622900413851441e-01,3.701834826403082590e-01,2.426327842741514418e-01,1.989214430441552384e-01,6.189308082954961612e-03,6.596639561157513314e-03,4.323696487376401526e-03
6.969036963544649188e-01,4.797741845429471796e-01,1.407912610587643831e-01,3.895309140275736159e-01,3.592418351397181353e-01,1.104359897739438934e-01,1.930054339180284351e-01,3.715928099363285941e-01,2.384755247444156900e-01,1.969262314012271697e-01,6.091360159611946580e-03,6.604946469338564968e-03,4.238828182531792672e-03
7.044849797774014322e-01,4.754970379669970493e-01,1.442925257068642109e-01,3.924324944235885737e-01,3.557663201312390999e-01,1.075086597383081433e-01,1.978051856752509052e-01,3.728890803062923642e-01,2.343151684606716301e-01,1.949905655577852115e-01,5.995292566113884225e-03,6.613182539739455822e-03,4.155576182567218523e-03
7.121487363722266428e-01,4.712405076680412641e-01,1.478340690654212919e-01,3.952575949971882663e-01,3.522610798052357994e-01,1.046472561321546840e-01,2.026601539986933598e-01,3.740716350427639170e-01,2.301547449142682111e-01,1.931134660442744844e-01,5.901071335128880296e-03,6.621348191856703258e-03,4.073911415152111845e-03
7.198958633252996453e-01,4.670053970750486783e-01,1.514148372976156232e-01,3.980052283485324693e-01,3.487288401849418240e-01,1.018510941689099447e-01,2.075688942231744272e-01,3.751399504382248451e-01,2.259972252288812433e-01,1.912939301097196232e-01,5.808663050089400877e-03,6.629443846469520833e-03,3.993805278170476682e-03
7.277272675830454007e-01,4.627924918884697703e-01,1.550337390978187013e-01,4.006745030207430891e-01,3.451723009996479630e-01,9.911945688179002456e-02,2.125299103189347560e-01,3.760936376028349848e-01,2.218455181721164238e-01,1.895309339061138076e-01,5.718034838112134692e-03,6.637469925543680767e-03,3.915229633687847093e-03
7.356438659581241435e-01,4.586025595751205275e-01,1.586896472130423230e-01,4.032646238567058061e-01,3.415941319220998640e-01,9.645159700815202075e-02,2.175416569773345465e-01,3.769324419692118844e-01,2.177024664042103985e-01,1.878234346492429208e-01,5.629154362953023467e-03,6.645426852137098148e-03,3.838156801948036743e-03
7.436465852367675211e-01,4.544363488937311346e-01,1.623814000322932882e-01,4.057748921283284016e-01,3.379969689652703169e-01,9.384673887410815984e-02,2.226025417896401182e-01,3.776562424900444248e-01,2.135708429697977528e-01,1.861703727505178707e-01,5.541989817998999035e-03,6.653315050307167210e-03,3.762559555400974299e-03
7.517363622872701434e-01,4.502945894515936187e-01,1.661078032389726733e-01,4.082047054416579335e-01,3.343834110449851460e-01,9.130408027438420560e-02,2.277109275122347620e-01,3.782650505354395731e-01,2.094533480376354617e-01,1.845706739146900921e-01,5.456509919298355334e-03,6.661134945019797637e-03,3.688411112763302548e-03
7.599141441696728450e-01,4.461779912926334135e-01,1.698676315213077104e-01,4.105535574220644524e-01,3.307560167140481955e-01,8.882279434257986384e-02,2.328651344113864263e-01,3.787590084979431948e-01,2.053526058920542019e-01,1.830232511986162325e-01,5.372683898631168235e-03,6.668886962060170849e-03,3.615685133112912612e-03
7.681808882466316657e-01,4.420872445171629694e-01,1.736596303356381932e-01,4.128210371844411308e-01,3.271173010727143060e-01,8.640203140720641162e-02,2.380634426804702775e-01,3.791383881141306422e-01,2.012711621788391969e-01,1.815270070265599944e-01,5.290481496621451084e-03,6.676571527945198044e-03,3.544355710018892974e-03
7.765375622954928669e-01,4.380230189334891056e-01,1.774825177172640600e-01,4.150068285940967105e-01,3.234697328595474430e-01,8.404092082909193906e-02,2.433040949223907734e-01,3.794035885125912055e-01,1.972114814071774525e-01,1.800808351578403466e-01,5.209872955892487500e-03,6.684189069837653124e-03,3.474397365708100250e-03
7.849851446215944106e-01,4.339859637414530402e-01,1.813349861334660751e-01,4.171107093246768094e-01,3.198157317258888965e-01,8.173857281596817737e-02,2.485852986898195449e-01,3.795551339989626238e-01,1.931759447082571080e-01,1.786836226029608066e-01,5.130829014266632959e-03,6.691740015461992638e-03,3.405785045269472348e-03
7.935246241727892391e-01,4.299767072479236396e-01,1.852157043732258479e-01,4.191325497200802386e-01,3.161576656963906440e-01,7.949408021030307525e-02,2.539052290757389807e-01,3.795936715894477342e-01,1.891668478501160600e-01,1.773342514846969475e-01,5.053320898011109952e-03,6.699224793021814166e-03,3.338494110897371157e-03
8.021570006552252163e-01,4.259958566141601732e-01,1.891233194681416485e-01,4.210723114679103540e-01,3.124978488172738267e-01,7.730652024667417077e-02,2.592620313467554616e-01,3.795199683049561012e-01,1.851863995073407543e-01,1.760316008409475996e-01,4.977320315130831507e-03,6.706643831118998256e-03,3.272500336174872029e-03
8.108832846503775116e-01,4.220439976349100730e-01,1.930564586389940662e-01,4.229300460925253247e-01,3.088385389932369329e-01,7.517495627524366231e-02,2.646538236115716924e-01,3.793349082386274218e-01,1.812367197832999155e-01,1.747745483665010258e-01,4.902799448709644313e-03,6.713997558674450646e-03,3.207779900398138873e-03
8.197044977333531879e-01,4.181216945490143222e-01,1.970137312624342940e-01,4.247058932762292072e-01,3.051819360131962089e-01,7.309843944814051198e-02,2.700786995170456617e-01,3.790394894100637679e-01,1.773198389816919018e-01,1.735619720911984187e-01,4.829730950301018393e-03,6.721286404850478589e-03,3.144309382942827268e-03
8.286216725924919757e-01,4.142294898812273751e-01,2.009937308522865840e-01,4.264000790175618283e-01,3.015301797643349380e-01,7.107601036581689957e-02,2.755347309642845466e-01,3.786348204200616352e-01,1.734376966233409367e-01,1.723927519923128537e-01,4.758087933369203361e-03,6.728510798974783082e-03,3.082065757673328743e-03
8.376358531502545723e-01,4.103679043149000005e-01,2.049950370499980801e-01,4.280129136360145692e-01,2.978853486332767031e-01,6.910670068071068928e-02,2.810199708372753680e-01,3.781221169200414955e-01,1.695921407033903483e-01,1.712657715392925939e-01,4.687843966782016987e-03,6.735671170466025343e-03,3.021026387395901389e-03
8.467480946854405444e-01,4.065374365950873425e-01,2.090162176188581633e-01,4.295447896328153936e-01,2.942494580925326120e-01,6.718953465579378947e-02,2.865324557366873415e-01,3.775026979106994585e-01,1.657849271832770588e-01,1.701799191693361413e-01,4.618973068355999856e-03,6.742767948760984911e-03,2.961169018356283981e-03
8.559594639567216223e-01,4.027385634616055810e-01,2.130558304366796663e-01,4.309961794176803695e-01,2.906244594697831585e-01,6.532353067585666695e-02,2.920702087115615297e-01,3.767779818846473394e-01,1.620177197112036838e-01,1.691340896925873638e-01,4.551449698455032472e-03,6.749801563243268583e-03,2.902471774782742955e-03
8.652710393275315770e-01,3.989717396114783599e-01,2.171124254817709542e-01,4.323676329116449280e-01,2.870122388969623128e-01,6.350770270962184660e-02,2.976312419818067934e-01,3.759494828279900669e-01,1.582920895641646564e-01,1.681271856260385944e-01,4.485248753643045379e-03,6.756772443173585802e-03,2.844913153475107752e-03
8.746839108923064598e-01,3.952373976901777941e-01,2.211845468071377829e-01,4.336597750362313763e-01,2.834146164355907938e-01,6.174106172104016493e-02,3.032135596445574288e-01,3.750188060958835612e-01,1.546095158040274864e-01,1.671581184555316346e-01,4.420345560391752970e-03,6.763681017621525453e-03,2.788472018440556980e-03
8.841991806040977453e-01,3.915359483110011918e-01,2.252707344980182380e-01,4.348733030993228166e-01,2.798333453742956056e-01,6.002261702836312468e-02,3.088151603576849702e-01,3.739876441771533555e-01,1.509713856396347198e-01,1.662258098255269267e-01,4.356715868844064123e-03,6.770527715398878300e-03,2.733127595576756875e-03
8.938179624035831328e-01,3.878677801018731164e-01,2.293695266080219286e-01,4.360089840881608003e-01,2.762701116939936807e-01,5.835137760982377769e-02,3.144340399939775099e-01,3.728577723630093765e-01,1.473789949864296456e-01,1.653291926565836345e-01,4.294335846633778528e-03,6.777312964994440872e-03,2.678859467402838236e-03
9.035413823494667929e-01,3.842332597788332138e-01,2.334794610693075034e-01,4.370676518798835564e-01,2.727265336958112352e-01,5.672635335499792014e-02,3.200681942597312091e-01,3.716310443347941028e-01,1.438335492147188033e-01,1.644672121907560236e-01,4.233182072762340688e-03,6.784037194510313812e-03,2.625647567838898348e-03
9.133705787503121343e-01,3.806327322454064466e-01,2.375990775724584891e-01,4.380502043799960332e-01,2.692041617864135983e-01,5.514655626113207365e-02,3.257156212718001487e-01,3.703093876855317323e-01,1.403361640773166386e-01,1.636388269653514527e-01,4.173231531533031467e-03,6.790700831599660002e-03,2.573472177034343174e-03
9.233067022977989868e-01,3.770665207170334488e-01,2.417269194118971121e-01,4.389576005990553087e-01,2.657044784150981442e-01,5.361100157394965010e-02,3.313743240874053031e-01,3.688947993898186728e-01,1.368878668070457050e-01,1.628430097157300693e-01,4.114461606543275488e-03,6.797304303405915515e-03,2.522313916245649650e-03
9.333509162014315130e-01,3.735349268696956937e-01,2.458615352929104936e-01,4.397908576777410650e-01,2.622288981566993082e-01,5.211870887264914015e-02,3.370423131813188311e-01,3.673893412363166133e-01,1.334895973743235043e-01,1.620787482080411623e-01,4.056850074735469415e-03,6.803848036503442123e-03,2.472153742763906308e-03
9.435043963247196075e-01,3.700382310118353613e-01,2.500014810965952017e-01,4.405510478703077992e-01,2.587787679340931568e-01,5.066870309900405739e-02,3.427176088653581809e-01,3.657951352367674880e-01,1.301422098948843697e-01,1.613450460029899614e-01,4.000375100506701510e-03,6.810332456839590133e-03,2.422972944892447938e-03
9.537683313228287885e-01,3.665766922786585780e-01,2.541453215992436898e-01,4.412392954962042202e-01,2.553553673738844232e-01,4.926001553066753497e-02,3.483982436454315379e-01,3.641143590250792705e-01,1.268464741775713611e-01,1.606409231519179415e-01,3.945015229877918417e-03,6.816757989678162016e-03,2.374753136975043567e-03
9.641439227817416580e-01,3.631505488478659061e-01,2.582916321429688522e-01,4.418567738694166858e-01,2.519599092886622982e-01,4.789168469895214997e-02,3.540822645117304157e-01,3.623492412595861190e-01,1.236030774020387829e-01,1.599654168266446963e-01,3.890749384722655413e-03,6.823125059544262946e-03,2.327476254474779554e-03
9.746323853589186070e-01,3.597600181758571214e-01,2.624390002545773926e-01,4.424047022148042685e-01,2.485935402790880044e-01,4.656275725153038308e-02,3.597677351579852134e-01,3.605020570411365810e-01,1.204126259161999307e-01,1.593175818846783443e-01,3.837556857055869197e-03,6.829434090170518300e-03,2.281124549104051550e-03
9.852349469255030634e-01,3.564052972534205166e-01,2.665860272099881967e-01,4.428843425804094291e-01,2.452573414489549741e-01,4.527228876064736535e-02,3.654527381260652685e-01,3.585751233591441545e-01,1.172756471432540581e-01,1.586964913715364356e-01,3.785417303382923506e-03,6.835685504444642506e-03,2.235680584005754219e-03
