PII_uM,Kp_uM,Kq_uM,gain_R_over_H,max_absolute_GS_fraction_difference
5.000000000000000000e+00,1.499999999999999944e-02,5.870367556966068490e-01,9.885455863805544530e-01,3.681983720101561497e-02
5.000000000000000000e+00,1.499999999999999944e-02,6.439523050662339099e-01,9.885455863805541199e-01,3.672915257770170694e-02
5.000000000000000000e+00,1.499999999999999944e-02,7.063860434225154306e-01,9.885455863805542309e-01,3.663466884592048167e-02
5.000000000000000000e+00,1.499999999999999944e-02,7.748729811453863858e-01,9.885455863805543419e-01,3.653598305854033335e-02
5.000000000000000000e+00,1.499999999999999944e-02,8.499999999999999778e-01,9.885455863805542309e-01,3.643111001475463073e-02
5.000000000000000000e+00,2.065174747290344712e-02,2.800000000000000266e-01,9.844773901394054949e-01,3.686527533602226847e-02
5.000000000000000000e+00,2.065174747290344712e-02,3.071471141608240196e-01,9.844773901394057170e-01,3.681702906988193469e-02
5.000000000000000000e+00,2.065174747290344712e-02,3.369262490618652461e-01,9.844773901394056059e-01,3.676484965864798560e-02
5.000000000000000000e+00,2.065174747290344712e-02,3.695925895870819655e-01,9.844773901394056059e-01,3.670848781323007848e-02
5.000000000000000000e+00,2.065174747290344712e-02,4.054260618103502356e-01,9.844773901394057170e-01,3.664769148365862317e-02
5.000000000000000000e+00,2.065174747290344712e-02,4.447337317522747635e-01,9.844773901394054949e-01,3.658220849845117417e-02
5.000000000000000000e+00,2.065174747290344712e-02,4.878524367060187439e-01,9.844773901394056059e-01,3.651178969955470865e-02
5.000000000000000000e+00,2.065174747290344712e-02,5.351516716806418161e-01,9.844773901394058280e-01,3.643619259671063149e-02
5.000000000000000000e+00,2.065174747290344712e-02,5.870367556966068490e-01,9.844773901394057170e-01,3.635518555192465695e-02
5.000000000000000000e+00,2.065174747290344712e-02,6.439523050662339099e-01,9.844773901394057170e-01,3.626855248729934922e-02
5.000000000000000000e+00,2.065174747290344712e-02,7.063860434225154306e-01,9.844773901394058280e-01,3.617609808753427525e-02
5.000000000000000000e+00,2.065174747290344712e-02,7.748729811453863858e-01,9.844773901394058280e-01,3.607765344193242241e-02
5.000000000000000000e+00,2.065174747290344712e-02,8.499999999999999778e-01,9.844773901394057170e-01,3.597308204012403254e-02
5.000000000000000000e+00,2.843297824563826778e-02,2.800000000000000266e-01,9.790809821532485691e-01,3.620800339912949584e-02
5.000000000000000000e+00,2.843297824563826778e-02,3.071471141608240196e-01,9.790809821532483470e-01,3.616236382014256789e-02
5.000000000000000000e+00,2.843297824563826778e-02,3.369262490618652461e-01,9.790809821532483470e-01,3.611300701759229126e-02
5.000000000000000000e+00,2.843297824563826778e-02,3.695925895870819655e-01,9.790809821532482360e-01,3.605969800421923721e-02
5.000000000000000000e+00,2.843297824563826778e-02,4.054260618103502356e-01,9.790809821532486801e-01,3.600219931436185461e-02
5.000000000000000000e+00,2.843297824563826778e-02,4.447337317522747635e-01,9.790809821532484580e-01,3.594027351307113594e-02
5.000000000000000000e+00,2.843297824563826778e-02,4.878524367060187439e-01,9.790809821532482360e-01,3.587368617306105345e-02
5.000000000000000000e+00,2.843297824563826778e-02,5.351516716806418161e-01,9.790809821532484580e-01,3.580220934133079846e-02
5.000000000000000000e+00,2.843297824563826778e-02,5.870367556966068490e-01,9.790809821532484580e-01,3.572562550471464204e-02
5.000000000000000000e+00,2.843297824563826778e-02,6.439523050662339099e-01,9.790809821532484580e-01,3.564373204699045061e-02
5.000000000000000000e+00,2.843297824563826778e-02,7.063860434225154306e-01,9.790809821532483470e-01,3.555634616931407921e-02
5.000000000000000000e+00,2.843297824563826778e-02,7.748729811453863858e-01,9.790809821532484580e-01,3.546331022063203831e-02
5.000000000000000000e+00,2.843297824563826778e-02,8.499999999999999778e-01,9.790809821532483470e-01,3.536449735574412334e-02
5.000000000000000000e+00,3.914604577543194519e-02,2.800000000000000266e-01,9.720144065862481586e-01,3.533299812799928219e-02
5.000000000000000000e+00,3.914604577543194519e-02,3.071471141608240196e-01,9.720144065862482696e-01,3.529041745509045591e-02
5.000000000000000000e+00,3.914604577543194519e-02,3.369262490618652461e-01,9.720144065862482696e-01,3.524437203472036151e-02
5.000000000000000000e+00,3.914604577543194519e-02,3.695925895870819655e-01,9.720144065862481586e-01,3.519464344190359473e-02
5.000000000000000000e+00,3.914604577543194519e-02,4.054260618103502356e-01,9.720144065862483806e-01,3.514101106931388774e-02
5.000000000000000000e+00,3.914604577543194519e-02,4.447337317522747635e-01,9.720144065862482696e-01,3.508325448023888460e-02
5.000000000000000000e+00,3.914604577543194519e-02,4.878524367060187439e-01,9.720144065862481586e-01,3.502115619705978289e-02
5.000000000000000000e+00,3.914604577543194519e-02,5.351516716806418161e-01,9.720144065862484917e-01,3.495450494493343441e-02
5.000000000000000000e+00,3.914604577543194519e-02,5.870367556966068490e-01,9.720144065862484917e-01,3.488309935847047627e-02
5.000000000000000000e+00,3.914604577543194519e-02,6.439523050662339099e-01,9.720144065862483806e-01,3.480675214357989433e-02
5.000000000000000000e+00,3.914604577543194519e-02,7.063860434225154306e-01,9.720144065862483806e-01,3.472529466706977819e-02
5.000000000000000000e+00,3.914604577543194519e-02,7.748729811453863858e-01,9.720144065862484917e-01,3.463858192310143025e-02
5.000000000000000000e+00,3.914604577543194519e-02,8.499999999999999778e-01,9.720144065862481586e-01,3.454649779854265801e-02
5.000000000000000000e+00,5.389561679446264186e-02,2.800000000000000266e-01,9.629153503090264188e-01,3.418960902721224215e-02
5.000000000000000000e+00,5.389561679446264186e-02,3.071471141608240196e-01,9.629153503090264188e-01,3.414863553557709319e-02
5.000000000000000000e+00,5.389561679446264186e-02,3.369262490618652461e-01,9.629153503090264188e-01,3.410433692604927791e-02
5.000000000000000000e+00,5.389561679446264186e-02,3.695925895870819655e-01,9.629153503090263078e-01,3.405650516486252721e-02
5.000000000000000000e+00,5.389561679446264186e-02,4.054260618103502356e-01,9.629153503090265298e-01,3.400733725575996735e-02
5.000000000000000000e+00,5.389561679446264186e-02,4.447337317522747635e-01,9.629153503090264188e-01,3.395444176751544196e-02
5.000000000000000000e+00,5.389561679446264186e-02,4.878524367060187439e-01,9.629153503090264188e-01,3.389757556484798706e-02
5.000000000000000000e+00,5.389561679446264186e-02,5.351516716806418161e-01,9.629153503090266408e-01,3.383654638746003140e-02
5.000000000000000000e+00,5.389561679446264186e-02,5.870367556966068490e-01,9.629153503090264188e-01,3.377117121009010070e-02
5.000000000000000000e+00,5.389561679446264186e-02,6.439523050662339099e-01,9.629153503090265298e-01,3.370128005849237773e-02
5.000000000000000000e+00,5.389561679446264186e-02,7.063860434225154306e-01,9.629153503090265298e-01,3.362672021311108317e-02
5.000000000000000000e+00,5.389561679446264186e-02,7.748729811453863858e-01,9.629153503090265298e-01,3.354736075277026108e-02
5.000000000000000000e+00,5.389561679446264186e-02,8.499999999999999778e-01,9.629153503090265298e-01,3.346309736590352690e-02
5.000000000000000000e+00,7.420257786237444142e-02,2.800000000000000266e-01,9.514500625668688150e-01,3.274591864342488168e-02
5.000000000000000000e+00,7.420257786237444142e-02,3.071471141608240196e-01,9.514500625668688150e-01,3.270912460319214121e-02
5.000000000000000000e+00,7.420257786237444142e-02,3.369262490618652461e-01,9.514500625668687039e-01,3.266934709694935268e-02
5.000000000000000000e+00,7.420257786237444142e-02,3.695925895870819655e-01,9.514500625668688150e-01,3.262639991408411433e-02
5.000000000000000000e+00,7.420257786237444142e-02,4.054260618103502356e-01,9.514500625668689260e-01,3.258009535977252069e-02
5.000000000000000000e+00,7.420257786237444142e-02,4.447337317522747635e-01,9.514500625668687039e-01,3.253024632434042829e-02
5.000000000000000000e+00,7.420257786237444142e-02,4.878524367060187439e-01,9.514500625668687039e-01,3.247666872572563257e-02
5.000000000000000000e+00,7.420257786237444142e-02,5.351516716806418161e-01,9.514500625668690370e-01,3.241918433984725123e-02
5.000000000000000000e+00,7.420257786237444142e-02,5.870367556966068490e-01,9.514500625668689260e-01,3.235762402301120555e-02
5.000000000000000000e+00,7.420257786237444142e-02,6.439523050662339099e-01,9.514500625668688150e-01,3.229183131660931516e-02
5.000000000000000000e+00,7.420257786237444142e-02,7.063860434225154306e-01,9.514500625668688150e-01,3.222166640714618779e-02
5.000000000000000000e+00,7.420257786237444142e-02,7.748729811453863858e-01,9.514500625668688150e-01,3.214701039415507333e-02
5.000000000000000000e+00,7.420257786237444142e-02,8.499999999999999778e-01,9.514500625668689260e-01,3.206776979518982662e-02
5.000000000000000000e+00,1.021608599901475400e-01,2.800000000000000266e-01,9.373907647819262889e-01,3.092708279093314694e-02
5.000000000000000000e+00,1.021608599901475400e-01,3.071471141608240196e-01,9.373907647819262889e-01,3.089326302280945291e-02
5.000000000000000000e+00,1.021608599901475400e-01,3.369262490618652461e-01,9.373907647819261779e-01,3.085670696387943224e-02
5.000000000000000000e+00,1.021608599901475400e-01,3.695925895870819655e-01,9.373907647819261779e-01,3.081724490954129703e-02
5.000000000000000000e+00,1.021608599901475400e-01,4.054260618103502356e-01,9.373907647819262889e-01,3.077470602039431014e-02
5.000000000000000000e+00,1.021608599901475400e-01,4.447337317522747635e-01,9.373907647819261779e-01,3.072892024462736682e-02
5.000000000000000000e+00,1.021608599901475400e-01,4.878524367060187439e-01,9.373907647819261779e-01,3.067974172332368910e-02
5.000000000000000000e+00,1.021608599901475400e-01,5.351516716806418161e-01,9.373907647819262889e-01,3.062966787540821745e-02
5.000000000000000000e+00,1.021608599901475400e-01,5.870367556966068490e-01,9.373907647819262889e-01,3.057604822002613076e-02
5.000000000000000000e+00,1.021608599901475400e-01,6.439523050662339099e-01,9.373907647819261779e-01,3.051874744335036915e-02
5.000000000000000000e+00,1.021608599901475400e-01,7.063860434225154306e-01,9.373907647819261779e-01,3.045764483850460502e-02
5.000000000000000000e+00,1.021608599901475400e-01,7.748729811453863858e-01,9.373907647819262889e-01,3.039263802082731170e-02
5.000000000000000000e+00,1.021608599901475400e-01,8.499999999999999778e-01,9.373907647819261779e-01,3.032364684570720836e-02
5.000000000000000000e+00,1.406533521420781918e-01,2.800000000000000266e-01,9.207142862645975034e-01,2.873012358874474370e-02
5.000000000000000000e+00,1.406533521420781918e-01,3.071471141608240196e-01,9.207142862645975034e-01,2.870158387668300670e-02
5.000000000000000000e+00,1.406533521420781918e-01,3.369262490618652461e-01,9.207142862645975034e-01,2.867073630963681841e-02
5.000000000000000000e+00,1.406533521420781918e-01,3.695925895870819655e-01,9.207142862645973924e-01,2.863743797981466166e-02
5.000000000000000000e+00,1.406533521420781918e-01,4.054260618103502356e-01,9.207142862645976145e-01,2.860154507028381254e-02
5.000000000000000000e+00,1.406533521420781918e-01,4.447337317522747635e-01,9.207142862645973924e-01,2.856291448176531689e-02
5.000000000000000000e+00,1.406533521420781918e-01,4.878524367060187439e-01,9.207142862645973924e-01,2.852140574683786900e-02
5.000000000000000000e+00,1.406533521420781918e-01,5.351516716806418161e-01,9.207142862645976145e-01,2.847688324169969643e-02
5.000000000000000000e+00,1.406533521420781918e-01,5.870367556966068490e-01,9.207142862645976145e-01,2.842921869711698135e-02
5.000000000000000000e+00,1.406533521420781918e-01,6.439523050662339099e-01,9.207142862645973924e-01,2.837829399920532847e-02
5.000000000000000000e+00,1.406533521420781918e-01,7.063860434225154306e-01,9.207142862645975034e-01,2.832400425714959313e-02
5.000000000000000000e+00,1.406533521420781918e-01,7.748729811453863858e-01,9.207142862645975034e-01,2.826626109898755512e-02
5.000000000000000000e+00,1.406533521420781918e-01,8.499999999999999778e-01,9.207142862645975034e-01,2.820499613846177978e-02
5.000000000000000000e+00,1.936491673103708511e-01,2.800000000000000266e-01,9.016959884791526658e-01,2.617819619562342104e-02
5.000000000000000000e+00,1.936491673103708511e-01,3.071471141608240196e-01,9.016959884791527768e-01,2.615226223519695470e-02
5.000000000000000000e+00,1.936491673103708511e-01,3.369262490618652461e-01,9.016959884791526658e-01,2.612423695586271744e-02
5.000000000000000000e+00,1.936491673103708511e-01,3.695925895870819655e-01,9.016959884791525548e-01,2.609399190318742456e-02
5.000000000000000000e+00,1.936491673103708511e-01,4.054260618103502356e-01,9.016959884791528879e-01,2.606139801713597270e-02
5.000000000000000000e+00,1.936491673103708511e-01,4.447337317522747635e-01,9.016959884791526658e-01,2.602632712945496252e-02
5.000000000000000000e+00,1.936491673103708511e-01,4.878524367060187439e-01,9.016959884791526658e-01,2.598957752183797543e-02
5.000000000000000000e+00,1.936491673103708511e-01,5.351516716806418161e-01,9.016959884791529989e-01,2.595144990396866524e-02
5.000000000000000000e+00,1.936491673103708511e-01,5.870367556966068490e-01,9.016959884791527768e-01,2.591063893027678589e-02
5.000000000000000000e+00,1.936491673103708511e-01,6.439523050662339099e-01,9.016959884791527768e-01,2.586704497240754907e-02
5.000000000000000000e+00,1.936491673103708511e-01,7.063860434225154306e-01,9.016959884791527768e-01,2.582057988830210871e-02
5.000000000000000000e+00,1.936491673103708511e-01,7.748729811453863858e-01,9.016959884791527768e-01,2.577116983923571913e-02
5.000000000000000000e+00,1.936491673103708511e-01,8.499999999999999778e-01,9.016959884791527768e-01,2.571875824708805269e-02
5.000000000000000000e+00,2.666129134421205693e-01,2.800000000000000266e-01,8.809554126206463609e-01,2.347696992780523573e-02
5.000000000000000000e+00,2.666129134421205693e-01,3.071471141608240196e-01,8.809554126206463609e-01,2.334293074160720405e-02
5.000000000000000000e+00,2.666129134421205693e-01,3.369262490618652461e-01,8.809554126206462499e-01,2.328196122619832775e-02
5.000000000000000000e+00,2.666129134421205693e-01,3.695925895870819655e-01,8.809554126206462499e-01,2.325703144851631876e-02
5.000000000000000000e+00,2.666129134421205693e-01,4.054260618103502356e-01,8.809554126206465829e-01,2.323016818118189830e-02
5.000000000000000000e+00,2.666129134421205693e-01,4.447337317522747635e-01,8.809554126206462499e-01,2.320126637250391477e-02
5.000000000000000000e+00,2.666129134421205693e-01,4.878524367060187439e-01,8.809554126206463609e-01,2.317022323849796117e-02
5.000000000000000000e+00,2.666129134421205693e-01,5.351516716806418161e-01,8.809554126206464719e-01,2.313693993590634768e-02
5.000000000000000000e+00,2.666129134421205693e-01,5.870367556966068490e-01,8.809554126206464719e-01,2.310132345397125642e-02
5.000000000000000000e+00,2.666129134421205693e-01,6.439523050662339099e-01,8.809554126206463609e-01,2.306328871605772823e-02
5.000000000000000000e+00,2.666129134421205693e-01,7.063860434225154306e-01,8.809554126206463609e-01,2.302276087191576504e-02
5.000000000000000000e+00,2.666129134421205693e-01,7.748729811453863858e-01,8.809554126206463609e-01,2.297967774930603779e-02
5.000000000000000000e+00,2.666129134421205693e-01,8.499999999999999778e-01,8.809554126206463609e-01,2.293399242017549189e-02
5.000000000000000000e+00,3.670681707614493750e-01,2.800000000000000266e-01,8.594109586029140546e-01,2.627210396328516495e-02
5.000000000000000000e+00,3.670681707614493750e-01,3.071471141608240196e-01,8.594109586029140546e-01,2.610551833334318061e-02
5.000000000000000000e+00,3.670681707614493750e-01,3.369262490618652461e-01,8.594109586029139436e-01,2.593446240455743457e-02
5.000000000000000000e+00,3.670681707614493750e-01,3.695925895870819655e-01,8.594109586029139436e-01,2.575906007459072278e-02
5.000000000000000000e+00,3.670681707614493750e-01,4.054260618103502356e-01,8.594109586029141656e-01,2.557947624109491169e-02
5.000000000000000000e+00,3.670681707614493750e-01,4.447337317522747635e-01,8.594109586029139436e-01,2.539593750503998937e-02
5.000000000000000000e+00,3.670681707614493750e-01,4.878524367060187439e-01,8.594109586029140546e-01,2.520866695961587745e-02
5.000000000000000000e+00,3.670681707614493750e-01,5.351516716806418161e-01,8.594109586029141656e-01,2.501789124202435932e-02
5.000000000000000000e+00,3.670681707614493750e-01,5.870367556966068490e-01,8.594109586029140546e-01,2.482400769543580132e-02
5.000000000000000000e+00,3.670681707614493750e-01,6.439523050662339099e-01,8.594109586029140546e-01,2.462730242193111874e-02
5.000000000000000000e+00,3.670681707614493750e-01,7.063860434225154306e-01,8.594109586029140546e-01,2.442818423057813160e-02
5.000000000000000000e+00,3.670681707614493750e-01,7.748729811453863858e-01,8.594109586029140546e-01,2.422707121466805003e-02
5.000000000000000000e+00,3.670681707614493750e-01,8.499999999999999778e-01,8.594109586029140546e-01,2.402431107345326389e-02
5.000000000000000000e+00,5.053732778604036469e-01,2.800000000000000266e-01,8.381336402489399928e-01,2.806528184805900938e-02
5.000000000000000000e+00,5.053732778604036469e-01,3.071471141608240196e-01,8.381336402489398818e-01,2.786825961262939799e-02
5.000000000000000000e+00,5.053732778604036469e-01,3.369262490618652461e-01,8.381336402489397708e-01,2.766631217244952534e-02
5.000000000000000000e+00,5.053732778604036469e-01,3.695925895870819655e-01,8.381336402489396598e-01,2.745965847477604971e-02
5.000000000000000000e+00,5.053732778604036469e-01,4.054260618103502356e-01,8.381336402489398818e-01,2.724846154437332579e-02
5.000000000000000000e+00,5.053732778604036469e-01,4.447337317522747635e-01,8.381336402489397708e-01,2.703307801859478054e-02
5.000000000000000000e+00,5.053732778604036469e-01,4.878524367060187439e-01,8.381336402489398818e-01,2.681368253420435277e-02
5.000000000000000000e+00,5.053732778604036469e-01,5.351516716806418161e-01,8.381336402489399928e-01,2.659073708717862861e-02
5.000000000000000000e+00,5.053732778604036469e-01,5.870367556966068490e-01,8.381336402489399928e-01,2.636447344266990012e-02
5.000000000000000000e+00,5.053732778604036469e-01,6.439523050662339099e-01,8.381336402489399928e-01,2.613555418550794762e-02
5.000000000000000000e+00,5.053732778604036469e-01,7.063860434225154306e-01,8.381336402489398818e-01,2.590420935303472394e-02
5.000000000000000000e+00,5.053732778604036469e-01,7.748729811453863858e-01,8.381336402489398818e-01,2.567099377878434563e-02
5.000000000000000000e+00,5.053732778604036469e-01,8.499999999999999778e-01,8.381336402489398818e-01,2.543633421421331864e-02
5.000000000000000000e+00,6.957894209284354314e-01,2.800000000000000266e-01,8.181428348303112497e-01,2.853084298170704969e-02
5.000000000000000000e+00,6.957894209284354314e-01,3.071471141608240196e-01,8.181428348303112497e-01,2.831039746805474877e-02
5.000000000000000000e+00,6.957894209284354314e-01,3.369262490618652461e-01,8.181428348303113607e-01,2.808485396938487089e-02
5.000000000000000000e+00,6.957894209284354314e-01,3.695925895870819655e-01,8.181428348303112497e-01,2.785444664308389662e-02
5.000000000000000000e+00,6.957894209284354314e-01,4.054260618103502356e-01,8.181428348303112497e-01,2.761943244657538710e-02
5.000000000000000000e+00,6.957894209284354314e-01,4.447337317522747635e-01,8.181428348303112497e-01,2.738016993205583116e-02
5.000000000000000000e+00,6.957894209284354314e-01,4.878524367060187439e-01,8.181428348303112497e-01,2.713692496262820608e-02
5.000000000000000000e+00,6.957894209284354314e-01,5.351516716806418161e-01,8.181428348303114717e-01,2.689020081086190839e-02
5.000000000000000000e+00,6.957894209284354314e-01,5.870367556966068490e-01,8.181428348303113607e-01,2.664042994129300901e-02
5.000000000000000000e+00,6.957894209284354314e-01,6.439523050662339099e-01,8.181428348303113607e-01,2.638800099449201131e-02
5.000000000000000000e+00,6.957894209284354314e-01,7.063860434225154306e-01,8.181428348303113607e-01,2.613347316788938723e-02
5.000000000000000000e+00,6.957894209284354314e-01,7.748729811453863858e-01,8.181428348303113607e-01,2.587732752879334797e-02
5.000000000000000000e+00,6.957894209284354314e-01,8.499999999999999778e-01,8.181428348303112497e-01,2.562035414348651230e-02
5.000000000000000000e+00,9.579511610221181916e-01,2.800000000000000266e-01,8.002221101914418488e-01,2.757825223709620133e-02
5.000000000000000000e+00,9.579511610221181916e-01,3.071471141608240196e-01,8.002221101914419599e-01,2.734589900046624500e-02
5.000000000000000000e+00,9.579511610221181916e-01,3.369262490618652461e-01,8.002221101914419599e-01,2.710854824780539740e-02
5.000000000000000000e+00,9.579511610221181916e-01,3.695925895870819655e-01,8.002221101914418488e-01,2.686649022424325572e-02
5.000000000000000000e+00,9.579511610221181916e-01,4.054260618103502356e-01,8.002221101914419599e-01,2.662000098588523933e-02
5.000000000000000000e+00,9.579511610221181916e-01,4.447337317522747635e-01,8.002221101914418488e-01,2.636950178370833786e-02
5.000000000000000000e+00,9.579511610221181916e-01,4.878524367060187439e-01,8.002221101914419599e-01,2.611530047945531674e-02
5.000000000000000000e+00,9.579511610221181916e-01,5.351516716806418161e-01,8.002221101914420709e-01,2.585776756100832685e-02
5.000000000000000000e+00,9.579511610221181916e-01,5.870367556966068490e-01,8.002221101914419599e-01,2.559763627505828865e-02
5.000000000000000000e+00,9.579511610221181916e-01,6.439523050662339099e-01,8.002221101914419599e-01,2.533517121751027723e-02
5.000000000000000000e+00,9.579511610221181916e-01,7.063860434225154306e-01,8.002221101914420709e-01,2.507091133314676146e-02
5.000000000000000000e+00,9.579511610221181916e-01,7.748729811453863858e-01,8.002221101914419599e-01,2.480569109485797341e-02
5.000000000000000000e+00,9.579511610221181916e-01,8.499999999999999778e-01,8.002221101914417378e-01,2.453974065167152663e-02
5.000000000000000000e+00,1.318891031253563773e+00,2.800000000000000266e-01,7.848207150653657704e-01,2.538775263884984756e-02
5.000000000000000000e+00,1.318891031253563773e+00,3.071471141608240196e-01,7.848207150653658815e-01,2.515714430299254012e-02
5.000000000000000000e+00,1.318891031253563773e+00,3.369262490618652461e-01,7.848207150653657704e-01,2.492189448029269450e-02
5.000000000000000000e+00,1.318891031253563773e+00,3.695925895870819655e-01,7.848207150653656594e-01,2.468237794311589628e-02
5.000000000000000000e+00,1.318891031253563773e+00,4.054260618103502356e-01,7.848207150653658815e-01,2.443881307430495475e-02
5.000000000000000000e+00,1.318891031253563773e+00,4.447337317522747635e-01,7.848207150653657704e-01,2.419164351042768502e-02
5.000000000000000000e+00,1.318891031253563773e+00,4.878524367060187439e-01,7.848207150653658815e-01,2.394119496699909089e-02
5.000000000000000000e+00,1.318891031253563773e+00,5.351516716806418161e-01,7.848207150653659925e-01,2.368797746857786990e-02
5.000000000000000000e+00,1.318891031253563773e+00,5.870367556966068490e-01,7.848207150653658815e-01,2.343238792995694375e-02
5.000000000000000000e+00,1.318891031253563773e+00,6.439523050662339099e-01,7.848207150653658815e-01,2.317505309904299704e-02
5.000000000000000000e+00,1.318891031253563773e+00,7.063860434225154306e-01,7.848207150653659925e-01,2.291645018440657822e-02
5.000000000000000000e+00,1.318891031253563773e+00,7.748729811453863858e-01,7.848207150653659925e-01,2.265702587316431593e-02
5.000000000000000000e+00,1.318891031253563773e+00,8.499999999999999778e-01,7.848207150653659925e-01,2.239765068914267854e-02
5.000000000000000000e+00,1.815826968115054285e+00,2.800000000000000266e-01,7.720571166276724018e-01,2.234188403594294936e-02
5.000000000000000000e+00,1.815826968115054285e+00,3.071471141608240196e-01,7.720571166276724018e-01,2.212572056582562396e-02
5.000000000000000000e+00,1.815826968115054285e+00,3.369262490618652461e-01,7.720571166276722908e-01,2.190550093131382603e-02
5.000000000000000000e+00,1.815826968115054285e+00,3.695925895870819655e-01,7.720571166276721797e-01,2.168152096099440485e-02
5.000000000000000000e+00,1.815826968115054285e+00,4.054260618103502356e-01,7.720571166276725128e-01,2.145403097535236725e-02
5.000000000000000000e+00,1.815826968115054285e+00,4.447337317522747635e-01,7.720571166276722908e-01,2.122347849501649009e-02
5.000000000000000000e+00,1.815826968115054285e+00,4.878524367060187439e-01,7.720571166276722908e-01,2.099028464723162735e-02
5.000000000000000000e+00,1.815826968115054285e+00,5.351516716806418161e-01,7.720571166276724018e-01,2.075465209943982980e-02
5.000000000000000000e+00,1.815826968115054285e+00,5.870367556966068490e-01,7.720571166276724018e-01,2.051724288029554977e-02
5.000000000000000000e+00,1.815826968115054285e+00,6.439523050662339099e-01,7.720571166276724018e-01,2.027854941820772527e-02
5.000000000000000000e+00,1.815826968115054285e+00,7.063860434225154306e-01,7.720571166276722908e-01,2.003900509295697407e-02
5.000000000000000000e+00,1.815826968115054285e+00,7.748729811453863858e-01,7.720571166276722908e-01,1.979901550503571084e-02
5.000000000000000000e+00,1.815826968115054285e+00,8.499999999999999778e-01,7.720571166276722908e-01,1.955928893893410514e-02
5.000000000000000000e+00,2.500000000000000000e+00,2.800000000000000266e-01,7.617944801320254422e-01,1.889491431608791849e-02
5.000000000000000000e+00,2.500000000000000000e+00,3.071471141608240196e-01,7.617944801320253312e-01,1.870244884890281956e-02
5.000000000000000000e+00,2.500000000000000000e+00,3.369262490618652461e-01,7.617944801320252202e-01,1.850655218490859788e-02
5.000000000000000000e+00,2.500000000000000000e+00,3.695925895870819655e-01,7.617944801320254422e-01,1.830754101825382563e-02
5.000000000000000000e+00,2.500000000000000000e+00,4.054260618103502356e-01,7.617944801320255532e-01,1.810570303877134801e-02
5.000000000000000000e+00,2.500000000000000000e+00,4.447337317522747635e-01,7.617944801320253312e-01,1.790129382250593704e-02
5.000000000000000000e+00,2.500000000000000000e+00,4.878524367060187439e-01,7.617944801320254422e-01,1.769472398807059310e-02
5.000000000000000000e+00,2.500000000000000000e+00,5.351516716806418161e-01,7.617944801320255532e-01,1.748628423580889102e-02
5.000000000000000000e+00,2.500000000000000000e+00,5.870367556966068490e-01,7.617944801320254422e-01,1.727651322347523166e-02
5.000000000000000000e+00,2.500000000000000000e+00,6.439523050662339099e-01,7.617944801320254422e-01,1.706584321920456837e-02
5.000000000000000000e+00,2.500000000000000000e+00,7.063860434225154306e-01,7.617944801320255532e-01,1.685455766761256857e-02
5.000000000000000000e+00,2.500000000000000000e+00,7.748729811453863858e-01,7.617944801320254422e-01,1.664332294540904478e-02
5.000000000000000000e+00,2.500000000000000000e+00,8.499999999999999778e-01,7.617944801320254422e-01,1.643243924218895646e-02
3.600000000000000000e+01,1.499999999999999944e-02,2.800000000000000266e-01,9.983489109962599972e-01,3.904752789477408670e-02
3.600000000000000000e+01,1.499999999999999944e-02,3.071471141608240196e-01,9.983489109962598862e-01,3.903848991774794275e-02
3.600000000000000000e+01,1.499999999999999944e-02,3.369262490618652461e-01,9.983489109962599972e-01,3.902859571991415533e-02
3.600000000000000000e+01,1.499999999999999944e-02,3.695925895870819655e-01,9.983489109962598862e-01,3.901776628877437481e-02
3.600000000000000000e+01,1.499999999999999944e-02,4.054260618103502356e-01,9.983489109962598862e-01,3.900591574145237383e-02
3.600000000000000000e+01,1.499999999999999944e-02,4.447337317522747635e-01,9.983489109962598862e-01,3.899295081194353862e-02
3.600000000000000000e+01,1.499999999999999944e-02,4.878524367060187439e-01,9.983489109962597752e-01,3.897877031757754351e-02
3.600000000000000000e+01,1.499999999999999944e-02,5.351516716806418161e-01,9.983489109962601082e-01,3.896326460786711521e-02
3.600000000000000000e+01,1.499999999999999944e-02,5.870367556966068490e-01,9.983489109962598862e-01,3.894631500007902924e-02
3.600000000000000000e+01,1.499999999999999944e-02,6.439523050662339099e-01,9.983489109962599972e-01,3.892779320724754077e-02
3.600000000000000000e+01,1.499999999999999944e-02,7.063860434225154306e-01,9.983489109962599972e-01,3.890756076598345103e-02
3.600000000000000000e+01,1.499999999999999944e-02,7.748729811453863858e-01,9.983489109962598862e-01,3.888546847335791479e-02
3.600000000000000000e+01,1.499999999999999944e-02,8.499999999999999778e-01,9.983489109962599972e-01,3.886135584436345436e-02
3.600000000000000000e+01,2.065174747290344712e-02,2.800000000000000266e-01,9.977320237836931893e-01,3.897034605680818609e-02
3.600000000000000000e+01,2.065174747290344712e-02,3.071471141608240196e-01,9.977320237836931893e-01,3.896146021870891540e-02
3.600000000000000000e+01,2.065174747290344712e-02,3.369262490618652461e-01,9.977320237836933003e-01,3.895173261390794117e-02
3.600000000000000000e+01,2.065174747290344712e-02,3.695925895870819655e-01,9.977320237836931893e-01,3.894108557194142506e-02
3.600000000000000000e+01,2.065174747290344712e-02,4.054260618103502356e-01,9.977320237836933003e-01,3.892943467030302029e-02
3.600000000000000000e+01,2.065174747290344712e-02,4.447337317522747635e-01,9.977320237836933003e-01,3.891668823086261164e-02
