# Re F(i omega) of the auxiliary chain at the identical-independent steady state (companion manuscript); omega in units of the mean exit rate
n,omega,ReF
6,4.923882631706742,0.16031673910916322
6,5.156732244854969,0.1486994652125322
6,5.400593278542374,0.13775098470662572
6,5.655986461065008,0.12745791241148863
6,5.923457145875806,0.11780316227036769
6,6.203576476104275,0.10876659376685638
6,6.496942604146125,0.10032562578102888
6,6.804181968927101,0.0924558075653732
6,7.125950633568411,0.08513133981505983
6,7.4629356863101375,0.0783255417140154
6,7.815856707684091,0.07201126230123223
6,8.185467307069029,0.06616123650406469
6,8.572556731909325,0.060748387740947485
6,8.977951553033323,0.05574608014048166
6,9.402517429670132,0.05112832420572322
6,9.847160957933774,0.04686994022660196
6,10.312831606721847,0.04294668396579315
6,10.80052374516254,0.03933533916754295
6,11.311278765939214,0.03601378131357991
6,11.846187309026847,0.03296101681769292
6,12.406391590588319,0.030157201546623602
6,12.993087842004172,0.027583642208614867
6,13.607528864243331,0.025222783785251
6,14.251026703029993,0.023058185814515575
6,14.92495545051829,0.02107448997598771
6,15.630754179458174,0.019257381091574044
6,16.36993001611702,0.017593543342793616
6,17.14406135851972,0.016070613221465524
6,17.954801246878304,0.014677130476047129
6,18.803880893409165,0.013402488090629272
6,19.69311337907422,0.012236882136699823
6,20.624397525140925,0.011171262167444795
6,21.59972194782717,0.010197282678471975
6,22.621169304690262,0.009307256035126943
6,23.69092074182632,0.008494107162591802
6,24.811260551377703,0.0077513302084414315
6,25.984581049292473,0.007072947316063227
6,27.213387683753087,0.006453469589226102
6,28.500304385181053,0.005887860281313939
6,29.848079169243274,0.005371500205528346
6,31.259590004822844,0.004900155333331546
6,32.73785095948577,0.004469946526114765
6,34.2860186355659,0.004077321328478933
6,35.90739891061055,0.003719027739538583
6,37.60545399658176,0.0033920898705387392
6,39.38380983288489,0.0030937853919946745
6,41.246263829013564,0.0028216246709719117
6,43.196792973341736,0.0025733314985081357
6,45.23956232538058,0.0023468253080604073
6,47.37893390963144,0.002140204787939637
6,49.619476030029084,0.001951732793622707
6,51.965973024861974,0.0017798224694511866
6,54.42343548300272,0.0016230244932042837
6,56.99711094326075,0.0014800153613881983
6,59.69249509970739,0.0013495866375162757
6,62.51534353689712,0.0012306350902004937
6,65.47168402004743,0.0011221536523841058
6,68.56782936641739,0.001023223137445739
6,71.81039092537357,0.0009330046522566526
6,75.20629269592408,0.0008507326513833569
6,78.76278611187062,0.0007757085806170405
6,82.48746552614581,0.0007072950617970086
6,86.38828442740453,0.0006449105744511519
6,90.47357242349293,0.000588024593175529
6,94.75205302806548,0.0005361531428157429
6,99.23286228832545,0.0004888547364879647
6,103.9255682936713,0.00044572666424769203
6,108.84019160690055,0.00040640160277394255
6,113.98722666160525,0.00037054451884477313
6,119.37766417144357,0.0003378498415906872
6,125.0230145991456,0.000308038880561079
6,130.93533273536096,0.0002808574685513321
6,137.1272434398401,0.00025607380987324735
6,143.61196859990804,0.00023347651638261357
6,150.40335536380252,0.00021287281504744904
6,157.51590570916244,0.00019408691223599117
6,164.96480740980206,0.00017695850112575684
6,172.76596646690382,0.00016134139982781903
6,180.93604107387165,0.00014710230885395248
6,189.49247718738235,0.00013411967754084486
6,198.45354578058033,0.00012228266993763448
6,207.83838185797595,0.00011149022147549648
6,217.6670253153459,0.00010165017848950963
6,227.96046373189822,9.267851335237332e-05
6,238.7406771860647,8.449860859893743e-05
6,250.03068519063265,7.704060400748336e-05
6,261.8545958474233,7.024080111106557e-05
6,274.23765732649525,6.404112011160201e-05
6,287.2063117797828,5.83886045955051e-05
6,300.7882518043102,5.323496984965814e-05
6,315.0124795755328,4.853619095845918e-05
6,329.90936877709424,4.425212717973359e-05
6,345.5107294592218,4.034617940817942e-05
6,361.84987596427504,3.678497782522161e-05
6,378.9616980644716,3.3538097070073825e-05
6,396.8827354637166,3.057779651916004e-05
6,415.6512558225988,2.7878783456891654e-05
6,435.3073364731892,2.541799712585391e-05
6,455.89294999810596,2.3174411821202945e-05
6,477.45205385661313,2.1128857341956575e-05
6,500.030684249109,1.9263855279616493e-05
6,523.6770544204655,1.756346974457479e-05
6,548.4416576121015,1.601317125998758e-05
6,574.3773748826587,1.4599712657936692e-05
6,601.5395880274832,1.3311015926054104e-05
6,629.9862978380693,1.2136069035717512e-05
6,659.7782479539546,1.1064831869855851e-05
6,690.9790545715645,1.008815045555611e-05
6,723.6553422869665,9.197678757844052e-06
6,757.876886362593,8.385807378497034e-06
6,793.7167617217559,7.645598543937204e-06
6,831.2514989890632,6.970726831867502e-06
6,870.5612479099874,6.355425124282554e-06
6,911.7299484984921,5.794435335215731e-06
6,954.8455102782303,5.282963483455028e-06
6,1000.0,4.816638729754352e-06
