G_mM,PII_uM,GS_odds,large_pool_limit,odds_above_large_pool_limit
5.300000000000000266e-01,2.605145450391598771e+01,9.951714170106664703e-01,9.940245644289517069e-01,1.146852581714763453e-03
5.300000000000000266e-01,2.700472828858759300e+01,9.951309328225145245e-01,9.940245644289517069e-01,1.106368393562817687e-03
5.300000000000000266e-01,2.799288422958584732e+01,9.950918777365125312e-01,9.940245644289517069e-01,1.067313307560824320e-03
5.300000000000000266e-01,2.901719873338447897e+01,9.950542013049906709e-01,9.940245644289517069e-01,1.029636876038964033e-03
5.300000000000000266e-01,3.007899491267201952e+01,9.950178548610948415e-01,9.940245644289517069e-01,9.932904321431346162e-04
5.300000000000000266e-01,3.117964429542378468e+01,9.949827914559234987e-01,9.940245644289517069e-01,9.582270269717918509e-04
5.300000000000000266e-01,3.232056859651204661e+01,9.949489657978827228e-01,9.940245644289517069e-01,9.244013689310159876e-04
5.300000000000000266e-01,3.350324155414303107e+01,9.949163341941834604e-01,9.940245644289517069e-01,8.917697652317535528e-04
5.300000000000000266e-01,3.472919083349263758e+01,9.948848544944035588e-01,9.940245644289517069e-01,8.602900654518519374e-04
5.300000000000000266e-01,3.600000000000000000e+01,9.948544860360414299e-01,9.940245644289517069e-01,8.299216070897230679e-04
8.000000000000000444e-01,5.000000000000000000e-01,5.245158024293300691e+00,5.120078483693918159e+00,1.250795405993825327e-01
8.000000000000000444e-01,5.182959800676063544e-01,5.240742684661738870e+00,5.120078483693918159e+00,1.206642009678207117e-01
8.000000000000000444e-01,5.372614459084812388e-01,5.236483207643428450e+00,5.120078483693918159e+00,1.164047239495102914e-01
8.000000000000000444e-01,5.569208953193511835e-01,5.232374091248432890e+00,5.120078483693918159e+00,1.122956075545147314e-01
8.000000000000000444e-01,5.772997225193439164e-01,5.228410027708466856e+00,5.120078483693918159e+00,1.083315440145486974e-01
8.000000000000000444e-01,5.984242509518411524e-01,5.224585896620812520e+00,5.120078483693918159e+00,1.045074129268943608e-01
8.000000000000000444e-01,6.203217672866154775e-01,5.220896758334270693e+00,5.120078483693918159e+00,1.008182746403525343e-01
8.000000000000000444e-01,6.430205566661719718e-01,5.217337847568593645e+00,5.120078483693918159e+00,9.725936387467548627e-02
8.000000000000000444e-01,6.665499392418229307e-01,5.213904567259132428e+00,5.120078483693918159e+00,9.382608356521426884e-02
8.000000000000000444e-01,6.909403080466881564e-01,5.210592482618793930e+00,5.120078483693918159e+00,9.051399892487577148e-02
8.000000000000000444e-01,7.162231682545442402e-01,5.207397315409600935e+00,5.120078483693918159e+00,8.731883171568277646e-02
8.000000000000000444e-01,7.424311778752302748e-01,5.204314938416461978e+00,5.120078483693918159e+00,8.423645472254381872e-02
8.000000000000000444e-01,7.695981899391798331e-01,5.201341370116030483e+00,5.120078483693918159e+00,8.126288642211232371e-02
8.000000000000000444e-01,7.977592962255661835e-01,5.198472769533752924e+00,5.120078483693918159e+00,7.839428583983476528e-02
8.000000000000000444e-01,8.269508725905474478e-01,5.195705431282444664e+00,5.120078483693918159e+00,7.562694758852650523e-02
8.000000000000000444e-01,8.572106259541601991e-01,5.193035780776042110e+00,5.120078483693918159e+00,7.295729708212395082e-02
8.000000000000000444e-01,8.885776430065556175e-01,5.190460369612275748e+00,5.120078483693918159e+00,7.038188591835758956e-02
8.000000000000000444e-01,9.210924406964927647e-01,5.187975871118355897e+00,5.120078483693918159e+00,6.789738742443773845e-02
8.000000000000000444e-01,9.547970185673047006e-01,5.185579076053887349e+00,5.120078483693918159e+00,6.550059235996918972e-02
8.000000000000000444e-01,9.897349130079394763e-01,5.183266888465478672e+00,5.120078483693918159e+00,6.318840477156051350e-02
8.000000000000000444e-01,1.025951253489154391e+00,5.181036321687681578e+00,5.120078483693918159e+00,6.095783799376341960e-02
8.000000000000000444e-01,1.063492820857501187e+00,5.178884494485100909e+00,5.120078483693918159e+00,5.880601079118275010e-02
8.000000000000000444e-01,1.102408107762403722e+00,5.176808627330679258e+00,5.120078483693918159e+00,5.673014363676109895e-02
8.000000000000000444e-01,1.142747381294380915e+00,5.174806038815376930e+00,5.120078483693918159e+00,5.472755512145877077e-02
8.000000000000000444e-01,1.184562747915323788e+00,5.172874142184576307e+00,5.120078483693918159e+00,5.279565849065814831e-02
8.000000000000000444e-01,1.227908220764699410e+00,5.171010441996749307e+00,5.120078483693918159e+00,5.093195830283114844e-02
8.000000000000000444e-01,1.272839789428621193e+00,5.169212530900098024e+00,5.120078483693918159e+00,4.913404720617986499e-02
8.000000000000000444e-01,1.319415492261905909e+00,5.167478086522954150e+00,5.120078483693918159e+00,4.739960282903599165e-02
8.000000000000000444e-01,1.367695491356535786e+00,5.165804868473956368e+00,5.120078483693918159e+00,4.572638478003820950e-02
8.000000000000000444e-01,1.417742150253364253e+00,5.164190715448130575e+00,5.120078483693918159e+00,4.411223175421241649e-02
8.000000000000000444e-01,1.469620114497446117e+00,5.162633542435121292e+00,5.120078483693918159e+00,4.255505874120313337e-02
8.000000000000000444e-01,1.523396395141043635e+00,5.161131338025965576e+00,5.120078483693918159e+00,4.105285433204741707e-02
8.000000000000000444e-01,1.579140455302171508e+00,5.159682161814953538e+00,5.120078483693918159e+00,3.960367812103537943e-02
8.000000000000000444e-01,1.636924299890490486e+00,5.158284141893185293e+00,5.120078483693918159e+00,3.820565819926713402e-02
8.000000000000000444e-01,1.696822568616444205e+00,5.156935472430628664e+00,5.120078483693918159e+00,3.685698873671050535e-02
8.000000000000000444e-01,1.758912632403786480e+00,5.155634411343504198e+00,5.120078483693918159e+00,3.555592764958603880e-02
8.000000000000000444e-01,1.823274693330028118e+00,5.154379278044037171e+00,5.120078483693918159e+00,3.430079435011901268e-02
8.000000000000000444e-01,1.889991888223902627e+00,5.153168451269632300e+00,5.120078483693918159e+00,3.308996757571414093e-02
8.000000000000000444e-01,1.959150396053667365e+00,5.152000366988669811e+00,5.120078483693918159e+00,3.192188329475165176e-02
8.000000000000000444e-01,2.030839549244949360e+00,5.150873516380249484e+00,5.120078483693918159e+00,3.079503268633132507e-02
8.000000000000000444e-01,2.105151949071933704e+00,5.149786443885230547e+00,5.120078483693918159e+00,2.970796019131238808e-02
8.000000000000000444e-01,2.182183585270939918e+00,5.148737745326080528e+00,5.120078483693918159e+00,2.865926163216236944e-02
8.000000000000000444e-01,2.262033960030889634e+00,5.147726066093096797e+00,5.120078483693918159e+00,2.764758239917863847e-02
8.000000000000000444e-01,2.344806216520837427e+00,5.146750099394633793e+00,5.120078483693918159e+00,2.667161570071563403e-02
8.000000000000000444e-01,2.430607272120567153e+00,5.145808584569132371e+00,5.120078483693918159e+00,2.573010087521421241e-02
8.000000000000000444e-01,2.519547956526361432e+00,5.144900305456705070e+00,5.120078483693918159e+00,2.482182176278691088e-02
8.000000000000000444e-01,2.611743154910330045e+00,5.144024088828217600e+00,5.120078483693918159e+00,2.394560513429944137e-02
8.000000000000000444e-01,2.707311956318223967e+00,5.143178802869821098e+00,5.120078483693918159e+00,2.310031917590293915e-02
8.000000000000000444e-01,2.806377807497405730e+00,5.142363355720988238e+00,5.120078483693918159e+00,2.228487202707007953e-02
8.000000000000000444e-01,2.909068672353696261e+00,5.141576694064144526e+00,5.120078483693918159e+00,2.149821037022636716e-02
8.000000000000000444e-01,3.015517197243059222e+00,5.140817801764088202e+00,5.120078483693918159e+00,2.073931807017004303e-02
8.000000000000000444e-01,3.125860882311624955e+00,5.140085698555458826e+00,5.120078483693918159e+00,2.000721486154066753e-02
8.000000000000000444e-01,3.240242259105392986e+00,5.139379438776504827e+00,5.120078483693918159e+00,1.930095508258666825e-02
8.000000000000000444e-01,3.358809074679009576e+00,5.138698110147579712e+00,5.120078483693918159e+00,1.861962645366155300e-02
8.000000000000000444e-01,3.481714482441454983e+00,5.138040832592739804e+00,5.120078483693918159e+00,1.796234889882164509e-02
8.000000000000000444e-01,3.609117239985146330e+00,5.137406757102944255e+00,5.120078483693918159e+00,1.732827340902609592e-02
8.000000000000000444e-01,3.741181914153992150e+00,5.136795064639390063e+00,5.120078483693918159e+00,1.671658094547190387e-02
8.000000000000000444e-01,3.878079093615292461e+00,5.136204965075553019e+00,5.120078483693918159e+00,1.612648138163486067e-02
8.000000000000000444e-01,4.019985609210065647e+00,5.135635696176571230e+00,5.120078483693918159e+00,1.555721248265307111e-02
8.000000000000000444e-01,4.167084762366410011e+00,5.135086522614675353e+00,5.120078483693918159e+00,1.500803892075719403e-02
8.000000000000000444e-01,4.319566561870974652e+00,5.134556735019349283e+00,5.120078483693918159e+00,1.447825132543112403e-02
8.000000000000000444e-01,4.477627969304355027e+00,5.134045649061032890e+00,5.120078483693918159e+00,1.396716536711473111e-02
8.000000000000000444e-01,4.641473153457454259e+00,5.133552604567181987e+00,5.120078483693918159e+00,1.347412087326382846e-02
8.000000000000000444e-01,4.811313754057428227e+00,5.133076964669504250e+00,5.120078483693918159e+00,1.299848097558609084e-02
8.000000000000000444e-01,4.987369155143898780e+00,5.132618114981325697e+00,5.120078483693918159e+00,1.253963128740753774e-02
8.000000000000000444e-01,5.169866768448514449e+00,5.132175462803974852e+00,5.120078483693918159e+00,1.209697911005669368e-02
8.000000000000000444e-01,5.359042327143944462e+00,5.131748436361193377e+00,5.120078483693918159e+00,1.166995266727521852e-02
8.000000000000000444e-01,5.555140190341711026e+00,5.131336484060573966e+00,5.120078483693918159e+00,1.125800036665580706e-02
8.000000000000000444e-01,5.758413658732213669e+00,5.130939073781060067e+00,5.120078483693918159e+00,1.086059008714190810e-02
8.000000000000000444e-01,5.969125301774607983e+00,5.130555692185605032e+00,5.120078483693918159e+00,1.047720849168687351e-02
8.000000000000000444e-01,6.187547296859235324e+00,5.130185844058085642e+00,5.120078483693918159e+00,1.010736036416748362e-02
8.000000000000000444e-01,6.413961780880652164e+00,5.129829051663642225e+00,5.120078483693918159e+00,9.750567969724066586e-03
8.000000000000000444e-01,6.648661214675415820e+00,5.129484854131569627e+00,5.120078483693918159e+00,9.406370437651467853e-03
8.000000000000000444e-01,6.891948760795351347e+00,5.129152806860023617e+00,5.120078483693918159e+00,9.074323166105457972e-03
8.000000000000000444e-01,7.144138675104303893e+00,5.128832480941708738e+00,5.120078483693918159e+00,8.753997247790579195e-03
8.000000000000000444e-01,7.405556712704153277e+00,5.128523462609873462e+00,5.120078483693918159e+00,8.444978915955303478e-03
8.000000000000000444e-01,7.676540548714481993e+00,5.128225352703835505e+00,5.120078483693918159e+00,8.146869009917345750e-03
8.000000000000000444e-01,7.957440214449387206e+00,5.127937766153387145e+00,5.120078483693918159e+00,7.859282459468985849e-03
8.000000000000000444e-01,8.248618549554858959e+00,5.127660331481395772e+00,5.120078483693918159e+00,7.581847787477613565e-03
8.000000000000000444e-01,8.550451670690742745e+00,5.127392690323968161e+00,5.120078483693918159e+00,7.314206630050001934e-03
8.000000000000000444e-01,8.863329457362722152e+00,5.127134496967546085e+00,5.120078483693918159e+00,7.056013273627925741e-03
8.000000000000000444e-01,9.187656055531798316e+00,5.126885417902348863e+00,5.120078483693918159e+00,6.806934208430703848e-03
8.000000000000000444e-01,9.523850399651864862e+00,5.126645131391574850e+00,5.120078483693918159e+00,6.566647697656691207e-03
8.000000000000000444e-01,9.872346753809656761e+00,5.126413327055813873e+00,5.120078483693918159e+00,6.334843361895714509e-03
8.000000000000000444e-01,1.023359527266605795e+01,5.126189705472127045e+00,5.120078483693918159e+00,6.111221778208886235e-03
8.000000000000000444e-01,1.060806258292335080e+01,5.125973977787284142e+00,5.120078483693918159e+00,5.895494093365982735e-03
8.000000000000000444e-01,1.099623238606952569e+01,5.125765865344647843e+00,5.120078483693918159e+00,5.687381650729683713e-03
8.000000000000000444e-01,1.139860608317811774e+01,5.125565099324225216e+00,5.120078483693918159e+00,5.486615630307056790e-03
8.000000000000000444e-01,1.181570342257076689e+01,5.125371420395445909e+00,5.120078483693918159e+00,5.292936701527750643e-03
8.000000000000000444e-01,1.224806317117897336e+01,5.125184578382167011e+00,5.120078483693918159e+00,5.106094688248852265e-03
8.000000000000000444e-01,1.269624381047232475e+01,5.125004331939531532e+00,5.120078483693918159e+00,4.925848245613373422e-03
8.000000000000000444e-01,1.316082425785206311e+01,5.124830448242216896e+00,5.120078483693918159e+00,4.751964548298737157e-03
8.000000000000000444e-01,1.364240461444192931e+01,5.124662702683688842e+00,5.120078483693918159e+00,4.584218989770683095e-03
8.000000000000000444e-01,1.414160694024203124e+01,5.124500878586093933e+00,5.120078483693918159e+00,4.422394892175773862e-03
8.000000000000000444e-01,1.465907605764721744e+01,5.124344766920347460e+00,5.120078483693918159e+00,4.266283226429301578e-03
8.000000000000000444e-01,1.519548038436769843e+01,5.124194166036151188e+00,5.120078483693918159e+00,4.115682342233029090e-03
8.000000000000000444e-01,1.575151279682788896e+01,5.124048881401513711e+00,5.120078483693918159e+00,3.970397707595552106e-03
8.000000000000000444e-01,1.632789152515870157e+01,5.123908725351473237e+00,5.120078483693918159e+00,3.830241657555077950e-03
8.000000000000000444e-01,1.692536108093938907e+01,5.123773516845685272e+00,5.120078483693918159e+00,3.695033151767113111e-03
8.000000000000000444e-01,1.754469321888720756e+01,5.123643081234577679e+00,5.120078483693918159e+00,3.564597540659519836e-03
8.000000000000000444e-01,1.818668793373726800e+01,5.123517250033756909e+00,5.120078483693918159e+00,3.438766339838750241e-03
8.000000000000000444e-01,1.885217449360013831e+01,5.123395860706363436e+00,5.120078483693918159e+00,3.317377012445277273e-03
8.000000000000000444e-01,1.954201251113202176e+01,5.123278756453135685e+00,5.120078483693918159e+00,3.200272759217526186e-03
8.000000000000000444e-01,2.025709305390119397e+01,5.123165786009864497e+00,5.120078483693918159e+00,3.087302315946338638e-03
8.000000000000000444e-01,2.099833979538484385e+01,5.123056803452008978e+00,5.120078483693918159e+00,2.978319758090819391e-03
8.000000000000000444e-01,2.176671020808322154e+01,5.122951668006193060e+00,5.120078483693918159e+00,2.873184312274901231e-03
8.000000000000000444e-01,2.256319680029213259e+01,5.122850243868383835e+00,5.120078483693918159e+00,2.771760174465676130e-03
8.000000000000000444e-01,2.338882839813138403e+01,5.122752400028464770e+00,5.120078483693918159e+00,2.673916334546611040e-03
8.000000000000000444e-01,2.424467147448513060e+01,5.122658010101010184e+00,5.120078483693918159e+00,2.579526407092025408e-03
8.000000000000000444e-01,2.513183152657082431e+01,5.122566952162027398e+00,5.120078483693918159e+00,2.488468468109239495e-03
8.000000000000000444e-01,2.605145450391598771e+01,5.122479108591476482e+00,5.120078483693918159e+00,2.400624897558323312e-03
8.000000000000000444e-01,2.700472828858759300e+01,5.122394365921334014e+00,5.120078483693918159e+00,2.315882227415855255e-03
8.000000000000000444e-01,2.799288422958584732e+01,5.122312614689023214e+00,5.120078483693918159e+00,2.234130995105054751e-03
8.000000000000000444e-01,2.901719873338447897e+01,5.122233749296029259e+00,5.120078483693918159e+00,2.155265602111100520e-03
8.000000000000000444e-01,3.007899491267201952e+01,5.122157667871489295e+00,5.120078483693918159e+00,2.079184177571136161e-03
8.000000000000000444e-01,3.117964429542378468e+01,5.122084272140609684e+00,5.120078483693918159e+00,2.005788446691525451e-03
8.000000000000000444e-01,3.232056859651204661e+01,5.122013467297716893e+00,5.120078483693918159e+00,1.934983603798734464e-03
8.000000000000000444e-01,3.350324155414303107e+01,5.121945161883806108e+00,5.120078483693918159e+00,1.866678189887949202e-03
8.000000000000000444e-01,3.472919083349263758e+01,5.121879267668401070e+00,5.120078483693918159e+00,1.800783974482911276e-03
8.000000000000000444e-01,3.600000000000000000e+01,5.121815699535576805e+00,5.120078483693918159e+00,1.737215841658645843e-03
