G_mM,total_log_ratio_sensitivity,via_PII,direct_glutamine
1.030925808168722119e-01,1.854662781353155543e+00,9.822193657627462660e-01,8.724434154997696700e-01
1.045185212315733470e-01,1.898471978112325820e+00,1.032114912214211033e+00,8.663570657952885945e-01
1.059641847538944498e-01,1.944063857850508503e+00,1.084006577797308246e+00,8.600572799735495266e-01
1.074298441869416532e-01,1.991453632621542402e+00,1.137908457815219654e+00,8.535451746937250395e-01
1.089157761071379432e-01,2.040650004930810724e+00,1.193827134774412713e+00,8.468228700685916932e-01
1.104222609164141888e-01,2.091654564884137812e+00,1.251761007536193571e+00,8.398935572653049020e-01
1.119495828951225930e-01,2.144461204878211902e+00,1.311699643952467742e+00,8.327615608120113588e-01
1.134980302556814757e-01,2.199055565288432490e+00,1.373623171130862630e+00,8.254323940561906214e-01
1.150678951969620473e-01,2.255414524299226287e+00,1.437501718084996050e+00,8.179128061719436182e-01
1.166594739594279811e-01,2.313505741158294882e+00,1.503294921953415741e+00,8.102108191019814498e-01
1.182730668810371144e-01,2.373287268175872100e+00,1.570951515283006028e+00,8.023357528517933712e-01
1.199089784539163900e-01,2.434707243104128338e+00,1.640409005441275880e+00,7.942982376333237449e-01
1.215675173818212551e-01,2.497703674952944652e+00,1.711593463431219764e+00,7.861102114876445945e-01
1.232489966383891467e-01,2.562204332434703247e+00,1.784419430219120528e+00,7.777849022023961556e-01
1.249537335261989707e-01,2.628126748582815253e+00,1.858789955978332520e+00,7.693367925804428520e-01
1.266820497366477616e-01,2.695378346473376041e+00,1.934596778093992775e+00,7.607815684088761188e-01
1.284342714106549155e-01,2.763856694398824754e+00,2.011720645612445679e+00,7.521360488172361691e-01
1.302107292002067929e-01,2.833449894579231465e+00,2.090031795535343129e+00,7.434180990929426525e-01
1.320117583307520714e-01,2.904037103945710907e+00,2.169390577538451659e+00,7.346465264302586284e-01
1.338376986644599920e-01,2.975489188639101723e+00,2.249648229194671334e+00,7.258409595139370118e-01
1.356888947643543342e-01,3.047669505029659387e+00,2.330647791863659446e+00,7.170217132655221093e-01
1.375656959593337947e-01,3.120434797354576073e+00,2.412225156944625137e+00,7.082096404932697320e-01
1.394684564100915625e-01,3.193636204246174781e+00,2.494210231826925028e+00,6.994259725693932062e-01
1.413975351759476085e-01,3.267120357497432348e+00,2.576428206038306357e+00,6.906921515947965773e-01
1.433532962826043755e-01,3.340730554945991582e+00,2.658700898289337644e+00,6.820296567867941695e-01
1.453361087908399685e-01,3.414307991711495571e+00,2.740848163854396446e+00,6.734598280267565240e-01
1.473463468661519171e-01,3.487693025183701945e+00,2.822689335756067397e+00,6.650036896224416072e-01
1.493843898493636690e-01,3.560726454088225079e+00,2.904044676873522413e+00,6.566817773676678627e-01
1.514506223282076347e-01,3.633250789958352822e+00,2.984736818228312050e+00,6.485139719177589468e-01
1.535454342098991898e-01,3.705111496010715211e+00,3.064592154862689988e+00,6.405193413446975681e-01
1.556692207947131257e-01,3.776158175217147583e+00,3.143442179970230121e+00,6.327159954973309297e-01
1.578223828505793125e-01,3.846245688166049614e+00,3.221124733964574549e+00,6.251209544789430028e-01
1.600053266887089543e-01,3.915235179574593882e+00,3.297485146654658195e+00,6.177500331801407674e-01
1.622184642402672572e-01,3.982995001505784227e+00,3.372377258396757504e+00,6.106177433845954017e-01
1.644622131341069715e-01,4.049401522765450068e+00,3.445664308553631372e+00,6.037372145156658654e-01
1.667369967755766846e-01,4.114339811600586927e+00,3.517219678279206896e+00,5.971201336307880858e-01
1.690432444264189371e-01,4.177704186192343627e+00,3.586927481651083660e+00,5.907767048147347655e-01
1.713813912857744537e-01,4.239398635652591452e+00,3.654683008263323707e+00,5.847156276883032078e-01
1.737518785723057291e-01,4.299337103796929682e+00,3.720393009752699154e+00,5.789440943494785774e-01
1.761551536074567881e-01,4.357443645597314230e+00,3.783975842239895471e+00,5.734678037109315341e-01
1.785916698998653851e-01,4.413652460888428664e+00,3.845361469330617066e+00,5.682909918993496179e-01
1.810618872309411875e-01,4.467907809280191600e+00,3.904491332485447330e+00,5.634164771438503472e-01
1.835662717416294276e-01,4.520163819821121365e+00,3.961318102787022788e+00,5.588457174051071341e-01
1.861052960203732343e-01,4.570384209046096657e+00,4.015805330518945837e+00,5.545788788834552507e-01
1.886794391922932135e-01,4.618541910517137694e+00,4.067926997395655775e+00,5.506149134902713627e-01
1.912891870096006530e-01,4.664618639349527029e+00,4.117666996367413290e+00,5.469516433676486766e-01
1.939350319432611991e-01,4.708604395364801576e+00,4.165018545134532069e+00,5.435858505904392901e-01
1.966174732759257693e-01,4.750496923922042924e+00,4.209983553995588323e+00,5.405133702747542124e-01
1.993370171961480752e-01,4.790301141843755772e+00,4.252571956756884042e+00,5.377291854401475835e-01
2.020941768939042427e-01,4.828028543135687300e+00,4.292801021334658351e+00,5.352275221209189526e-01
2.048894726574342351e-01,4.863696593293553860e+00,4.330694650234859999e+00,5.330019433874866319e-01
2.077234319714222621e-01,4.897328122099864345e+00,4.366282681315824199e+00,5.310454411143942233e-01
2.105965896165354900e-01,4.928950722682401420e+00,4.399600198516298022e+00,5.293505245107263946e-01
2.135094877703403449e-01,4.958596166071416178e+00,4.430686861822630718e+00,5.279093046059740724e-01
2.164626761096125618e-01,4.986299834675023135e+00,4.459586260923352086e+00,5.267135740550669132e-01
2.194567119140641565e-01,5.012100181067680182e+00,4.486345299599508785e+00,5.257548817867747637e-01
2.224921601715053043e-01,5.036038216177374238e+00,4.511013614343454492e+00,5.250246021672826391e-01
2.255695936844587801e-01,5.058157030113363817e+00,4.533643031929012857e+00,5.245139984836408864e-01
2.286895931782508273e-01,5.078501344302210896e+00,4.554287063951223402e+00,5.242142806689660262e-01
2.318527474105974706e-01,5.097117103192161380e+00,4.573000446189325885e+00,5.241166572923577904e-01
2.350596532827042007e-01,5.114051097176997018e+00,4.589838715588216544e+00,5.242123819216731873e-01
2.383109159519047893e-01,5.129350623889195049e+00,4.604857830160749899e+00,5.244927940371950648e-01
2.416071489458568033e-01,5.143063184287477441e+00,4.618113829837064088e+00,5.249493547298137441e-01
2.449489742783178825e-01,5.155236210940827846e+00,4.629662533770454225e+00,5.255736774597628003e-01
2.483370225665209319e-01,5.165916830685013394e+00,4.639559276786926034e+00,5.263575541825551429e-01
2.517719331501753754e-01,5.175151656588994342e+00,4.647858679711193375e+00,5.272929771689603973e-01
2.552543542121137876e-01,5.182986611917961284e+00,4.654614455318951016e+00,5.283721568570154403e-01
2.587849429006057189e-01,5.189466776367446244e+00,4.659879240512456278e+00,5.295875360775933460e-01
2.623643654533650005e-01,5.194636263206042770e+00,4.663704462436028209e+00,5.309318009922200376e-01
2.659932973232725928e-01,5.198538114292716728e+00,4.666140225460687851e+00,5.323978890738655378e-01
2.696724233058359621e-01,5.201214219785477155e+00,4.667235225564008161e+00,5.339789944494158780e-01
2.734024376684138224e-01,5.202705254769846022e+00,4.667036684067875640e+00,5.356685709074562318e-01
2.771840442812283367e-01,5.203050634450256950e+00,4.665590301815708330e+00,5.374603328576895711e-01
2.810179567501867592e-01,5.202288483752148807e+00,4.662940229448837570e+00,5.393482545095332759e-01
2.849048985515429400e-01,5.200455620357757880e+00,4.659129053072276427e+00,5.413265675178101644e-01
2.888456031684215053e-01,5.197587550731519457e+00,4.654197793588922494e+00,5.433897573234616196e-01
2.928408142292271976e-01,5.193718474827413445e+00,4.648185916639040904e+00,5.455325583973213988e-01
2.968912856479722917e-01,5.188881301099179666e+00,4.641131352686853617e+00,5.477499485755079611e-01
3.009977817665439592e-01,5.183107668860209571e+00,4.633070526375305143e+00,5.500371426561802002e-01
3.051610774989373942e-01,5.176427976660846753e+00,4.624038391406704918e+00,5.523895854094650337e-01
3.093819584774862297e-01,5.168871415617282139e+00,4.614068471630973889e+00,5.548029441354259683e-01
3.136612212011160028e-01,5.160466009357378425e+00,4.603192908640781233e+00,5.572731008890927651e-01
3.179996731856450931e-01,5.151238653899881115e+00,4.591442509561508345e+00,5.597961444768657646e-01
3.223981331161672181e-01,5.141215162818291162e+00,4.578846800640638648e+00,5.623683623150725897e-01
3.268574310015422979e-01,5.130420314425343520e+00,4.565434082330732224e+00,5.649862322290568617e-01
3.313784083310205575e-01,5.118877898335760790e+00,4.551231484210083167e+00,5.676464142599129126e-01
3.359619182330367271e-01,5.106610764760155519e+00,4.536265022318419327e+00,5.703457425358140487e-01
3.406088256361984312e-01,5.093640872688709464e+00,4.520559655553820555e+00,5.730812172557285811e-01
3.453200074325033508e-01,5.079989340051049851e+00,4.504139343314326638e+00,5.758499968251520329e-01
3.500963526428108041e-01,5.065676490667581078e+00,4.487027100613916630e+00,5.786493901762232994e-01
3.549387625846046057e-01,5.050721902533084062e+00,4.469245053349502506e+00,5.814768492981808867e-01
3.598481510420770690e-01,5.035144454124118596e+00,4.450814492232845865e+00,5.843299619984682058e-01
3.648254444385616857e-01,5.018962369929269585e+00,4.431755925149465369e+00,5.872064449098761685e-01
3.698715820113545605e-01,5.002193264236343140e+00,4.412089127552129675e+00,5.901041367548232053e-01
3.749875159889538012e-01,4.984854183276432593e+00,4.391833191487662269e+00,5.930209918741751185e-01
3.801742117707468949e-01,4.966961646002410191e+00,4.371006572076924002e+00,5.959550740248332756e-01
3.854326481091870371e-01,4.948531683024448569e+00,4.349627132630166315e+00,5.989045504476195880e-01
3.907638172944890576e-01,4.929579873025335957e+00,4.327712186877700873e+00,6.018676862047039888e-01
3.961687253418769150e-01,4.910121378010057214e+00,4.305278539262195281e+00,6.048428387839042131e-01
4.016483921814242852e-01,4.890170976734609098e+00,4.282342523841176529e+00,6.078284529656173829e-01
4.072038518505209925e-01,4.869743095192724525e+00,4.258920039295023052e+00,6.108230559468450505e-01
4.128361526889979816e-01,4.848851835936862642e+00,4.235026583247542220e+00,6.138252527157309624e-01
4.185463575369551825e-01,4.827511005123241716e+00,4.210677283503420298e+00,6.168337216692293401e-01
4.243355439353251324e-01,4.805734137736106248e+00,4.185886927294976800e+00,6.198472104658779847e-01
4.302048043292073243e-01,4.783534520685917002e+00,4.160669988622498039e+00,6.228645321052045380e-01
4.361552462740186376e-01,4.760925214397637717e+00,4.135040653212049833e+00,6.258845612249674950e-01
4.421879926444951536e-01,4.737919071878815558e+00,4.109012841290120122e+00,6.289062306072465969e-01
4.483041818465813844e-01,4.714528756871727566e+00,4.082600228989596403e+00,6.319285278842889930e-01
4.545049680322531538e-01,4.690766759252174012e+00,4.055816266827847016e+00,6.349504924350247714e-01
4.607915213173133240e-01,4.666645409823200197e+00,4.028674197380752275e+00,6.379712124632201942e-01
4.671650280021943380e-01,4.642176892771798791e+00,4.001187070517336686e+00,6.409898222483616514e-01
4.736266907958208150e-01,4.617373256388113134e+00,3.973367756829431219e+00,6.440054995605426491e-01
4.801777290425647271e-01,4.592246423271162392e+00,3.945228960040154220e+00,6.470174632308256513e-01
4.868193789523431181e-01,4.566808197994931540e+00,3.916783227140603785e+00,6.500249708688043970e-01
4.935528938338935578e-01,4.541070274233227622e+00,3.888042957538708766e+00,6.530273167193479944e-01
5.003795443312804014e-01,4.515044240208099247e+00,3.859020410551646130e+00,6.560238296507979738e-01
5.073006186636723758e-01,4.488741582839295141e+00,3.829727711558668535e+00,6.590138712671832488e-01
5.143174228684327387e-01,4.462173691577309143e+00,3.800176857428281707e+00,6.619968341373163589e-01
5.214312810475747462e-01,4.435351860278962555e+00,3.770379720080143660e+00,6.649721401339478977e-01
5.286435356176285572e-01,4.408287288032875395e+00,3.740348049144421871e+00,6.679392388764645583e-01
5.359555475629566024e-01,4.380991080396579029e+00,3.710093474078303810e+00,6.708976062709114396e-01
5.433686966925801443e-01,4.353474248346144826e+00,3.679627505146206623e+00,6.738467431414411069e-01
5.508843819005559972e-01,4.325747707527304975e+00,3.648961533542946167e+00,6.767861739475716787e-01
5.585040214299517025e-01,4.297822275874107589e+00,3.618106830266732299e+00,6.797154455819348629e-01
5.662290531404748917e-01,4.269708671933436506e+00,3.587074545677922721e+00,6.826341262434789670e-01
5.740609347798063533e-01,4.241417511430256582e+00,3.555875707033472999e+00,6.855418043813592544e-01
5.820011442586795480e-01,4.212959304120134085e+00,3.524521216400439361e+00,6.884380877050163550e-01
5.900511799297709636e-01,4.184344450222643452e+00,3.493021847928038159e+00,6.913226022561953510e-01
5.982125608704471631e-01,4.155583236209459130e+00,3.461388244663816227e+00,6.941949915389045156e-01
6.064868271694185964e-01,4.126685830890819418e+00,3.429630915156834714e+00,6.970549157035429433e-01
6.148755402173621265e-01,4.097662280660996359e+00,3.397760229845935065e+00,6.999020507816485770e-01
6.233802830015647833e-01,4.068522505323857175e+00,3.365786417308910039e+00,7.027360879679382943e-01
6.320026604046367069e-01,4.039276293371640847e+00,3.333719560372651713e+00,7.055567329464993431e-01
6.407442995073610037e-01,4.009933297560719367e+00,3.301569592272777687e+00,7.083637052582010263e-01
6.496068498957335846e-01,3.980503030576176382e+00,3.269346292825115352e+00,7.111567377065642903e-01
6.585919839722433888e-01,3.950994860268952191e+00,3.237059284399685044e+00,7.139355757995035079e-01
6.677013972714642698e-01,3.921418006014309565e+00,3.204718028723204881e+00,7.166999772245215006e-01
6.769368087800090583e-01,3.891781534082205507e+00,3.172331822684142821e+00,7.194497113550900602e-01
6.862999612609124167e-01,3.862094354400990692e+00,3.139909795539337800e+00,7.221845587860928894e-01
6.957926215824938865e-01,3.832365216849264566e+00,3.107460905897307502e+00,7.249043108963468818e-01
7.054165810517758484e-01,3.802602707836388429e+00,3.074993938307588603e+00,7.276087694363497782e-01
7.151736557525131266e-01,3.772815247782279169e+00,3.042517501573185346e+00,7.302977461395189218e-01
7.250656868878920802e-01,3.743011088352953930e+00,3.010040025954471954e+00,7.329710623553027382e-01
7.350945411279751207e-01,3.713198310340004138e+00,2.977569761562069317e+00,7.356285487026577030e-01
7.452621109619530504e-01,3.683384821684398513e+00,2.945114776882396423e+00,7.382700447424801471e-01
7.555703150552607328e-01,3.653578356588304654e+00,2.912682957851538301e+00,7.408953986676762860e-01
7.660210986116400278e-01,3.623786473838652267e+00,2.880282006769002479e+00,7.435044670096518926e-01
7.766164337402114981e-01,3.594016556884848779e+00,2.847919442472434781e+00,7.460971143600766409e-01
7.873583198276145056e-01,3.564275813205952215e+00,2.815602599999065259e+00,7.486732131068591922e-01
7.982487839153031839e-01,3.534571274443897959e+00,2.783338631190963142e+00,7.512326431833471485e-01
8.092898810820604583e-01,3.504909797547028472e+00,2.751134505653578533e+00,7.537752918298312732e-01
8.204836948317955070e-01,3.475298065436227102e+00,2.718997011989502610e+00,7.563010533664940027e-01
8.318323374867129250e-01,3.445742588337185719e+00,2.686932759299857310e+00,7.588098289770093263e-01
8.433379505859194269e-01,3.416249705845419538e+00,2.654948179228639571e+00,7.613015265020552924e-01
8.550027052895370350e-01,3.386825588513886043e+00,2.623049528201783165e+00,7.637760602420469169e-01
8.668288027884127889e-01,3.357476241006018380e+00,2.591242890171237878e+00,7.662333507684561118e-01
8.788184747194961455e-01,3.328207504249558024e+00,2.559534179465293047e+00,7.686733247431251081e-01
8.909739835869532332e-01,3.299025058756121620e+00,2.527929143928722588e+00,7.710959147450202611e-01
9.032976231891143293e-01,3.269934427962972290e+00,2.496433368797535746e+00,7.735010591039218619e-01
9.157917190513262806e-01,3.240940981608097626e+00,2.465052279767712129e+00,7.758887017405731168e-01
9.284586288647839192e-01,3.212049939538274668e+00,2.433791147466362492e+00,7.782587920128516412e-01
9.413007429314396157e-01,3.183266375694770556e+00,2.402655091077400940e+00,7.806112845675596823e-01
9.543204846150667997e-01,3.154595222398803411e+00,2.371649083146868620e+00,7.829461391974549267e-01
9.675203107985537176e-01,3.126041274104096157e+00,2.340777953350104301e+00,7.852633207031762819e-01
9.809027123475316801e-01,3.097609192059813221e+00,2.310046393217615179e+00,7.875627987597418889e-01
9.944702145804109605e-01,3.069303508618225873e+00,2.279458960772665410e+00,7.898445477873251575e-01
1.008225377744922824e+00,3.041128631653399861e+00,2.249020084775074313e+00,7.921085468260300466e-01
1.022170797501244621e+00,3.013088848935474129e+00,2.218734069447748869e+00,7.943547794144173446e-01
1.036309105411814091e+00,2.985188332615961837e+00,2.188605099079051985e+00,7.965832334715418073e-01
1.050642969437920904e+00,2.957431143668642459e+00,2.158637242405157863e+00,7.987939011822938751e-01
1.065175094443156389e+00,2.929821235952978054e+00,2.128834456985705170e+00,8.009867788858330284e-01
1.079908222703836129e+00,2.902362460521778598e+00,2.099200593490270883e+00,8.031618669669463584e-01
1.094845134426483124e+00,2.875058569817845022e+00,2.069739400034203758e+00,8.053191697501483892e-01
1.109988648272458134e+00,2.847913221359909652e+00,2.040454525881948644e+00,8.074586953963763802e-01
1.125341621889857757e+00,2.820929981939279241e+00,2.011349526070416616e+00,8.095804558021348907e-01
1.140906952452767076e+00,2.794112330595232674e+00,1.982427864005502638e+00,8.116844665009591564e-01
1.156687577207964113e+00,2.767463662300961413e+00,1.953692915680719899e+00,8.137707465670741547e-01
1.172686474029194015e+00,2.740987291449669794e+00,1.925147972913251238e+00,8.158393185211424425e-01
1.188906661979110213e+00,2.714686454341474597e+00,1.896796246057351976e+00,8.178902082379982952e-01
1.205351201878978484e+00,2.688564311892349679e+00,1.868640866974751624e+00,8.199234448562701116e-01
1.222023196886269814e+00,2.662623952276454986e+00,1.840684891550286917e+00,8.219390606898140383e-01
1.238925793080245752e+00,2.636868393124380816e+00,1.812931301939695761e+00,8.239370911408749887e-01
1.256062180055627753e+00,2.611300583321707336e+00,1.785383008648929071e+00,8.259175746149023389e-01
1.273435591524493260e+00,2.585923404696544026e+00,1.758042852194311223e+00,8.278805524369611257e-01
1.291049305926494473e+00,2.560739673374001768e+00,1.730913604547910545e+00,8.298260687696732418e-01
1.308906647047506810e+00,2.535752140997438175e+00,1.703997970390549455e+00,8.317541705326362278e-01
1.327010984646846303e+00,2.510963495394591405e+00,1.677298588050771810e+00,8.336649073232704765e-01
1.345365735093161597e+00,2.486376361532371959e+00,1.650818030135630332e+00,8.355583313390470002e-01
1.363974362009110042e+00,2.461993301361431463e+00,1.624558804024825776e+00,8.374344973010577897e-01
1.382840376924963754e+00,2.437816814349069716e+00,1.598523351876169452e+00,8.392934623788875781e-01
1.401967339941248891e+00,2.413849336835305337e+00,1.572714050695040111e+00,8.411352861167538109e-01
1.421358860400557145e+00,2.390093242521373895e+00,1.547133212113921630e+00,8.429600303608860701e-01
1.441018597568636705e+00,2.366550840826597835e+00,1.521783081550785566e+00,8.447677591881086467e-01
1.460950261324915456e+00,2.343224376710750789e+00,1.496665837889447737e+00,8.465585388356117180e-01
1.481157612862577633e+00,2.320116029919105927e+00,1.471783592213767644e+00,8.483324376318761573e-01
1.501644465398306760e+00,2.297227913028443425e+00,1.447138387034316409e+00,8.500895259287363226e-01
1.522414684891862269e+00,2.274562070936347880e+00,1.422732194877069700e+00,8.518298760345613951e-01
1.543472190775607711e+00,2.252120479062647007e+00,1.398566916891454071e+00,8.535535621485336177e-01
1.564820956694115361e+00,2.229905042061552933e+00,1.374644381685398820e+00,8.552606602960095561e-01
1.586465011254015067e+00,2.207917591423580461e+00,1.350966343145618698e+00,8.569512482649483953e-01
1.608408438784215688e+00,2.186159884920435559e+00,1.327534479343825735e+00,8.586254055433947263e-01
1.630655380106625696e+00,2.164633603807253337e+00,1.304350390493427492e+00,8.602832132579986135e-01
1.653210033317549454e+00,2.143340351401512578e+00,1.281415597261815087e+00,8.619247541135672819e-01
1.676076654579892411e+00,2.122281651129043212e+00,1.258731538763733004e+00,8.635501123336335461e-01
1.699259558926306646e+00,2.101458944836487319e+00,1.236299571186243451e+00,8.651593736020299907e-01
1.722763121073462633e+00,2.080873590437626319e+00,1.214120965402333718e+00,8.667526250054629067e-01
1.746591776247582217e+00,2.060526860669931182e+00,1.192196905635972026e+00,8.683299549770753245e-01
1.770750021021375353e+00,2.040419940785298536e+00,1.170528487542399132e+00,8.698914532409869338e-01
1.795242414162568689e+00,2.020553927173374120e+00,1.149116716403639327e+00,8.714372107578113313e-01
1.820073577494169648e+00,2.000929825429764719e+00,1.127962505781197722e+00,8.729673196711346117e-01
1.845248196766615445e+00,1.981548548890543548e+00,1.107066675619673202e+00,8.744818732549519691e-01
1.870771022541999118e+00,1.962410917077938910e+00,1.086429951211333789e+00,8.759809658620554274e-01
1.896646871090528430e+00,1.943517654501291991e+00,1.066052961587762304e+00,8.774646928733638163e-01
1.922880625299364654e+00,1.924869389124949981e+00,1.045936238435445809e+00,8.789331506481899980e-01
1.949477235594054392e+00,1.906466651524496347e+00,1.026080215078648772e+00,8.803864364754384608e-01
1.976441720872690766e+00,1.888309873976367959e+00,1.006485225413189522e+00,8.818246485257245082e-01
2.003779169453011821e+00,1.870399389103382992e+00,9.871515033207427514e-01,8.832478858044129355e-01
2.031494740032574686e+00,1.852735430052376620e+00,9.680791819403735676e-01,8.846562481055646465e-01
2.059593662662231761e+00,1.835318129295160139e+00,9.492682933479645868e-01,8.860498359667886570e-01
2.088081239733071470e+00,1.818147518717338817e+00,9.307187680501418647e-01,8.874287506249911583e-01
2.116962846976988111e+00,1.801223529129813761e+00,9.124304351573691019e-01,8.887930939730145363e-01
2.146243934481113946e+00,1.784545990801688964e+00,8.944030222696515153e-01,8.901429685171613482e-01
2.175930027716282300e+00,1.768114633282635628e+00,8.766361559375583923e-01,8.914784773355962644e-01
2.206026728579693064e+00,1.751929085713754608e+00,8.591293616857861304e-01,8.927997240376158716e-01
2.236539716452023541e+00,1.735988877937799435e+00,8.418820651979734837e-01,8.941068127237845609e-01
2.267474749269159151e+00,1.720293440499176318e+00,8.248935925613685161e-01,8.953998479469267302e-01
2.298837664608727405e+00,1.704842106242665301e+00,8.081631715383915671e-01,8.966789346739668654e-01
2.330634380791683391e+00,1.689634110890736229e+00,7.916899326087034616e-01,8.979441782486117241e-01
2.362870897999126196e+00,1.674668594464634230e+00,7.754729100534580866e-01,8.991956843548694067e-01
2.395553299404549641e+00,1.659944602883100861e+00,7.595110438613501547e-01,9.004335589813921015e-01
2.428687752321769810e+00,1.645461089250232822e+00,7.438031808384919508e-01,9.016579083866397282e-01
2.462280509368729220e+00,1.631216915676247714e+00,7.283480766072096824e-01,9.028688390648554885e-01
2.496337909647384112e+00,1.617210855142658721e+00,7.131443974329239044e-01,9.040664577128433299e-01
2.530866379939922250e+00,1.603441593456267134e+00,6.981907222772392174e-01,9.052508711975413291e-01
2.565872435921538131e+00,1.589907731469608398e+00,6.834855449392525095e-01,9.064221865243824450e-01
2.601362683389950803e+00,1.576607787034944641e+00,6.690272762251701089e-01,9.075805108064328719e-01
2.637343819511957399e+00,1.563540197668799925e+00,6.548142464239695704e-01,9.087259512343008883e-01
2.673822634087223538e+00,1.550703322772406301e+00,6.408447077637575706e-01,9.098586150468075395e-01
2.710806010829535317e+00,1.538095446429465829e+00,6.271168369022619427e-01,9.109786095024090535e-01
2.748300928665794896e+00,1.525714779626596629e+00,6.136287377816669331e-01,9.120860418513625500e-01
2.786314463052971035e+00,1.513559463317548426e+00,6.003784440048134385e-01,9.131810193086287164e-01
2.824853787313279962e+00,1.501627570954511048e+00,5.873639219373942844e-01,9.142636490274974603e-01
2.863926173987804802e+00,1.489917111507921055e+00,5.745830734323730260e-01,9.153340380739312110e-01
2.903538996208867129e+00,1.478426032130996992e+00,5.620337387111487004e-01,9.163922934016149879e-01
2.943699729091377115e+00,1.467152221090728181e+00,5.497136992834290581e-01,9.174385218277044673e-01
2.984415951143402967e+00,1.456093511009725949e+00,5.376206809908073980e-01,9.184728300092628306e-01
3.025695345696277183e+00,1.445247681308714283e+00,5.257523568918174295e-01,9.194953244203739606e-01
3.067545702354486981e+00,1.434612461714834586e+00,5.141063503848781746e-01,9.205061113299278786e-01
3.109974918465586491e+00,1.424185534837363099e+00,5.026802380671113735e-01,9.215052967800637651e-01
3.152991000610469552e+00,1.413964539365153206e+00,4.914715527605023615e-01,9.224929865652632399e-01
3.196602066114260232e+00,1.403947072997624224e+00,4.804777868032589772e-01,9.234692862120829071e-01
3.240816344578064445e+00,1.394130695420159105e+00,4.696963944545603509e-01,9.244343009595188398e-01
3.285642179431945475e+00,1.384512931190684304e+00,4.591247954546774923e-01,9.253881357399896812e-01
3.331088029509373438e+00,1.375091272670658560e+00,4.487603774991121841e-01,9.263308951609311448e-01
3.377162470643426229e+00,1.365863183000470604e+00,4.386004995367969173e-01,9.272626834869909240e-01
3.423874197285096344e+00,1.356826098852792484e+00,4.286424942190861787e-01,9.281836046228139070e-01
3.471232024143982908e+00,1.347977433097113931e+00,4.188836709863434926e-01,9.290937620964097032e-01
3.519244887851646020e+00,1.339314577863959244e+00,4.093213188240500400e-01,9.299932590430894930e-01
3.567921848647997773e+00,1.330834906987377053e+00,3.999527088229593574e-01,9.308821981899639830e-01
3.617272092091022628e+00,1.322535778713884724e+00,3.907750969430817678e-01,9.317606818409949199e-01
3.667304930790109108e+00,1.314414538455821457e+00,3.817857266097747226e-01,9.326288118625840617e-01
3.718029806163392070e+00,1.306468520834158653e+00,3.729818311835941813e-01,9.334866896696971672e-01
3.769456290219401762e+00,1.298695052787124382e+00,3.643606365400013924e-01,9.343344162125079011e-01
3.821594087363321623e+00,1.291091455168924540e+00,3.559193631935955171e-01,9.351720919635532203e-01
3.874453036228266534e+00,1.283655045991594079e+00,3.476552290728720518e-01,9.359998169053926897e-01
3.928043111531869247e+00,1.276383141712855718e+00,3.395654511727297931e-01,9.368176905187582948e-01
3.982374425958571607e+00,1.269273060033881961e+00,3.316472482711420033e-01,9.376258117711884221e-01
4.037457232067904300e+00,1.262322121808878705e+00,3.238978427257465653e-01,9.384242791061342404e-01
4.093301924229208133e+00,1.255527652954668838e+00,3.163144625591051140e-01,9.392131904325301539e-01
4.149919040583104568e+00,1.248886986493502604e+00,3.088943433386547310e-01,9.399926431148186712e-01
4.207319265030068145e+00,1.242397464151778763e+00,3.016347302061153646e-01,9.407627339634181407e-01
4.265513429246536425e+00,1.236056438624899556e+00,2.945328794238660786e-01,9.415235592256302466e-01
4.324512514728908741e+00,1.229861274731902654e+00,2.875860601974843389e-01,9.422752145769679455e-01
4.384327654865778356e+00,1.223809351458271522e+00,2.807915563697639394e-01,9.430177951129047331e-01
4.444970137038863456e+00,1.217898063154976285e+00,2.741466677950986086e-01,9.437513953410302525e-01
4.506451404752999323e+00,1.212124821137194886e+00,2.676487119565501560e-01,9.444761091736036951e-01
4.568783059795554102e+00,1.206487055105398554e+00,2.612950251774263655e-01,9.451920299204998877e-01
4.631976864425747742e+00,1.200982214388801594e+00,2.550829640935081688e-01,9.458992502825326332e-01
4.696044743594258719e+00,1.195607769233220097e+00,2.490099068781843061e-01,9.465978623451534180e-01
4.760998787193484461e+00,1.190361211866886038e+00,2.430732542741422253e-01,9.472879575725118295e-01
4.826851252338975051e+00,1.185240057566261385e+00,2.372704307805595381e-01,9.479696268018719119e-01
4.893614565682415929e+00,1.180241845943896806e+00,2.315988856811901919e-01,9.486429602383746884e-01
4.961301325756567238e+00,1.175364141392520878e+00,2.260560939658561863e-01,9.493080474501389698e-01
5.029924305352672320e+00,1.170604534550534481e+00,2.206395571973525649e-01,9.499649773636910099e-01
5.099496453930759898e+00,1.165960642568464323e+00,2.153468043059316439e-01,9.506138382597179026e-01
5.170030900063229851e+00,1.161430110174777042e+00,2.101753924322510847e-01,9.512547177691327294e-01
5.241540953912291023e+00,1.157010610430830866e+00,2.051229075751098696e-01,9.518877028694457954e-01
5.314040109741664075e+00,1.152699844952920216e+00,2.001869650786969601e-01,9.525128798814348485e-01
5.387542048462973909e+00,1.148495544933680890e+00,1.953652104434112635e-01,9.531303344661028465e-01
5.462060640217423213e+00,1.144395471319725743e+00,1.906553196970984243e-01,9.537401516219214948e-01
5.537609946993135246e+00,1.140397415566596351e+00,1.860549998459849752e-01,9.543424156823465676e-01
