# Fig 7b-d: n=3, A=1, Bhat=Ghat=0.4, Khat=1; (enzyme x, target x)
l,b_theta_1x1x,c_theta_bridge_1x1x,d_theta_1x1x,d_TL_1x1x,b_theta_2x1x,c_theta_bridge_2x1x,d_theta_2x1x,d_TL_2x1x,b_theta_1x4x,c_theta_bridge_1x4x,d_theta_1x4x,d_TL_1x4x,b_theta_2x4x,c_theta_bridge_2x4x,d_theta_2x4x,d_TL_2x4x
0.29953520719507365,0.7695032106768179,0.8108184760235376,0.7552873614762725,0.48048726578603407,0.7695005285410753,0.8108184760235376,0.7442477453899171,0.6519025782901557,0.7695044780221713,0.8817958279859749,0.7613200746450892,0.5360614907979477,0.7695030631359261,0.8817958279859749,0.7537643642733179,0.7650264795042616
0.30599496872071963,0.7656970682843617,0.8073779749761969,0.7515782801743902,0.4889394895130887,0.76569440279941,0.8073779749761969,0.7406304935099494,0.6623630091775263,0.7656983330759121,0.8793940550380054,0.7575947561696966,0.5438348609331749,0.7656969322866267,0.8793940550380054,0.7501128512575624,0.7741978795498987
0.31259404114527106,0.7618475273446782,0.8038877578608649,0.747832160538004,0.49753797962179974,0.7618448797635362,0.8038877578608649,0.736980659662565,0.6729823772254819,0.7618487888278466,0.8769469730863199,0.753828932071189,0.5517388517210724,0.7618474026340275,0.8769469730863199,0.7464235018744337,0.7834939090594996
0.31933542884071264,0.7579547325340878,0.8003476115347764,0.7440491785945577,0.506285559606369,0.7579521041175329,0.8003476115347764,0.7332984244579186,0.6837634053789545,0.7579559899446462,0.8744538900020422,0.7500227379092083,0.5597764900395288,0.7579546188429087,0.8744538900020422,0.7426964463428973,0.7929175721979288
0.3262222009711669,0.7540188517077895,0.7967573434615881,0.7402295285853254,0.515185118743428,0.7540162437233255,0.7967573434615881,0.7295839835930273,0.6947088778382631,0.7540201042725972,0.8719141111294457,0.7461763306749439,0.5679508746309684,0.7540187487573715,0.8719141111294457,0.7389318346561136,0.8024719509748711
0.33325749289019896,0.7500400762860236,0.7931167825850248,0.7363734232311548,0.5242396136189671,0.7500374900068243,0.7931167825850248,0.7258375480675318,0.7058216415042781,0.750041323223789,0.8693269397550122,0.7422898891653488,0.5762651774116206,0.750039983787025,0.8693269397550122,0.7351298369368252,0.8121602065483429
0.34044450756825423,0.7460186216214083,0.7894257802081616,0.732481093984406,0.5334520696816224,0.7460160583252344,0.7894257802081616,0.722059344388434,0.7171046074528916,0.7460198621434735,0.8666916776069368,0.7383636143398444,0.5847226448064035,0.7460185392743436,0.8666916776069368,0.731290643776619,0.8219855805484637
0.3477865170508813,0.7419547273462137,0.7856842108767887,0.7285527912661823,0.5428255828227257,0.7419521883143076,0.7856842108767887,0.7182496147630523,0.728560752439518,0.7419559606573647,0.8640076253863312,0.7343977296583283,0.5933265991103037,0.7419546548419662,0.8640076253863312,0.7274144665579371,0.8319513964223993
0.3552868639484017,0.7378486576983757,0.781891973265205,0.7245887846879683,0.5523633209835441,0.7378461442143323,0.781891973265205,0.7144086172794398,0.7401931204343675,0.7378498829976716,0.8612740833314134,0.7303924813993109,0.6020804398771468,0.7378485947187287,0.8612740833314134,0.723501537757726,0.8420610608014031
0.36294896295770646,0.7337007018250278,0.7780489910626733,0.7205893632567785,0.5620685257901592,0.7336982151736443,0.7780489910626733,0.7105366260735133,0.7520048241892577,0.7337019183066525,0.8584903518159843,0.7263481389570234,0.6109876453366702,0.7337006480432166,0.8584903518159843,0.7195521112316126,0.8523180648909005
0.37077630241687193,0.7295111740623619,0.7741552138586745,0.7165548355629362,0.5719445142164565,0.7295087155284682,0.7741552138586745,0.70663393148214,0.7639990468367469,0.7295123809164941,0.8556557319835206,0.7222649951163272,0.620051773840814,0.7295111291436444,0.8556557319835206,0.7155664624775046,0.8627259858845879
0.3787724458933011,0.7252804141906349,0.7702106180249817,0.7124855299496121,0.5819946802757177,0.7252779850579065,0.7702106180249817,0.70270084018145,0.7761790435223906,0.7252816106043368,0.8527695264182239,0.7181433663042985,0.6292764653401681,0.7252803777928823,0.8527695264182239,0.7115448888775342,0.8732884884035281
0.3869410338061166,0.721008787663163,0.7662152075924736,0.7083817946632549,0.5922224967413392,0.7210063892129152,0.7662152075924736,0.6987376753096352,0.7885481430709517,0.7210099728212861,0.8498310398543815,0.7139835928173573,0.6386654428915165,0.7210087594374645,0.8498310398543815,0.7074877099172757,0.8840093259612486
