G_mM,U,p0,p1,p2,p3,variance
6.982981966191297192e-03,2.967346095340221090e+00,1.789771467535332809e-06,4.133538406665591362e-04,3.182182766404357405e-02,9.677630287238223605e-01,3.242507348038614623e-02
7.085138620062668251e-03,2.967335331421474098e+00,1.791541973021551295e-06,4.136246275167907772e-04,3.183204469757365540e-02,9.677525391329365734e-01,3.243568651205208653e-02
7.188789761816253426e-03,2.967324247476492260e+00,1.793366337913658042e-06,4.139035566717220354e-04,3.184256531115013666e-02,9.677417377658401598e-01,3.244661503190116036e-02
7.293957254874025749e-03,2.967312833993402954e+00,1.795246237091889410e-06,4.141908756556649928e-04,3.185339851657456589e-02,9.677306153615327089e-01,3.245786841378617282e-02
7.400663282506108817e-03,2.967301081177796895e+00,1.797183399696371777e-06,4.144868396780854061e-04,3.186455359264796228e-02,9.677191623842742452e-01,3.246945630981556974e-02
7.508930352509999955e-03,2.967288978944346400e+00,1.799179611013922376e-06,4.147917118818442378e-04,3.187604009305688990e-02,9.677073690154501806e-01,3.248138865857974622e-02
7.618781301958174428e-03,2.967276516908177175e+00,1.801236714435838254e-06,4.151057635997145779e-04,3.188786785447979971e-02,9.676952251452060061e-01,3.249367569364913777e-02
7.730239302015187892e-03,2.967263684375986976e+00,1.803356613492069833e-06,4.154292746198315778e-04,3.190004700493262457e-02,9.676827203638340702e-01,3.250632795229968508e-02
7.843327862825199073e-03,2.967250470336890711e+00,1.805541273966061212e-06,4.157625334605554823e-04,3.191258797236606881e-02,9.676698439528993445e-01,3.251935628451896321e-02
7.958070838471080141e-03,2.967236863453007967e+00,1.807792726090828778e-06,4.161058376546487706e-04,3.192550149350430883e-02,9.676565848761149446e-01,3.253277186226277706e-02
8.074492432005990830e-03,2.967222852049762771e+00,1.810113066832929430e-06,4.164594940435843544e-04,3.193879862294928679e-02,9.676429317699403176e-01,3.254658618897643407e-02
8.192617200558615850e-03,2.967208424105904463e+00,1.812504462265885863e-06,4.168238190820128578e-04,3.195249074254461613e-02,9.676288729339110883e-01,3.256081110941622114e-02
8.312470060513027503e-03,2.967193567243225250e+00,1.814969150039192737e-06,4.171991391531005428e-04,3.196658957101824322e-02,9.676143963206785825e-01,3.257545881975509872e-02
8.434076292764424235e-03,2.967178268715981115e+00,1.817509441945784718e-06,4.175857908949358538e-04,3.198110717390350438e-02,9.675994895257595818e-01,3.259054187797971736e-02
8.557461548051658456e-03,2.967162515399992984e+00,1.820127726593129888e-06,4.179841215385406128e-04,3.199605597375020788e-02,9.675841397769846530e-01,3.260607321458763863e-02
