G_mM,J_minus_0p7,J_0,J_plus_0p7
2.276565044206921229e+01,4.774805917008929645e-01,4.549230223147672225e-01,4.280008341826517793e-01
2.309869765365116834e+01,4.774772214476049048e-01,4.548820168633022076e-01,4.278582950555188669e-01
2.343661713740585739e+01,4.774740002285716711e-01,4.548421944255334193e-01,4.277186665131509358e-01
2.377948017162441374e+01,4.774709214544288205e-01,4.548035209072389673e-01,4.275818888749846614e-01
2.412735907735481788e+01,4.774679788270665970e-01,4.547659631947427172e-01,4.274479036939070054e-01
2.448032723365666641e+01,4.774651663267619472e-01,4.547294891268298667e-01,4.273166537303885182e-01
2.483845909307929389e+01,4.774624781998816347e-01,4.546940674674607719e-01,4.271880829271710311e-01
2.520183019736611740e+01,4.774599089471259772e-01,4.546596678792598767e-01,4.270621363845009677e-01
2.557051719338905116e+01,4.774574533122916131e-01,4.546262608977587050e-01,4.269387603358933414e-01
2.594459784931572699e+01,4.774551062715316485e-01,4.545938179063719886e-01,4.268179021244173921e-01
2.632415107101340013e+01,4.774528630230882031e-01,4.545623111120841164e-01,4.266995101794893719e-01
2.670925691869267737e+01,4.774507189774784277e-01,4.545317135218306381e-01,4.265835339941630444e-01
2.709999662379499696e+01,4.774486697481158393e-01,4.545019989195495658e-01,4.264699241029059618e-01
2.749645260612690478e+01,4.774467111423422727e-01,4.544731418438888726e-01,4.263586320598516943e-01
2.789870849124512731e+01,4.774448391528590685e-01,4.544451175665482623e-01,4.262496104175150791e-01
2.830684912809584830e+01,4.774430499495347924e-01,4.544179020712384443e-01,4.261428127059633253e-01
2.872096060691228914e+01,4.774413398715751655e-01,4.543914720332415946e-01,4.260381934124316539e-01
2.914113027737385053e+01,4.774397054200389956e-01,4.543658047995541294e-01,4.259357079613710351e-01
2.956744676703107899e+01,4.774381432506847878e-01,4.543408783695966902e-01,4.258353126949240841e-01
3.000000000000000000e+01,4.774366501671325480e-01,4.543166713764754672e-01,4.257369648538132934e-01
