top,bottom,logmid,h
2.999998999999999416e+00,3.518606518984361275e-01,-5.738574278857914157e-01,1.754975414901309483e+00
2.885984316293560337e+00,6.157391058488222990e-01,-6.036127916896110168e-01,2.793969730918818950e+00
2.999998999999999416e+00,5.386657949769565468e-01,-6.764198818073885455e-01,2.253542251411815300e+00
2.961066674966529533e+00,4.606975225491203307e-01,-5.471825915679799923e-01,2.112228979702013731e+00
2.995333370529730477e+00,4.717325392278551854e-01,-6.194007348599599450e-01,2.098786052543185399e+00
2.999998999999999416e+00,4.235982093765868761e-01,-5.778557483008271989e-01,1.855747793783012911e+00
2.990593388765999894e+00,3.898302370582173992e-01,-6.172591092087610365e-01,1.843281956789625475e+00
2.943241674163288302e+00,4.630132234039706640e-01,-5.379939886503373181e-01,1.986960400132549598e+00
2.933455460248712843e+00,4.648926306902713690e-01,-5.385405207649252013e-01,2.197175741021697437e+00
2.901170793646066226e+00,4.581355793898515549e-01,-4.864435740360477101e-01,2.229625903418352095e+00
2.932894901019309053e+00,4.767031568591172386e-01,-6.195880017863372169e-01,2.119734930839371145e+00
2.999998999999999416e+00,5.562489454411415624e-01,-6.739296160789918222e-01,1.916135361483628508e+00
2.982506457870297112e+00,4.738127537383109433e-01,-5.896716402138858504e-01,1.935455146811072780e+00
2.902940779545123640e+00,5.233985207405860152e-01,-6.226096403418138747e-01,2.376634667201166895e+00
2.951083140586109543e+00,4.142932982559054400e-01,-5.819003859927724953e-01,2.063834699180365995e+00
2.999998999999999416e+00,3.694946901389928318e-01,-5.594426067201938579e-01,1.942175978949735038e+00
