draw,model,n_0p5,n_5,n_36
5.700000000000000000e+01,3.000000000000000000e+00,3.793527810971600633e+00,4.035425313193666597e+00,4.626174667930105677e+00
5.800000000000000000e+01,0.000000000000000000e+00,3.607298407665416207e+00,3.824959259782025889e+00,4.652246120208388902e+00
5.800000000000000000e+01,1.000000000000000000e+00,2.512625760148637699e+00,2.578212911424632381e+00,3.091591781201458389e+00
5.800000000000000000e+01,2.000000000000000000e+00,5.860192540812792394e+00,6.312137869828490011e+00,5.753024270345060032e+00
5.800000000000000000e+01,3.000000000000000000e+00,3.607298407665659568e+00,3.824959259782251486e+00,4.652246120208405777e+00
5.900000000000000000e+01,0.000000000000000000e+00,3.533255497650476418e+00,3.749134813408451450e+00,4.777254301370512657e+00
5.900000000000000000e+01,1.000000000000000000e+00,2.458427779443897787e+00,2.526862308784102673e+00,3.152843987955947114e+00
5.900000000000000000e+01,2.000000000000000000e+00,5.747897836855027975e+00,6.192583859839305482e+00,5.934745657429276733e+00
5.900000000000000000e+01,3.000000000000000000e+00,3.533255497650614974e+00,3.749134813408813827e+00,4.777254301370501111e+00
6.000000000000000000e+01,0.000000000000000000e+00,3.568779223153947466e+00,3.814447035162202404e+00,5.391132417790901243e+00
6.000000000000000000e+01,1.000000000000000000e+00,2.558288249377768775e+00,2.640529955309691257e+00,3.592118230848142968e+00
6.000000000000000000e+01,2.000000000000000000e+00,5.677022212707401039e+00,6.212611675728975769e+00,6.615080363787997797e+00
6.000000000000000000e+01,3.000000000000000000e+00,3.568779223153946134e+00,3.814447035162311650e+00,5.391132417790901243e+00
6.100000000000000000e+01,0.000000000000000000e+00,3.570912289445276944e+00,3.821048427830403771e+00,5.479424946801492169e+00
6.100000000000000000e+01,1.000000000000000000e+00,2.587174765552820777e+00,2.669927146851586386e+00,3.635970067721898680e+00
6.100000000000000000e+01,2.000000000000000000e+00,5.617430028358090688e+00,6.196043903591100133e+00,6.775027001491351619e+00
6.100000000000000000e+01,3.000000000000000000e+00,3.570912289445276944e+00,3.821048427830391336e+00,5.479424946801468188e+00
6.200000000000000000e+01,0.000000000000000000e+00,3.256915475972003371e+00,3.406013516879753844e+00,3.636586425954226431e+00
6.200000000000000000e+01,1.000000000000000000e+00,2.283988735724792551e+00,2.318494263852632464e+00,2.455359483348744654e+00
6.200000000000000000e+01,2.000000000000000000e+00,5.265967570466783876e+00,5.624860233320395864e+00,4.755124740898889257e+00
6.200000000000000000e+01,3.000000000000000000e+00,3.256915475972968821e+00,3.406013516879748515e+00,3.636586425954690949e+00
6.300000000000000000e+01,0.000000000000000000e+00,3.849475967898860151e+00,4.108877224377196491e+00,5.015153900004075460e+00
6.300000000000000000e+01,1.000000000000000000e+00,2.752238399931319357e+00,2.828069559535617117e+00,3.390473304126508047e+00
6.300000000000000000e+01,2.000000000000000000e+00,6.119969116787224550e+00,6.708240239444413611e+00,6.085297903629173000e+00
6.300000000000000000e+01,3.000000000000000000e+00,3.849475967897647788e+00,4.108877224377296855e+00,5.015153900004309939e+00
6.400000000000000000e+01,0.000000000000000000e+00,3.415653574695099337e+00,3.639985856278212584e+00,5.049459974252692440e+00
6.400000000000000000e+01,1.000000000000000000e+00,2.466773003512117590e+00,2.538214395437187409e+00,3.309010975616764050e+00
6.400000000000000000e+01,2.000000000000000000e+00,5.386048912559231461e+00,5.911558703895548383e+00,6.384425922707694490e+00
6.400000000000000000e+01,3.000000000000000000e+00,3.415653574694028194e+00,3.639985856278848075e+00,5.049459974252753724e+00
6.500000000000000000e+01,0.000000000000000000e+00,3.728373392962019306e+00,3.987181442729633041e+00,5.534147570404297944e+00
6.500000000000000000e+01,1.000000000000000000e+00,2.633870310503910073e+00,2.719883717614405505e+00,3.704214438471360005e+00
6.500000000000000000e+01,2.000000000000000000e+00,6.002363382910476552e+00,6.557025854346356653e+00,6.730109314824199274e+00
6.500000000000000000e+01,3.000000000000000000e+00,3.728373392962760935e+00,3.987181442731450254e+00,5.534147570404291727e+00
6.600000000000000000e+01,0.000000000000000000e+00,3.457182972188853398e+00,3.682747803746257986e+00,5.023289923268622559e+00
6.600000000000000000e+01,1.000000000000000000e+00,2.488930441945238492e+00,2.560252011368766123e+00,3.300633567168519189e+00
6.600000000000000000e+01,2.000000000000000000e+00,5.467511901045817524e+00,5.992334756012928310e+00,6.313758655954085697e+00
6.600000000000000000e+01,3.000000000000000000e+00,3.457182972188877379e+00,3.682747803746256654e+00,5.023289923268606572e+00
6.700000000000000000e+01,0.000000000000000000e+00,3.762780447898296465e+00,4.005328086970331825e+00,5.051799115960732500e+00
6.700000000000000000e+01,1.000000000000000000e+00,2.610964284543236591e+00,2.688713081930228732e+00,3.390819148076190892e+00
6.700000000000000000e+01,2.000000000000000000e+00,6.133056346451255081e+00,6.603845740512956475e+00,6.118650084718230353e+00
6.700000000000000000e+01,3.000000000000000000e+00,3.762780447897420721e+00,4.005328086969026202e+00,5.051799115960750264e+00
6.800000000000000000e+01,0.000000000000000000e+00,3.347143767465763808e+00,3.558938733598294490e+00,4.867044050279143441e+00
6.800000000000000000e+01,1.000000000000000000e+00,2.422392069917403301e+00,2.489996822559560563e+00,3.187233879100777045e+00
6.800000000000000000e+01,2.000000000000000000e+00,5.263974284541323101e+00,5.763082008654945909e+00,6.178056449685406015e+00
6.800000000000000000e+01,3.000000000000000000e+00,3.347143767465823316e+00,3.558938733597771797e+00,4.867044050279184297e+00
6.900000000000000000e+01,0.000000000000000000e+00,3.635262063802793708e+00,3.854168567996135053e+00,4.494673438375311747e+00
6.900000000000000000e+01,1.000000000000000000e+00,2.575195319098242397e+00,2.635975539463512263e+00,3.019797836449364947e+00
6.900000000000000000e+01,2.000000000000000000e+00,5.823309500995489607e+00,6.314296666875875985e+00,5.573634445299514795e+00
6.900000000000000000e+01,3.000000000000000000e+00,3.635262063802791488e+00,3.854168567995525763e+00,4.494673438375105690e+00
7.000000000000000000e+01,0.000000000000000000e+00,3.795844999279242682e+00,4.055302935107008011e+00,5.043890117153926766e+00
7.000000000000000000e+01,1.000000000000000000e+00,2.761376149517869916e+00,2.834036707102494557e+00,3.374951494887704850e+00
7.000000000000000000e+01,2.000000000000000000e+00,5.920251175772638597e+00,6.571292643714079063e+00,6.235698536947012371e+00
7.000000000000000000e+01,3.000000000000000000e+00,3.795844999279327059e+00,4.055302935106888107e+00,5.043890117153439157e+00
7.100000000000000000e+01,0.000000000000000000e+00,3.556909385719478234e+00,3.765039785287955354e+00,4.427486308819089444e+00
7.100000000000000000e+01,1.000000000000000000e+00,2.506843331965394217e+00,2.565061212285610015e+00,2.947076852508362155e+00
7.100000000000000000e+01,2.000000000000000000e+00,5.721611718926567391e+00,6.187754878205264930e+00,5.541424026731855079e+00
7.100000000000000000e+01,3.000000000000000000e+00,3.556909385719337457e+00,3.765039785287228380e+00,4.427486308819163163e+00
7.200000000000000000e+01,0.000000000000000000e+00,3.661840147326616890e+00,3.877417036046358678e+00,4.347682533723835618e+00
7.200000000000000000e+01,1.000000000000000000e+00,2.617033673684653117e+00,2.673245109149116505e+00,2.960364401042034022e+00
7.200000000000000000e+01,2.000000000000000000e+00,5.817855898323406549e+00,6.331111805847713825e+00,5.405813840260705661e+00
7.200000000000000000e+01,3.000000000000000000e+00,3.661840147326813177e+00,3.877417036046149068e+00,4.347682533723842724e+00
7.300000000000000000e+01,0.000000000000000000e+00,3.393909738283472866e+00,3.595756082327731473e+00,4.583594689792615640e+00
7.300000000000000000e+01,1.000000000000000000e+00,2.385031342792907072e+00,2.448104001624635373e+00,3.009298128056589583e+00
7.300000000000000000e+01,2.000000000000000000e+00,5.478360071524209118e+00,5.907444640064303698e+00,5.767679689965529377e+00
7.300000000000000000e+01,3.000000000000000000e+00,3.393909738283472866e+00,3.595756082327251413e+00,4.583594689792620080e+00
7.400000000000000000e+01,0.000000000000000000e+00,3.371912790654498338e+00,3.586278999782112731e+00,4.935284094420022249e+00
7.400000000000000000e+01,1.000000000000000000e+00,2.401244934804208420e+00,2.470914349172965707e+00,3.224546643046077854e+00
7.400000000000000000e+01,2.000000000000000000e+00,5.386397907600068535e+00,5.873649881272002382e+00,6.269442953011293618e+00
7.400000000000000000e+01,3.000000000000000000e+00,3.371912790654571612e+00,3.586278999782757548e+00,4.935284094420112844e+00
7.500000000000000000e+01,0.000000000000000000e+00,3.215640083461824617e+00,3.404743530359995329e+00,4.580729668400055132e+00
7.500000000000000000e+01,1.000000000000000000e+00,2.259954293785670032e+00,2.322494090288346857e+00,2.976725265520338670e+00
7.500000000000000000e+01,2.000000000000000000e+00,5.197144280927330939e+00,5.608133663335626906e+00,5.880078830996398942e+00
7.500000000000000000e+01,3.000000000000000000e+00,3.215640083462348642e+00,3.404743530359995773e+00,4.580729668400046251e+00
7.600000000000000000e+01,0.000000000000000000e+00,3.602960083236806721e+00,3.841114544219432325e+00,5.258341021536850235e+00
7.600000000000000000e+01,1.000000000000000000e+00,2.518714263923641283e+00,2.599821500888833459e+00,3.513340226270869948e+00
7.600000000000000000e+01,2.000000000000000000e+00,5.849028046660563085e+00,6.323692651174513735e+00,6.414275932302739847e+00
7.600000000000000000e+01,3.000000000000000000e+00,3.602960083236790290e+00,3.841114544219431437e+00,5.258341021536909743e+00
7.700000000000000000e+01,0.000000000000000000e+00,3.825752031549252141e+00,4.111461909538141057e+00,5.903534108540546832e+00
7.700000000000000000e+01,1.000000000000000000e+00,2.754103680109595942e+00,2.849068382143051359e+00,3.989323599729269532e+00
7.700000000000000000e+01,2.000000000000000000e+00,6.060743514929417763e+00,6.694787936529888128e+00,7.090820269539416465e+00
7.700000000000000000e+01,3.000000000000000000e+00,3.825752031549265020e+00,4.111461909536959780e+00,5.903534108540561043e+00
7.800000000000000000e+01,0.000000000000000000e+00,3.405085255517424248e+00,3.631814893601597038e+00,5.113722448164606860e+00
7.800000000000000000e+01,1.000000000000000000e+00,2.488425010776337043e+00,2.560511752094250859e+00,3.353038773626020319e+00
7.800000000000000000e+01,2.000000000000000000e+00,5.303536773968404283e+00,5.850233970136281769e+00,6.476168518942963637e+00
7.800000000000000000e+01,3.000000000000000000e+00,3.405085255517418030e+00,3.631814893601596594e+00,5.113722448164685019e+00
7.900000000000000000e+01,0.000000000000000000e+00,3.515409204253046038e+00,3.735513934478607467e+00,4.800480255796230722e+00
7.900000000000000000e+01,1.000000000000000000e+00,2.483171021069343176e+00,2.550249798099507359e+00,3.158976835735629596e+00
7.900000000000000000e+01,2.000000000000000000e+00,5.652374928270345933e+00,6.138607936300416235e+00,6.012364872730421972e+00
7.900000000000000000e+01,3.000000000000000000e+00,3.515409204253207243e+00,3.735513934478608356e+00,4.800480255796240492e+00
8.000000000000000000e+01,0.000000000000000000e+00,3.835042988457778801e+00,4.066242399448932510e+00,4.434442641439067856e+00
8.000000000000000000e+01,1.000000000000000000e+00,2.718698982891876614e+00,2.780701170312700032e+00,3.075996703897986961e+00
8.000000000000000000e+01,2.000000000000000000e+00,6.143640109849919817e+00,6.644833628113065771e+00,5.375989254360813874e+00
8.000000000000000000e+01,3.000000000000000000e+00,3.835042988457778357e+00,4.066242399448936062e+00,4.434442641438364419e+00
8.100000000000000000e+01,0.000000000000000000e+00,3.685218701327747759e+00,3.893534276583766385e+00,4.207432741794367104e+00
8.100000000000000000e+01,1.000000000000000000e+00,2.612269368336734843e+00,2.666338128134163821e+00,2.907209227827317388e+00
8.100000000000000000e+01,2.000000000000000000e+00,5.903223414642490674e+00,6.368543571311813700e+00,5.176177221412387119e+00
8.100000000000000000e+01,3.000000000000000000e+00,3.685218701327747315e+00,3.893534276583768161e+00,4.207432741794654874e+00
8.200000000000000000e+01,0.000000000000000000e+00,3.461232654978344758e+00,3.632907749185212865e+00,3.811508173432787583e+00
8.200000000000000000e+01,1.000000000000000000e+00,2.448457584640767237e+00,2.488629040014298965e+00,2.631663690967529945e+00
8.200000000000000000e+01,2.000000000000000000e+00,5.558458538797785842e+00,5.964534784964436120e+00,4.834322289423886865e+00
8.200000000000000000e+01,3.000000000000000000e+00,3.461232654978413592e+00,3.632907749185211532e+00,3.811508173432296420e+00
8.300000000000000000e+01,0.000000000000000000e+00,3.533717362030824205e+00,3.743600693879029162e+00,4.573661006660933559e+00
8.300000000000000000e+01,1.000000000000000000e+00,2.468454687505143852e+00,2.530371000099497891e+00,3.013907569555875909e+00
8.300000000000000000e+01,2.000000000000000000e+00,5.726458993930186203e+00,6.181286516949300314e+00,5.729814669647372405e+00
8.300000000000000000e+01,3.000000000000000000e+00,3.533717362031421949e+00,3.743600693879271191e+00,4.573661006660890038e+00
8.400000000000000000e+01,0.000000000000000000e+00,3.396015724730478524e+00,3.618646434483103302e+00,5.068313371400163803e+00
8.400000000000000000e+01,1.000000000000000000e+00,2.433040735601559312e+00,2.507243478185302799e+00,3.348485039536027497e+00
8.400000000000000000e+01,2.000000000000000000e+00,5.406669272562092843e+00,5.887603974695823972e+00,6.323762801234168229e+00
8.400000000000000000e+01,3.000000000000000000e+00,3.396015724730478968e+00,3.618646434483610452e+00,5.068313371400087419e+00
8.500000000000000000e+01,0.000000000000000000e+00,3.453141717018989976e+00,3.636524595153769024e+00,4.040399322304447871e+00
8.500000000000000000e+01,1.000000000000000000e+00,2.429633318478190418e+00,2.476530042031387158e+00,2.716136499159516049e+00
8.500000000000000000e+01,2.000000000000000000e+00,5.564934289136169276e+00,5.980718796606844023e+00,5.124500714196115858e+00
8.500000000000000000e+01,3.000000000000000000e+00,3.453141717019885704e+00,3.636524595153769024e+00,4.040399322304839558e+00
8.600000000000000000e+01,0.000000000000000000e+00,3.698304113900227286e+00,3.947462366867699579e+00,5.229515176989282033e+00
8.600000000000000000e+01,1.000000000000000000e+00,2.621933970506633571e+00,2.701827709949669476e+00,3.494843229165816023e+00
8.600000000000000000e+01,2.000000000000000000e+00,5.929226708544854674e+00,6.466563601066118494e+00,6.375336440440946717e+00
8.600000000000000000e+01,3.000000000000000000e+00,3.698304113900228174e+00,3.947462366867698691e+00,5.229515176989302461e+00
8.700000000000000000e+01,0.000000000000000000e+00,3.633649215865655258e+00,3.887523341927285436e+00,5.488192367715613251e+00
8.700000000000000000e+01,1.000000000000000000e+00,2.596574672100092407e+00,2.681263806284614581e+00,3.661394562291144350e+00
8.700000000000000000e+01,2.000000000000000000e+00,5.793254664947551369e+00,6.348996971601719608e+00,6.717233003181497075e+00
8.700000000000000000e+01,3.000000000000000000e+00,3.633649215864729332e+00,3.887523341926104159e+00,5.488192367715663877e+00
8.800000000000000000e+01,0.000000000000000000e+00,3.298736813497728182e+00,3.505229435809764649e+00,4.842191708813889051e+00
8.800000000000000000e+01,1.000000000000000000e+00,2.345731732680705228e+00,2.414176898928916959e+00,3.163633161009422601e+00
8.800000000000000000e+01,2.000000000000000000e+00,5.280696948644246547e+00,5.738571377762927916e+00,6.155815386182403870e+00
8.800000000000000000e+01,3.000000000000000000e+00,3.298736813497871179e+00,3.505229435808988825e+00,4.842191708813968987e+00
8.900000000000000000e+01,0.000000000000000000e+00,3.319554451652227289e+00,3.532020706785681696e+00,4.964870748491100549e+00
8.900000000000000000e+01,1.000000000000000000e+00,2.390392078684746124e+00,2.460708365395018582e+00,3.249673508718541104e+00
8.900000000000000000e+01,2.000000000000000000e+00,5.251032185188383217e+00,5.743662112048341761e+00,6.313435906302912848e+00
8.900000000000000000e+01,3.000000000000000000e+00,3.319554451652382721e+00,3.532020706785639064e+00,4.964870748491205354e+00
9.000000000000000000e+01,0.000000000000000000e+00,3.727257850451751953e+00,3.983246279799926182e+00,5.323796195028391409e+00
9.000000000000000000e+01,1.000000000000000000e+00,2.662701631027229343e+00,2.744296434156288544e+00,3.559538930343195240e+00
9.000000000000000000e+01,2.000000000000000000e+00,5.934844841119228498e+00,6.507111377756381820e+00,6.491070965103308943e+00
9.000000000000000000e+01,3.000000000000000000e+00,3.727257850451310972e+00,3.983246279800474632e+00,5.323796195028411837e+00
9.100000000000000000e+01,0.000000000000000000e+00,3.857844953131677634e+00,4.088574670864250749e+00,4.361344180148811311e+00
9.100000000000000000e+01,1.000000000000000000e+00,2.746229751858546120e+00,2.805482237094762077e+00,3.052226067108413599e+00
9.100000000000000000e+01,2.000000000000000000e+00,6.159253499656691666e+00,6.681192411315882929e+00,5.292859040829721806e+00
9.100000000000000000e+01,3.000000000000000000e+00,3.857844953131676746e+00,4.088574670864249860e+00,4.361344180148812200e+00
9.200000000000000000e+01,0.000000000000000000e+00,3.523868469044822760e+00,3.770487186035112792e+00,5.492567090761518500e+00
9.200000000000000000e+01,1.000000000000000000e+00,2.587322029748854835e+00,2.668054482918854386e+00,3.621405862027366584e+00
9.200000000000000000e+01,2.000000000000000000e+00,5.461613621185434475e+00,6.062183206250150391e+00,6.875557095885438841e+00
9.200000000000000000e+01,3.000000000000000000e+00,3.523868469044824092e+00,3.770487186033937732e+00,5.492567090761466098e+00
9.300000000000000000e+01,0.000000000000000000e+00,3.362928977074811865e+00,3.558428012156480857e+00,4.466442138792343641e+00
9.300000000000000000e+01,1.000000000000000000e+00,2.354936095856778877e+00,2.414539678949265245e+00,2.924502157647438594e+00
9.300000000000000000e+01,2.000000000000000000e+00,5.442023999059152572e+00,5.854954653267279596e+00,5.649788873127805644e+00
9.300000000000000000e+01,3.000000000000000000e+00,3.362928977074812309e+00,3.558428012156892972e+00,4.466442138792348970e+00
9.400000000000000000e+01,0.000000000000000000e+00,3.829912883901061882e+00,4.090667650631000463e+00,5.370971851547622578e+00
9.400000000000000000e+01,1.000000000000000000e+00,2.674181919176056521e+00,2.759243371902412090e+00,3.613862453742334502e+00
9.400000000000000000e+01,2.000000000000000000e+00,6.218371789383438930e+00,6.753810201427293158e+00,6.479547919045456794e+00
9.400000000000000000e+01,3.000000000000000000e+00,3.829912883902242715e+00,4.090667650631024443e+00,5.370971851547624354e+00
9.500000000000000000e+01,0.000000000000000000e+00,3.700269143119977233e+00,3.915498553544072280e+00,4.285764844761430048e+00
9.500000000000000000e+01,1.000000000000000000e+00,2.641457602083669087e+00,2.696380991344637934e+00,2.950210985596064539e+00
9.500000000000000000e+01,2.000000000000000000e+00,5.889177895339630098e+00,6.395195307582980604e+00,5.294326713767841142e+00
9.500000000000000000e+01,3.000000000000000000e+00,3.700269143119976345e+00,3.915498553544562554e+00,4.285764844760925563e+00
9.600000000000000000e+01,0.000000000000000000e+00,3.806695165158833216e+00,4.031111075766310670e+00,4.310373646912942114e+00
9.600000000000000000e+01,1.000000000000000000e+00,2.718212754558693600e+00,2.774811119508100443e+00,3.010051877764729600e+00
9.600000000000000000e+01,2.000000000000000000e+00,6.060214772500948754e+00,6.576929695419628352e+00,5.264985457126736712e+00
9.600000000000000000e+01,3.000000000000000000e+00,3.806695165158833216e+00,4.031111075765280383e+00,4.310373646912944778e+00
9.700000000000000000e+01,0.000000000000000000e+00,3.362823708489893981e+00,3.578270041813565339e+00,4.982762570899873289e+00
9.700000000000000000e+01,1.000000000000000000e+00,2.399672187276143731e+00,2.471748605509844765e+00,3.273006947362074204e+00
9.700000000000000000e+01,2.000000000000000000e+00,5.368879934888839855e+00,5.844266906960627672e+00,6.278601108955985666e+00
9.700000000000000000e+01,3.000000000000000000e+00,3.362823708490643604e+00,3.578270041813564895e+00,4.982762570899869736e+00
9.800000000000000000e+01,0.000000000000000000e+00,3.555201713674938535e+00,3.790763618708288263e+00,5.094842753866994478e+00
9.800000000000000000e+01,1.000000000000000000e+00,2.553469052525783933e+00,2.626894621012775932e+00,3.362388906088713547e+00
9.800000000000000000e+01,2.000000000000000000e+00,5.631210981062600318e+00,6.178132983049170690e+00,6.351398547169399222e+00
9.800000000000000000e+01,3.000000000000000000e+00,3.555201713674972730e+00,3.790763618707268634e+00,5.094842753866990925e+00
9.900000000000000000e+01,0.000000000000000000e+00,3.568515515752221923e+00,3.813851935891271250e+00,5.386718537803174556e+00
9.900000000000000000e+01,1.000000000000000000e+00,2.556495738182919197e+00,2.638423505468030950e+00,3.585393725978657020e+00
9.900000000000000000e+01,2.000000000000000000e+00,5.679362234121811959e+00,6.216427231295659439e+00,6.618914719073001329e+00
9.900000000000000000e+01,3.000000000000000000e+00,3.568515515752220146e+00,3.813851935891628298e+00,5.386718537803122153e+00
1.000000000000000000e+02,0.000000000000000000e+00,3.198776121686582208e+00,3.375710481392050433e+00,4.218655745527475354e+00
1.000000000000000000e+02,1.000000000000000000e+00,2.262943795881955378e+00,2.315026089243160001e+00,2.738874201825690413e+00
1.000000000000000000e+02,2.000000000000000000e+00,5.131442338911949008e+00,5.531581196402306944e+00,5.470537033968714269e+00
1.000000000000000000e+02,3.000000000000000000e+00,3.198776121686588425e+00,3.375710481391263507e+00,4.218655745527467360e+00
1.010000000000000000e+02,0.000000000000000000e+00,3.630091819982115275e+00,3.862462060877160930e+00,4.778023011236322226e+00
1.010000000000000000e+02,1.000000000000000000e+00,2.600830117783360151e+00,2.667784849815606929e+00,3.183617436891952313e+00
1.010000000000000000e+02,2.000000000000000000e+00,5.759683497042766831e+00,6.291714966191563008e+00,5.922448762054153271e+00
1.010000000000000000e+02,3.000000000000000000e+00,3.630091819982192991e+00,3.862462060876831416e+00,4.778023011236540718e+00
1.020000000000000000e+02,0.000000000000000000e+00,3.781041670340787419e+00,4.039333703049502233e+00,5.143865764474668367e+00
1.020000000000000000e+02,1.000000000000000000e+00,2.709986325483813907e+00,2.787380427832406582e+00,3.445983564241657859e+00
1.020000000000000000e+02,2.000000000000000000e+00,6.000961297317950915e+00,6.590249625916110077e+00,6.277549137841043070e+00
1.020000000000000000e+02,3.000000000000000000e+00,3.781041670340985483e+00,4.039333703049344138e+00,5.143865764474716329e+00
1.030000000000000000e+02,0.000000000000000000e+00,3.193442275956665188e+00,3.371658928144603884e+00,4.299269379839344651e+00
1.030000000000000000e+02,1.000000000000000000e+00,2.238959202195456299e+00,2.294100726310655869e+00,2.788041345224917311e+00
1.030000000000000000e+02,2.000000000000000000e+00,5.164332801721076116e+00,5.550064625952161990e+00,5.551352917109711349e+00
1.030000000000000000e+02,3.000000000000000000e+00,3.193442275956664744e+00,3.371658928144603884e+00,4.299269379839333993e+00
1.040000000000000000e+02,0.000000000000000000e+00,3.814567029108396845e+00,4.068190894982746997e+00,4.948205242611625643e+00
1.040000000000000000e+02,1.000000000000000000e+00,2.721973821397420945e+00,2.796369919226674661e+00,3.343167714391929390e+00
1.040000000000000000e+02,2.000000000000000000e+00,6.079356203894042743e+00,6.641483393671213875e+00,6.011162197388870254e+00
1.040000000000000000e+02,3.000000000000000000e+00,3.814567029108399066e+00,4.068190894983821693e+00,4.948205242611746435e+00
1.050000000000000000e+02,0.000000000000000000e+00,3.862073105274153484e+00,4.125628010094710696e+00,5.110814968521421697e+00
1.050000000000000000e+02,1.000000000000000000e+00,2.758187328708470165e+00,2.836126789279520111e+00,3.446657641046098064e+00
1.050000000000000000e+02,2.000000000000000000e+00,6.144331970904817197e+00,6.743292367728398240e+00,6.204420583311455850e+00
1.050000000000000000e+02,3.000000000000000000e+00,3.862073105274228091e+00,4.125628010093967291e+00,5.110814968521460777e+00
1.060000000000000000e+02,0.000000000000000000e+00,3.435511346804576593e+00,3.651533580860125916e+00,4.965761775377338871e+00
1.060000000000000000e+02,1.000000000000000000e+00,2.400865138086095918e+00,2.474693230324275905e+00,3.281249833562226215e+00
1.060000000000000000e+02,2.000000000000000000e+00,5.580855871926972078e+00,6.014051825938900642e+00,6.168482999597380001e+00
1.060000000000000000e+02,3.000000000000000000e+00,3.435511346805057986e+00,3.651533580860313766e+00,4.965761775377292686e+00
1.070000000000000000e+02,0.000000000000000000e+00,3.871594120899048530e+00,4.143030289832939417e+00,5.673283985373006821e+00
1.070000000000000000e+02,1.000000000000000000e+00,2.689686145064689171e+00,2.784224176090294378e+00,3.868651307326320676e+00
1.070000000000000000e+02,2.000000000000000000e+00,6.311352802273286322e+00,6.821072648257736404e+00,6.731618519010765134e+00
1.070000000000000000e+02,3.000000000000000000e+00,3.871594120899275904e+00,4.143030289832233315e+00,5.673283985373084981e+00
1.080000000000000000e+02,0.000000000000000000e+00,3.406702683561804612e+00,3.591159389057916762e+00,4.081533678940909127e+00
1.080000000000000000e+02,1.000000000000000000e+00,2.430750097959055722e+00,2.477733058903726082e+00,2.730780528280221997e+00
1.080000000000000000e+02,2.000000000000000000e+00,5.416724859293704064e+00,5.864748631814362234e+00,5.230885373414166928e+00
1.080000000000000000e+02,3.000000000000000000e+00,3.406702683561907197e+00,3.591159389057695162e+00,4.081533678940649779e+00
1.090000000000000000e+02,0.000000000000000000e+00,3.919801413202110840e+00,4.178289122050071747e+00,4.725832710610686327e+00
1.090000000000000000e+02,1.000000000000000000e+00,2.824015589208666466e+00,2.892898529184428025e+00,3.264942607610397118e+00
1.090000000000000000e+02,2.000000000000000000e+00,6.182743004975115753e+00,6.790505503006317944e+00,5.723063609905027604e+00
1.090000000000000000e+02,3.000000000000000000e+00,3.919801413202232077e+00,4.178289122050551363e+00,4.725832710610665899e+00
1.100000000000000000e+02,0.000000000000000000e+00,3.612567631164556925e+00,3.794945831679313208e+00,3.936349718120971897e+00
1.100000000000000000e+02,1.000000000000000000e+00,2.513721022180753550e+00,2.559680671892427650e+00,2.730144561142622717e+00
1.100000000000000000e+02,2.000000000000000000e+00,5.876896499301477839e+00,6.257333643803532297e+00,4.870456831912716389e+00
1.100000000000000000e+02,3.000000000000000000e+00,3.612567631164555593e+00,3.794945831679310544e+00,3.936349718120973673e+00
1.110000000000000000e+02,0.000000000000000000e+00,3.585409949502746052e+00,3.817258930209977752e+00,4.883090746347645172e+00
1.110000000000000000e+02,1.000000000000000000e+00,2.581790893962064182e+00,2.652497296778708602e+00,3.256633131064457398e+00
1.110000000000000000e+02,2.000000000000000000e+00,5.664950838015879953e+00,6.187271392752103694e+00,6.024022581758422312e+00
1.110000000000000000e+02,3.000000000000000000e+00,3.585409949502746052e+00,3.817258930209976420e+00,4.883090746347666489e+00
1.120000000000000000e+02,0.000000000000000000e+00,3.414867677784687583e+00,3.634812341981502826e+00,5.023610563669928197e+00
1.120000000000000000e+02,1.000000000000000000e+00,2.417694714576525072e+00,2.490998439538119058e+00,3.304627930957275694e+00
1.120000000000000000e+02,2.000000000000000000e+00,5.489243257770564099e+00,5.965642796079833055e+00,6.296691829912870020e+00
1.120000000000000000e+02,3.000000000000000000e+00,3.414867677783769206e+00,3.634812341981501493e+00,5.023610563669869578e+00
1.130000000000000000e+02,0.000000000000000000e+00,3.472342744865998920e+00,3.688214809943057837e+00,4.648220774929765930e+00
1.130000000000000000e+02,1.000000000000000000e+00,2.511982031324070164e+00,2.573950998938135282e+00,3.065529772885819071e+00
1.130000000000000000e+02,2.000000000000000000e+00,5.456543736419079416e+00,5.974872878776918306e+00,5.880479142878918708e+00
1.130000000000000000e+02,3.000000000000000000e+00,3.472342744865975828e+00,3.688214809941845473e+00,4.648220774929820998e+00
1.140000000000000000e+02,0.000000000000000000e+00,4.001774129970700145e+00,4.290780356853175270e+00,5.608352045633803407e+00
1.140000000000000000e+02,1.000000000000000000e+00,2.825223374459675529e+00,2.918214533394588361e+00,3.821814609244435612e+00
1.140000000000000000e+02,2.000000000000000000e+00,6.441252515673024703e+00,7.043185446219499823e+00,6.665187657314326053e+00
1.140000000000000000e+02,3.000000000000000000e+00,4.001774129970699256e+00,4.290780356852884836e+00,5.608352045633806071e+00
1.150000000000000000e+02,0.000000000000000000e+00,4.010315570600149648e+00,4.284603913835026034e+00,5.074541666664317496e+00
1.150000000000000000e+02,1.000000000000000000e+00,2.847773760106338869e+00,2.925775865652387786e+00,3.455844907374443498e+00
1.150000000000000000e+02,2.000000000000000000e+00,6.404303186662752445e+00,7.034803292705692712e+00,6.121920980823885472e+00
1.150000000000000000e+02,3.000000000000000000e+00,4.010315570600584856e+00,4.284603913835024258e+00,5.074541666664317496e+00
