G_mM,min_pair_TV,TV_0_1,TV_0_2,TV_0_3,TV_1_2,TV_1_3,TV_2_3
1.844640638705468960e-01,8.047700118733899094e-03,7.367329048488380216e-02,3.276881856437296320e-02,8.047700118733899094e-03,1.064421090492567584e-01,6.562559036614989960e-02,4.081651868310686576e-02
1.873523725678890306e-01,8.436639433375621097e-03,7.612600088851428914e-02,3.430129530034889407e-02,8.436639433375621097e-03,1.104272961888631832e-01,6.768936145513866631e-02,4.273793473372451690e-02
1.902859059391112662e-01,8.843732576593548930e-03,7.863435748154536109e-02,3.590024964931269602e-02,8.843732576593548930e-03,1.145346071308580571e-01,6.979062490495180349e-02,4.474398222590624669e-02
1.932653721048966655e-01,9.269693709513334226e-03,8.119761557468693769e-02,3.756774979092270678e-02,9.269693709513334226e-03,1.187653653656096375e-01,7.192792186517359132e-02,4.683744350043604621e-02
1.962914902735681533e-01,9.715252298282626639e-03,8.381487225218578474e-02,3.930584168153120062e-02,9.715252298282626639e-03,1.231207139337169992e-01,7.409961995390317024e-02,4.902109397981382899e-02
1.993649909146971988e-01,1.018115224938665256e-02,8.648505922498342380e-02,4.111653776116450110e-02,1.018115224938665256e-02,1.276015969861479249e-01,7.630390697559677471e-02,5.129769001055115712e-02
2.024866159354306028e-01,1.066815091144649938e-02,8.920693770081919438e-02,4.300180432280707732e-02,1.066815091144649938e-02,1.322087420236262578e-01,7.853878678937269153e-02,5.366995523425358017e-02
2.056571188595779365e-01,1.117701793574687325e-02,9.197909229551325117e-02,4.496354824771164882e-02,1.117701793574687325e-02,1.369426405432249139e-01,8.080207435976638486e-02,5.614056618345852206e-02
2.088772650095039873e-01,1.170853398784954362e-02,9.479992384779790948e-02,4.700360184829031202e-02,1.170853398784954362e-02,1.418035256960882284e-01,8.309138985994836413e-02,5.871213583613985737e-02
2.121478316908678163e-01,1.226348930283131453e-02,9.766764594450638715e-02,4.912370604696365828e-02,1.226348930283131453e-02,1.467913519914700593e-01,8.540415664167508303e-02,6.138719534979497627e-02
2.154696083802561390e-01,1.284268207695527311e-02,1.005802790604531927e-01,5.132549361116669345e-02,1.284268207695527311e-02,1.519057726716198653e-01,8.773759698349792302e-02,6.416817568812197004e-02
2.188433969157529690e-01,1.344691668893535814e-02,1.035356454135737264e-01,5.361046862832929277e-02,1.344691668893535814e-02,1.571461140419030122e-01,9.008872872463837000e-02,6.705738531726465612e-02
2.222700116904943735e-01,1.407700174441207756e-02,1.065313669964471355e-01,5.597998676183015693e-02,1.407700174441207756e-02,1.625113537582772993e-01,9.245436525203504230e-02,7.005698850624222929e-02
2.257502798492536655e-01,1.473374793781057936e-02,1.095648596993429175e-01,5.843523220939816909e-02,1.473374793781057936e-02,1.680000919087411004e-01,9.483111176153233290e-02,7.316898014720875365e-02
2.292850414881037746e-01,1.541796572642278526e-02,1.126333327603673412e-01,6.097719357540570817e-02,1.541796572642278526e-02,1.736105263357730355e-01,9.721536703394456636e-02,7.639515930182848302e-02
2.328751498572076140e-01,1.613046281233882981e-02,1.157337852186350463e-01,6.360663837887345351e-02,1.613046281233882981e-02,1.793404235975085137e-01,9.960332240629621303e-02,7.973710119121228679e-02
2.365214715667817158e-01,1.687204142876249507e-02,1.188630052988740443e-01,6.632408552400058388e-02,1.687204142876249507e-02,1.851870908228746282e-01,1.019909638701115562e-01,8.319612695276307202e-02
2.402248867962862577e-01,1.764349542828441350e-02,1.220175698390137398e-01,6.912977608504899951e-02,1.764349542828441350e-02,1.911473459240627393e-01,1.043740744107293228e-01,8.677327151333340260e-02
2.439862895068905524e-01,1.844560717185051574e-02,1.251938443006087864e-01,7.202364243218969952e-02,1.844560717185051574e-02,1.972174867327984860e-01,1.067482371287582776e-01,9.046924960404020832e-02
2.478065876572637660e-01,1.927914421847683538e-02,1.283879844217860611e-01,7.500527574668117148e-02,1.927914421847683538e-02,2.033932601684672048e-01,1.091088402033092153e-01,9.428441996515798951e-02
2.516867034227466826e-01,2.014485581719376722e-02,1.315959381901455894e-01,7.807389199889885889e-02,2.014485581719376722e-02,2.096698301890444482e-01,1.114510823729518152e-01,9.821874781609261917e-02
2.556275734179532799e-01,2.104346920429159967e-02,1.348134489334681385e-01,8.122829649106398653e-02,2.104346920429159967e-02,2.160417454245321389e-01,1.137699797291765458e-01,1.022717656953555931e-01
2.596301489228585169e-01,2.197568571064599519e-02,1.380360601488207495e-01,8.446684695670993170e-02,2.197568571064599519e-02,2.225029071055306673e-01,1.160603744381747404e-01,1.064425326673559269e-01
2.636953961124270940e-01,2.294217668575452770e-02,1.412591199315420820e-01,8.778741477036923480e-02,2.294217668575452770e-02,2.290465347019113307e-01,1.183169432457875508e-01,1.107295914561237660e-01
2.678242962898355617e-01,2.394357924708394661e-02,1.444777886131571876e-01,9.118734730268571176e-02,2.394357924708394661e-02,2.356651359158428993e-01,1.205342093660732583e-01,1.151309265497696549e-01
2.720178461233486722e-01,2.498049186542476360e-02,1.476870454210051919e-01,9.466342644838031395e-02,2.498049186542476360e-02,2.423504718693854920e-01,1.227065535555804110e-01,1.196439183138050810e-01
2.762770578869023774e-01,2.605346979914287264e-02,1.508816979818619619e-01,9.821183019120630076e-02,2.605346979914287264e-02,2.490935281730682627e-01,1.248282281827191031e-01,1.242652999903491595e-01
2.806029597044554236e-01,2.716302039251592554e-02,1.540563922989187096e-01,1.018280910030896769e-01,2.716302039251592554e-02,2.558844833020083587e-01,1.273324289507670737e-01,1.289911113956055955e-01
2.849965957981669407e-01,2.830959825571587735e-02,1.572056237937049239e-01,1.055070569804279490e-01,2.830959825571587735e-02,2.627126807741329007e-01,1.307599440756396225e-01,1.338166552361438333e-01
2.894590267404582584e-01,2.949360034642848835e-02,1.603237502244888035e-01,1.092428531492559141e-01,2.949360034642848835e-02,2.695666033737447176e-01,1.342061253094085638e-01,1.387364534956844198e-01
2.939913297100241185e-01,3.071536097557597128e-02,1.634050053124953550e-01,1.130288443600954568e-01,3.071536097557597128e-02,2.764338496725907701e-01,1.376664481350070579e-01,1.437442053356714211e-01
2.985945987518499045e-01,3.197514676209554235e-02,1.664435137341975790e-01,1.168576006139799284e-01,3.197514676209554235e-02,2.833011143481775074e-01,1.411361598418927887e-01,1.488327473760754638e-01
3.032699450413015585e-01,3.327315156419276276e-02,1.694333074271431872e-01,1.207208656282556247e-01,3.327315156419276276e-02,2.901541730553988119e-01,1.446102839583661703e-01,1.539940171924483736e-01
3.080184971523511894e-01,3.460949141693155096e-02,1.723683429249661114e-01,1.246095295376693640e-01,3.460949141693155096e-02,2.969778724626354616e-01,1.480836254562056253e-01,1.592190209546009150e-01
3.128414013300002128e-01,3.598419950836298509e-02,1.752425198630693515e-01,1.285136067055629439e-01,3.598419950836298509e-02,3.037561265686322676e-01,1.515507772041667089e-01,1.644978062139259012e-01
3.177398217669709091e-01,3.739722122864960752e-02,1.793713273765540073e-01,1.324222190131535415e-01,3.739722122864960752e-02,3.104719196319787322e-01,1.550061277656797354e-01,1.698194402418031490e-01
3.227149408847278522e-01,3.884840932873377672e-02,1.839302610133108085e-01,1.363235877984028954e-01,3.884840932873377672e-02,3.171073187353256051e-01,1.584438703498499135e-01,1.751719971271366583e-01
3.277679596189010391e-01,4.033751922701415971e-02,1.885092919135546718e-01,1.402050329893529401e-01,4.033751922701415971e-02,3.236434943508502693e-01,1.618580126120545137e-01,1.805425522163671137e-01
3.329000977091783331e-01,4.186420450417817352e-02,1.931033283411287549e-01,1.440529834492678130e-01,4.186420450417817352e-02,3.300607531177350840e-01,1.652423881035471886e-01,1.859171879534459726e-01
3.381125939937350000e-01,4.342801262776276039e-02,1.977070988757273218e-01,1.478529972186324315e-01,4.342801262776276039e-02,3.363385812210694104e-01,1.685906688353508431e-01,1.912810098463951780e-01
3.434067067082763880e-01,4.502838094913542977e-02,2.023151625961538413e-01,1.515897954154209748e-01,4.502838094913542977e-02,3.424557020632551518e-01,1.718963790532741509e-01,1.966181763645563907e-01
3.487837137897598638e-01,4.666463301635635774e-02,2.069219203480081315e-01,1.552473094482681171e-01,4.666463301635635774e-02,3.483901477641735411e-01,1.751529102129570914e-01,2.019119424646244609e-01
3.542449131848746102e-01,4.833597524678370089e-02,2.115216271495662936e-01,1.588087433086554645e-01,4.833597524678370089e-02,3.541193461439285373e-01,1.783535371966946947e-01,2.071447185554391723e-01
3.597916231633511708e-01,5.004149400325045433e-02,2.161084054743987737e-01,1.622566519530034002e-01,5.004149400325045433e-02,3.596202239914773058e-01,1.814914354971360055e-01,2.122981459562538753e-01
3.654251826361751831e-01,5.178015311717597269e-02,2.206762596322668912e-01,1.655730365418709160e-01,5.178015311717597269e-02,3.648693273148888028e-01,1.845596995745093782e-01,2.173531896590469026e-01
3.711469514787862911e-01,5.355079190101852404e-02,2.252190912441071335e-01,1.687394568730125333e-01,5.355079190101852404e-02,3.698429587549186270e-01,1.875513623668994545e-01,2.222902487740310573e-01
3.769583108593348442e-01,5.535212369102454621e-02,2.297307155893155428e-01,1.717371614963304760e-01,5.535212369102454621e-02,3.745173324389121650e-01,1.904594157141439592e-01,2.270892851873550222e-01
3.828606635720804841e-01,5.718273495925490363e-02,2.342048788389305691e-01,1.745472349669330847e-01,5.718273495925490363e-02,3.788687455832446260e-01,1.932768316900209393e-01,2.317299699261879953e-01
3.888554343760105003e-01,5.904108503136526465e-02,2.386352761116662391e-01,1.771507611811727334e-01,5.904108503136526465e-02,3.828737656172108705e-01,1.959965847595359911e-01,2.361918462125379981e-01
3.949440703387592788e-01,6.092550644357011547e-02,2.430155702811767071e-01,1.795290019057975139e-01,6.092550644357011547e-02,3.865094317641745714e-01,1.986116746684466750e-01,2.404545083493676016e-01
4.011280411859138861e-01,6.283420596864666696e-02,2.473394114546082490e-01,1.816635881004380337e-01,6.283420596864666696e-02,3.897534685051617376e-01,2.011151499628423545e-01,2.444977940690847285e-01
4.074088396557891678e-01,6.476526633672982647e-02,2.516004570344496649e-01,1.835367213659321872e-01,6.476526633672982647e-02,3.925845080834004519e-01,2.035001320276975390e-01,2.483019877026619859e-01
4.137879818597561266e-01,6.671664867204385452e-02,2.557923922680924167e-01,1.851313824608873115e-01,6.671664867204385452e-02,3.949823188210583869e-01,2.057598395250194445e-01,2.518480311329311938e-01
4.202670076482150630e-01,6.868619566163176871e-02,2.599089511264707220e-01,1.864315428670474950e-01,6.868619566163176871e-02,3.969280350576115945e-01,2.078876130486320695e-01,2.551177385286792498e-01
4.268474809822958571e-01,7.067163546662334761e-02,2.639439373665763977e-01,1.874223751228843993e-01,7.067163546662334761e-02,4.011421678597240636e-01,2.098769398257165908e-01,2.580940105895077608e-01
4.335309903113808150e-01,7.267058638066653531e-02,2.678912461917086762e-01,1.880904572461914448e-01,7.267058638066653531e-02,4.077664798545198033e-01,2.117214788541370296e-01,2.607610436268579801e-01
4.403191489565382866e-01,7.468056223389006598e-02,2.717448855747695013e-01,1.884239663696359035e-01,7.468056223389006598e-02,4.142134770454712900e-01,2.134150855160936722e-01,2.631045286035259556e-01
4.472135954999579832e-01,7.669897853424133272e-02,2.754989975816707348e-01,1.884128567183379066e-01,7.669897853424133272e-02,4.204714781094709974e-01,2.149518359806695811e-01,2.651118352525792532e-01
4.542159941804873036e-01,7.872315933130552557e-02,2.791478795005211677e-01,1.880490172541243732e-01,7.872315933130552557e-02,4.265295544305595099e-01,2.163260511769416194e-01,2.667721765854298988e-01
4.613280352953578189e-01,8.075034478085085787e-02,2.826860046348045885e-01,1.873264047498585660e-01,8.075034478085085787e-02,4.323776020615561766e-01,2.175323201726006017e-01,2.680767495307094239e-01
4.685514356082036147e-01,8.277769938144108330e-02,2.861080422650058575e-01,1.862411486733627219e-01,8.277769938144108330e-02,4.380064007508843726e-01,2.185655224402340280e-01,2.690188480548038052e-01
4.758879387634690206e-01,8.480232084759105338e-02,2.894088771582589148e-01,1.847916250586111309e-01,8.480232084759105338e-02,4.434076591522888577e-01,2.194208493697330786e-01,2.695939459062021704e-01
4.833393157073019863e-01,8.682124957721074066e-02,2.925836298790063239e-01,1.829784975028218297e-01,8.682124957721074066e-02,4.485740466224738543e-01,2.200938262601297990e-01,2.697997470800325703e-01
4.909073651150420714e-01,8.883147866458351860e-02,2.956276743157068010e-01,1.808047244218463079e-01,8.883147866458351860e-02,4.534992077819416934e-01,2.205803311878483663e-01,2.696362030864298265e-01
4.985939138253976943e-01,9.082996440393216464e-02,2.985366546319189185e-01,1.782755328106789272e-01,9.082996440393216464e-02,4.581777621374607534e-01,2.208766129435119352e-01,2.691054972146110780e-01
5.064008172814244979e-01,9.281363722285633500e-02,3.013065003287527244e-01,1.753983596957449098e-01,9.281363722285633500e-02,4.626052882548028489e-01,2.209793067101399056e-01,2.682119969186012587e-01
5.143299599784084686e-01,9.477941297963819733e-02,3.039334436656596639e-01,1.721827635456938121e-01,9.477941297963819733e-02,4.667782977259141708e-01,2.208854517177966936e-01,2.669621765253319956e-01
5.223832559187591151e-01,9.672420455371386061e-02,3.064140324780876279e-01,1.686403084928750351e-01,9.672420455371386061e-02,4.706941937020235889e-01,2.205925039036868707e-01,2.653645130465889235e-01
5.305626490740292800e-01,9.864493365456226959e-02,3.087451407851826146e-01,1.656060772162522565e-01,9.864493365456226959e-02,4.743512180014348711e-01,2.200983459638740924e-01,2.634293588453328061e-01
5.388701138541658331e-01,1.005385427709335894e-01,3.109239815075786062e-01,1.668244119976725615e-01,1.005385427709335894e-01,4.777483935052511121e-01,2.194012991123161505e-01,2.611687948382354074e-01
5.473076555841094315e-01,1.024020071797974302e-01,3.129481164141978411e-01,1.679373423943460730e-01,1.024020071797974302e-01,4.808854588085438864e-01,2.185001316645070468e-01,2.623853271440368951e-01
5.558773109878573093e-01,1.042323469326726371e-01,3.148154611349857079e-01,1.689473345007357352e-01,1.042323469326726371e-01,4.837627956357214432e-01,2.173940622838226033e-01,2.663687333518988121e-01
5.645811486801034507e-01,1.060266387361435414e-01,3.165242940454929266e-01,1.698570655154953979e-01,1.060266387361435414e-01,4.863813595609882690e-01,2.160827667004780461e-01,2.702985928605102783e-01
5.734212696655793806e-01,1.077820276434014041e-01,3.180732601147251426e-01,1.706693475352641376e-01,1.077820276434014041e-01,4.887426076499892802e-01,2.145663790013327965e-01,2.741762286486565392e-01
5.823998078462104822e-01,1.094957384745697954e-01,3.194613719045771294e-01,1.713870547860552596e-01,1.094957384745697954e-01,4.908484266906323890e-01,2.128454896884832692e-01,2.780029370021491197e-01
5.915189305362162919e-01,1.111650868853911733e-01,3.206880139255964268e-01,1.720130561426980731e-01,1.111650868853911733e-01,4.927010700682944999e-01,2.109211467237414872e-01,2.817799233445529850e-01
6.007808389852747899e-01,1.129580907750679791e-01,3.217529386789654278e-01,1.725501543126345405e-01,1.129580907750679791e-01,4.943030929915999128e-01,2.087948479038974070e-01,2.855082450877025058e-01
6.101877689098773594e-01,1.161877298004047876e-01,3.226562672541780641e-01,1.730010325803875149e-01,1.161877298004047876e-01,4.956572998345655789e-01,2.064685374537733042e-01,2.891887623807922747e-01
6.197419910330062010e-01,1.194538876254136739e-01,3.233984832802466736e-01,1.733682100777532986e-01,1.194538876254136739e-01,4.967666933579999444e-01,2.039445956548329997e-01,2.928220977031669725e-01
6.294458116322584340e-01,1.227545986989581062e-01,3.239804289422270056e-01,1.736540060627422832e-01,1.227545986989581062e-01,4.976344350049692888e-01,2.012258302432689272e-01,2.964086047617003894e-01
6.393015730965556642e-01,1.260878334613403373e-01,3.244032967944253110e-01,1.738605133797095914e-01,1.260878334613403373e-01,4.982638101741349024e-01,1.983154633330849737e-01,2.999483468410499287e-01
6.493116544915701338e-01,1.294515034801499154e-01,3.246686220689166680e-01,1.739895811818324978e-01,1.294515034801499154e-01,4.986582032507491657e-01,1.952171185887667249e-01,3.034410846619823854e-01
6.594784721340010147e-01,1.328434668043022571e-01,3.247782719699711107e-01,1.740428066896934911e-01,1.328434668043022571e-01,4.988210786596645741e-01,1.919348051656688536e-01,3.068862734939957759e-01
6.698044801748479493e-01,1.362615335074186251e-01,3.247344348582676954e-01,1.740215355844818290e-01,1.362615335074186251e-01,4.987559704427495522e-01,1.884729013508490425e-01,3.102830690919004542e-01
6.802921711918118453e-01,1.397034713906253056e-01,3.245396074168683809e-01,1.739268704728327841e-01,1.397034713906253056e-01,4.984664778897012205e-01,1.848361360262431030e-01,3.136303418634581175e-01
6.909440767909748038e-01,1.431670118140606629e-01,3.241965808653753944e-01,1.737596867205138118e-01,1.431670118140606629e-01,4.979562675858891785e-01,1.810295690513147870e-01,3.169266985345744470e-01
7.017627682179020665e-01,1.466498556258560015e-01,3.237084263277956175e-01,1.735206548185841968e-01,1.466498556258560015e-01,4.972290811463797588e-01,1.770585707019395882e-01,3.201705104444401706e-01
7.127508569783073122e-01,1.501496791570942901e-01,3.230784792802732786e-01,1.732102683971825097e-01,1.501496791570942901e-01,4.962887476774558437e-01,1.729288001231790162e-01,3.233599475542767721e-01
7.239109954684429526e-01,1.536641402512908816e-01,3.223103221904883298e-01,1.728288769031873506e-01,1.536641402512908816e-01,4.951391990936756526e-01,1.686461819391974482e-01,3.264930171544782045e-01
7.352458776153552034e-01,1.571908842972021270e-01,3.214077683442670974e-01,1.723767218005022861e-01,1.571908842972021270e-01,4.937844901447693280e-01,1.642168840470649704e-01,3.295676060977044131e-01
7.467582395271672446e-01,1.596472934156033807e-01,3.203748436499302965e-01,1.718539754729120350e-01,1.607275502343269158e-01,4.922288191228423315e-01,1.596472934156033807e-01,3.325815257072389786e-01
7.584508601535452366e-01,1.549439909872014909e-01,3.192157674884403273e-01,1.712607813987356564e-01,1.642717765012388642e-01,4.904765488871760115e-01,1.549439909872014909e-01,3.355325578999744929e-01
7.703265619565012878e-01,1.529010372742366508e-01,3.179349351489605402e-01,1.705972949226254309e-01,1.678212068979060001e-01,4.885322300715859711e-01,1.529010372742366508e-01,3.384185018205314588e-01
7.823882115917065727e-01,1.521059485257606203e-01,3.165368987943444345e-01,1.698637232850313261e-01,1.713734963343778450e-01,4.864006220793757884e-01,1.521059485257606203e-01,3.412372196194092266e-01
7.946387206004650317e-01,1.511202360056537186e-01,3.150263481830903878e-01,1.690603640696939636e-01,1.749263164396431813e-01,4.840867122527843236e-01,1.511202360056537186e-01,3.439866805093371727e-01
8.070810461125268453e-01,1.499461165789613415e-01,3.134080912527914542e-01,1.681876411789280656e-01,1.784773610060477744e-01,4.815957324317196031e-01,1.499461165789613415e-01,3.466650021849758678e-01
8.197181915599065505e-01,1.485862750360696094e-01,3.116870358428809884e-01,1.672461374662286560e-01,1.820243512464113089e-01,4.789331733091096721e-01,1.485862750360696094e-01,3.492704887126399926e-01
8.325532074018732187e-01,1.470438437846256496e-01,3.098681711378917236e-01,1.662366233503266844e-01,1.855650408428485276e-01,4.761047944882184080e-01,1.470438437846256496e-01,3.518016641931752120e-01
8.455891918612988833e-01,1.453223810440018859e-01,3.079565490023659091e-01,1.661516267538020730e-01,1.890972207682768413e-01,4.731166298014939375e-01,1.453223810440018859e-01,3.542573015674049808e-01
8.588292916725309700e-01,1.434258472375085081e-01,3.059572660197980576e-01,1.693332398364378322e-01,1.926187238636469234e-01,4.699749883486031843e-01,1.434258472375085081e-01,3.566364461924520501e-01
8.722767028409780243e-01,1.413585800814325943e-01,3.038754460224841747e-01,1.722594001669115193e-01,1.961274291560516914e-01,4.666864506477570451e-01,1.413585800814325943e-01,3.589384337813244508e-01
8.859346714145893698e-01,1.391252685803097133e-01,3.017162231872838607e-01,1.749298289554059305e-01,1.996212659050047855e-01,4.632578598292484973e-01,1.391252685803097133e-01,3.611629025469694221e-01
8.998064942674102173e-01,1.367309261376077889e-01,2.994847257648034500e-01,1.773454825813977898e-01,2.030982173663500867e-01,4.596963080493419174e-01,1.367309261376077889e-01,3.633097996508885541e-01
9.138955198954122894e-01,1.341808629887439597e-01,2.971860605018631363e-01,1.795085014818840752e-01,2.065563242654046283e-01,4.560091182123728881e-01,1.341808629887439597e-01,3.653793819759143524e-01
9.282051492247780367e-01,1.314806581592264101e-01,2.948252978094191290e-01,1.814221491228126815e-01,2.099936879730571748e-01,4.522038213552411201e-01,1.314806581592264101e-01,3.673722115188792214e-01
9.427388364328461723e-01,1.286361311448358524e-01,2.924074577204325287e-01,1.830907420670174202e-01,2.134084733806190792e-01,4.482881301787999262e-01,1.286361311448358524e-01,3.692891458389864212e-01
9.575000897819111456e-01,1.256533135033387760e-01,2.899374966746001703e-01,1.845195723890326323e-01,2.167989114712205179e-01,4.442699092063194244e-01,1.256533135033387760e-01,3.711313240029396887e-01
9.724924724660730657e-01,1.225384205384086322e-01,2.874202951594507782e-01,1.857148237615318942e-01,2.201633015874756572e-01,4.401571421889156621e-01,1.225384205384086322e-01,3.729001486169405410e-01
9.877196034713553452e-01,1.192978232464237676e-01,2.848606462301161990e-01,1.866834826430649186e-01,2.235000133969652913e-01,4.359578974178379140e-01,1.192978232464237676e-01,3.745972645846870064e-01
1.003185158449281689e+00,1.176135236195465783e-01,2.822632449231802232e-01,1.874332460559975932e-01,2.268074885588080292e-01,4.316802915786848160e-01,1.176135236195465783e-01,3.762245352143126498e-01
1.018892870604138023e+00,1.169218601962509069e-01,2.796326785734114528e-01,1.879724274125167127e-01,2.300842420962005974e-01,4.273324528908737374e-01,1.169218601962509069e-01,3.777840164136628820e-01
1.034846531594124208e+00,1.160866634768767669e-01,2.769734180359634257e-01,1.883098618472889285e-01,2.333288634812870077e-01,4.229224841218879316e-01,1.160866634768767669e-01,3.792779295672115136e-01
1.051049992446614123e+00,1.151131105368594643e-01,2.742898101789777998e-01,1.884548124035148042e-01,2.365400174400758559e-01,4.184584265273679771e-01,1.151131105368594643e-01,3.807086337884659777e-01
1.067507164487751847e+00,1.140065503815489711e-01,2.715860714348518612e-01,1.884168783331128527e-01,2.397164444863395805e-01,4.139482250585124201e-01,1.140065503815489711e-01,3.820785981100001671e-01
1.084222020286596422e+00,1.127724737111978903e-01,2.688662801232268307e-01,1.882059066288235549e-01,2.428569611945210205e-01,4.093996930881884100e-01,1.127724737111978903e-01,3.833903741594826275e-01
1.101198594614056114e+00,1.114164877549832372e-01,2.661343718678082504e-01,1.878319077525972824e-01,2.459604602226128089e-01,4.048204813903228949e-01,1.114164877549832372e-01,3.846465697451273424e-01
1.118440985416835121e+00,1.099442928586018692e-01,2.633941364861397960e-01,1.873049763732967110e-01,2.490259100967983086e-01,4.002180502552087349e-01,1.099442928586018692e-01,3.858498238658672475e-01
1.135953354806627624e+00,1.083616571410170315e-01,2.606492141171814492e-01,1.866352177325420469e-01,2.520523547703091838e-01,3.972320050858235141e-01,1.083616571410170315e-01,3.870027832549391977e-01
1.153739930064806574e+00,1.066743887355115217e-01,2.579030899265788435e-01,1.858326801420523422e-01,2.550389129695150858e-01,3.960329302279608776e-01,1.066743887355115217e-01,3.881080809898029282e-01
1.171805004662836325e+00,1.048883201287142269e-01,2.551590961274360359e-01,1.849072938812970079e-01,2.579847773406779288e-01,3.946460939584186534e-01,1.048883201287142269e-01,3.891683170248426693e-01
1.190152939298667834e+00,1.030092823790722673e-01,2.524204079785027921e-01,1.838688166976982785e-01,2.608892134111054917e-01,3.930848327260950681e-01,1.030092823790722673e-01,3.901860410138777713e-01
1.208788162949362865e+00,1.010430848266883064e-01,2.496900428853801035e-01,1.827267859123853644e-01,2.637515583786335660e-01,3.913622324627271665e-01,1.010430848266883064e-01,3.911637373115573468e-01
1.227715173940191695e+00,9.899550135849360943e-02,2.469708636311940819e-01,1.814904770459310757e-01,2.665712197434387809e-01,3.894910774984586821e-01,9.899550135849360943e-02,3.921038121872181814e-01
1.246938541030482739e+00,9.687224525625090510e-02,2.442655739460266040e-01,1.801688688484458511e-01,2.693476737961756351e-01,3.874838056135953002e-01,9.687224525625090510e-02,3.930085834022404301e-01
1.266462904516462373e+00,9.467896155043453721e-02,2.415767252331907367e-01,1.787706142438186263e-01,2.720804639763133581e-01,3.853524712494693083e-01,9.467896155043453721e-02,3.938802714197024990e-01
1.286292977351370270e+00,9.242120438650552883e-02,2.389067129837099679e-01,1.773040171954956001e-01,2.747691991143579870e-01,3.831087138683014204e-01,9.242120438650552883e-02,3.947209931407394401e-01
1.306433546283112923e+00,9.010442938761162313e-02,2.362577828572926253e-01,1.757770147872489142e-01,2.774135515713744837e-01,3.807637337164601066e-01,9.010442938761162313e-02,3.955327570797674830e-01
1.326889473009724929e+00,8.899109590564266425e-02,2.336320316819627263e-01,1.741971642526594921e-01,2.800132552888842108e-01,3.783282724517595397e-01,8.899109590564266425e-02,3.963174602926343160e-01
1.347665695352930459e+00,8.975465014241444661e-02,2.310314088340424676e-01,1.725716345097229876e-01,2.825681037618177904e-01,3.758125989249929133e-01,8.975465014241444661e-02,3.970768868544075625e-01
1.368767228450072038e+00,9.044970347614370021e-02,2.284577228580910446e-01,1.709072016886740153e-01,2.850779479467535071e-01,3.732265006540858021e-01,9.044970347614370021e-02,3.978127075739298912e-01
1.390199165964706829e+00,9.107908107871148795e-02,2.259126425957767581e-01,1.692102484380298977e-01,2.875426941171784767e-01,3.705792786429836227e-01,9.107908107871148795e-02,3.985264812568102832e-01
1.411966681316160876e+00,9.164559085658305349e-02,2.233977006130149767e-01,1.674867659686020971e-01,2.899623016769811157e-01,3.678797459465271147e-01,9.164559085658305349e-02,3.992196561109070396e-01
1.434075028928326168e+00,9.215201407572254366e-02,2.209142992105707914e-01,1.657423594399125566e-01,2.923367809428231157e-01,3.651362307603546187e-01,9.215201407572254366e-02,3.998935732230316509e-01
1.456529545498023603e+00,9.260109906540475722e-02,2.184637135668422991e-01,1.639822550540978585e-01,2.946661909054642536e-01,3.623565811468038023e-01,9.260109906540475722e-02,4.005494694748509277e-01
1.479335651283213870e+00,9.299555479534885039e-02,2.160470960390045159e-01,1.622113095671770533e-01,2.969506369795040235e-01,3.595481729436152407e-01,9.299555479534885039e-02,4.011884819086198872e-01
1.502498851411386838e+00,9.333804499049641601e-02,2.136654807374204768e-01,1.604340212560787793e-01,2.991902687504106595e-01,3.567179196896911875e-01,9.333804499049641601e-02,4.018116521950512166e-01
1.526024737208436344e+00,9.363118293711786277e-02,2.113197881120076338e-01,1.586545422359382784e-01,3.013852777270847882e-01,3.538722843715741972e-01,9.363118293711786277e-02,4.024199315026586454e-01
1.549918987548337235e+00,9.452506525578824315e-02,2.090108298518075225e-01,1.568766916973418912e-01,3.035358951075957656e-01,3.510172926112544722e-01,9.452506525578824315e-02,4.030141854159834391e-01
1.574187370223963711e+00,9.890307604144882303e-02,2.067393135236726132e-01,1.551039699478688194e-01,3.056423895651214639e-01,3.481585469999115556e-01,9.890307604144882303e-02,4.035951990674171985e-01
1.598835743339363180e+00,1.031992178308117208e-01,2.045058472297069108e-01,1.533395733082487389e-01,3.077050650605186455e-01,3.453012426664612833e-01,1.031992178308117208e-01,4.041636828423966765e-01
1.623870056723834887e+00,1.074133143413816827e-01,2.023109443459848444e-01,1.515864086878856154e-01,3.097242586873665271e-01,3.424501828965361150e-01,1.074133143413816827e-01,4.047202769897278452e-01
1.649296353368153056e+00,1.115453103245170885e-01,2.001550282302324568e-01,1.498471088734900925e-01,3.117003385547495453e-01,3.396097957781081256e-01,1.115453103245170885e-01,4.052655570881159020e-01
1.675120770883268051e+00,1.155952647813405787e-01,1.980384369311489756e-01,1.481240477065944583e-01,3.136337017124894988e-01,3.367841510322954202e-01,1.155952647813405787e-01,4.058000391869407419e-01
1.701349542981860141e+00,1.195633442576714139e-01,1.959614278653335484e-01,1.464193549947015449e-01,3.155247721230048930e-01,3.339769768389576621e-01,1.195633442576714139e-01,4.063241845665638841e-01
1.727989000983079171e+00,1.234498165185573815e-01,1.939241821648972353e-01,1.447349312640501540e-01,3.173739986834546167e-01,3.311916766464957917e-01,1.234498165185573815e-01,4.068384044336569305e-01
