# Fig 2a
l,theta_n1,theta_n2,theta_n3,theta_n12
16.190981738675866,0.058170034451855854,0.05817003445185585,0.058170034451855854,0.05817003445185584
16.664969044163733,0.056609213268357605,0.0566092132683576,0.056609213268357605,0.05660921326835761
17.152832220144784,0.05508782254320997,0.055087822543209965,0.055087822543209965,0.055087822543209965
17.65497747956973,0.05360499636599211,0.0536049963659921,0.05360499636599211,0.0536049963659921
18.171822927180905,0.05215988087299968,0.05215988087299968,0.05215988087299968,0.0521598808729997
18.70379890764182,0.05075163447857587,0.05075163447857586,0.05075163447857586,0.05075163447857587
19.25134836385812,0.04937942807722697,0.04937942807722697,0.04937942807722696,0.04937942807722696
19.814927205788145,0.0480424452179647,0.0480424452179647,0.0480424452179647,0.048042445217964705
20.39500469005056,0.04673988225228273,0.046739882252282726,0.04673988225228273,0.04673988225228273
20.992063810644694,0.04547094845714187,0.04547094845714188,0.04547094845714187,0.04547094845714188
21.60660170110928,0.044234866134299666,0.04423486613429966,0.04423486613429966,0.044234866134299666
22.239130048454324,0.0430308706872834,0.043030870687283396,0.0430308706872834,0.04303087068728341
22.890175519210494,0.04185821067726703,0.04185821067726703,0.041858210677267034,0.041858210677267034
23.560280197951382,0.04071614785907092,0.04071614785907092,0.04071614785907093,0.04071614785907092
