G_uM,epsilon_P,epsilon_S,J,actual_gap,universal_bound,condition_bound,condition_certifies,universal_certifies
3370.3907114852836,0.005000062579469637,0.001,0.0,9.519394046364482e-07,0.0022531505233940033,0.0010000375082737092,True,True
3936.9010497450113,0.005000062579469637,0.001,0.0,8.72643397653583e-07,0.0022531505233940033,0.0010000302714810996,True,True
4598.632978267703,0.005000062579469637,0.001,0.0,7.981749098329161e-07,0.0022531505233940033,0.0010000248326905705,True,True
5371.591767636877,0.005000062579469637,0.001,0.0,7.274623869957253e-07,0.0022531505233940033,0.0010000206234973543,True,True
6274.472925867966,0.005000062579469637,0.001,0.0,6.597496438054407e-07,0.0022531505233940033,0.0010000172853753533,True,True
7329.114385542688,0.005000062579469637,0.001,0.0,5.946315324578677e-07,0.0022531505233940033,0.0010000145852340206,True,True
8561.024696578494,0.005000062579469637,0.001,0.0,5.32019024612751e-07,0.0022531505233940033,0.001000012366891844,True,True
10000.0,0.005000062579469637,0.001,0.0,4.720683115522206e-07,0.0022531505233940033,0.0010000105224506886,True,True
20.0,0.006234570024591662,0.001,0.0,1.959888528297324e-09,0.002563520254654764,0.001000839978165531,True,True
23.361689410840295,0.006234570024591662,0.001,0.0,2.629083242506724e-09,0.002563520254654764,0.0010009816521040714,True,True
27.288426606428374,0.006234570024591662,0.001,0.0,3.512423011486519e-09,0.002563520254654764,0.0010011474058509032,True,True
31.87518734449451,0.006234570024591662,0.001,0.0,4.667771560468376e-09,0.002563520254654764,0.0010013414367146573,True,True
37.23291133272139,0.006234570024591662,0.001,0.0,6.1600827090647035e-09,0.002563520254654764,0.0010015687330692166,True,True
43.49118552081964,0.006234570024591662,0.001,0.0,8.054385962331066e-09,0.002563520254654764,0.0010018352564378514,True,True
50.80137841233114,0.006234570024591662,0.001,0.0,1.0400489249776795e-08,0.002563520254654764,0.001002148182114103,True,True
59.34030120557235,0.006234570024591662,0.001,0.0,1.320514177302265e-08,0.002563520254654764,0.0010025162233253807,True,True
69.31448431551465,0.006234570024591662,0.001,0.0,1.6390304432146834e-08,0.002563520254654764,0.0010029500749915619,True,True
80.9651727125807,0.006234570024591662,0.001,0.0,1.9749104256030353e-08,0.002563520254654764,0.0010034630263451427,True,True
94.5741609003176,0.006234570024591662,0.001,0.0,2.2939729983086597e-08,0.002563520254654764,0.001004071800726447,True,True
110.47060866220276,0.006234570024591662,0.001,0.0,2.5583421819170768e-08,0.002563520254654764,0.0010047976615271755,True,True
129.0390024296432,0.006234570024591662,0.001,0.0,2.748828628932297e-08,0.002563520254654764,0.0010056676969451635,True,True
150.72845483229952,0.006234570024591662,0.001,0.0,2.8932201796231377e-08,0.002563520254654764,0.001006715728055212,True,True
176.06356735840254,0.006234570024591662,0.001,0.0,3.1379503092308914e-08,0.002563520254654764,0.0010079808210930715,True,True
205.65711885957793,0.006234570024591662,0.001,0.0,4.118949424071483e-08,0.002563520254654764,0.0010094972969261163,True,True
240.22488679628626,0.006234570024591662,0.001,0.0,8.204583355764239e-08,0.002563520254654764,0.0010112603127235024,True,True
280.60295970445543,0.006234570024591662,0.001,0.0,2.085510132088242e-07,0.002563520254654764,0.0010131346742404254,True,True
327.76795961890105,0.006234570024591662,0.001,0.0,4.648614665841988e-07,0.002563520254654764,0.00101467983635714,True,True
382.86066357208045,0.006234570024591662,0.001,0.0,8.024403880813047e-07,0.002563520254654764,0.001015019363033636,True,True
447.213595499958,0.006234570024591662,0.001,0.0,1.123406757397305e-06,0.002563520254654764,0.0010132744698082,True,True
450.0,0.006234570024591662,0.001,0.0,1.1349507081925836e-06,0.002563520254654764,0.001013159555287412,True,True
460.0,0.006234570024591662,0.001,0.0,1.174850254692661e-06,0.002563520254654764,0.0010127293637157133,True,True
470.0,0.006234570024591662,0.001,0.0,1.2124308345629053e-06,0.002563520254654764,0.0010122759035320885,True,True
480.0,0.006234570024591662,0.001,0.0,1.2477966816470953e-06,0.002563520254654764,0.001011805044305424,True,True
490.0,0.006234570024591662,0.001,0.0,1.2810560935383464e-06,0.002563520254654764,0.0010113224020081848,True,True
500.0,0.006234570024591662,0.001,0.0,1.3123179886664893e-06,0.002563520254654764,0.0010108332244130871,True,True
510.0,0.006234570024591662,0.001,0.0,1.3416894807383173e-06,0.002563520254654764,0.0010103423050228924,True,True
520.0,0.006234570024591662,0.001,0.0,1.3692742440452044e-06,0.002563520254654764,0.0010098539252100238,True,True
522.3832559187591,0.006234570024591662,0.001,0.0,1.3755957694039367e-06,0.002563520254654764,0.0010097383296490672,True,True
530.0,0.006234570024591662,0.001,0.0,1.3951714707971519e-06,0.002563520254654764,0.0010093718225878115,True,True
