# Fig 2b
l,nH_n1,nH_n2,nH_n3,nH_n12
0.025381811418260458,0.9999999996956888,0.9999999996956888,0.999999995032752,0.9999999972531981
0.026893556656722693,0.9999999988075103,0.9999999988075103,1.0000000010279564,1.0000000010279564
0.028495341712609815,0.9999999996956888,0.9999999996956888,0.9999999994736442,1.0000000016940902
0.030192529373589783,1.0000000003618226,1.0000000003618226,0.9999999983634211,1.000000002360224
0.03199080183592549,0.9999999994736442,1.000000001250001,1.000000001250001,1.000000001250001
0.0338961797285079,0.9999999990295549,1.0000000008059118,0.9999999974752427,1.0000000008059118
0.03591504226996412,1.0000000003618226,0.9999999985854657,1.0000000003618226,0.9999999985854657
0.038054148626326334,0.9999999992515995,0.9999999961429751,0.9999999992515995,1.000000002360224
0.04032066054076738,1.0000000008059118,1.0000000039145363,1.0000000008059118,0.9999999992515995
0.04272216631116737,0.9999999992515995,1.0000000005838672,0.9999999979193319,1.0000000005838672
0.045266706195788625,0.9999999988075103,1.000000000139778,0.9999999974752427,0.9999999988075103
0.04796279933211696,0.9999999999177334,1.0000000010279564,0.9999999985854657,0.9999999985854657
0.050819472258994164,0.9999999999177334,1.000000002360224,0.9999999974752427,1.000000001250001
0.053846289137533684,0.9999999992515995,1.0000000014720456,0.9999999992515995,0.9999999981413765
0.05705338377199953,0.9999999992515995,0.9999999992515995,1.000000001250001,1.0000000003618226
0.06045149353785445,0.9999999999177334,1.0000000010279564,1.000000000139778,1.000000000139778
0.0640519953305687,0.9999999981413765,1.0000000003618226,1.000000001250001,0.9999999972531981
0.0678669436555464,1.0000000003618226,1.0000000003618226,1.000000001250001,0.9999999994736442
0.07190911098669459,0.9999999996956888,0.9999999996956888,0.9999999996956888,1.0000000005838672
0.0761920305287561,0.9999999996956888,0.9999999996956888,0.9999999990295549,0.9999999996956888
0.0807300415265744,0.9999999994736442,0.9999999994736442,1.000000000139778,1.0000000016940902
0.08553833727298654,0.9999999996956888,0.9999999994736442,1.000000001250001,0.9999999996956888
0.0906330159760748,1.000000000139778,1.000000000139778,1.0000000016940902,0.9999999985854657
0.09603113465608085,1.000000000139778,1.0000000008059118,1.0000000008059118,0.9999999988075103
0.10175076625242989,0.9999999999177334,0.9999999999177334,0.9999999992515995,1.0000000005838672
0.1078110601320594,1.000000000139778,1.0000000008059118,0.9999999994736442,0.9999999999177334
0.1142323062016347,1.0000000005838672,1.0000000003618226,1.0000000005838672,1.0000000010279564
0.12103600283829957,0.9999999999177334,1.000000000139778,0.9999999994736442,1.0000000005838672
0.12824492886639474,0.9999999992515995,0.9999999996956888,0.9999999996956888,1.0000000003618226
0.1358832198211223,1.0000000006948895,0.9999999990295549,1.0000000006948895,0.9999999990295549
0.14397644875448803,1.000000000139778,1.000000000139778,1.000000000139778,0.9999999996956888
0.15255171185405983,0.9999999996956888,1.000000000139778,1.000000000139778,1.0000000005838672
0.16163771916119482,1.0000000002508003,1.0000000006948895,0.9999999998067111,1.0000000002508003
0.17126489069246054,0.9999999998067111,0.9999999998067111,1.0000000003618226,1.0000000002508003
0.18146545828606478,1.0000000000287557,1.0000000004728449,0.9999999999177334,0.9999999991405772
0.1922735735142775,1.0000000000287557,1.0000000000287557,1.0000000000287557,0.9999999999177334
0.20372542202313576,0.9999999996956888,0.9999999996956888,1.0000000005838672,0.9999999992515995
0.2158593446822417,0.9999999996956888,1.0000000000287557,1.0000000000287557,1.0000000004728449
0.2287159659502647,1.0000000000287557,1.0000000003618226,1.0000000003618226,1.0000000000287557
0.24233832988591555,1.0000000000287557,1.0000000000287557,1.000000000139778,1.0000000000287557
0.2567720442597587,1.0000000003618226,0.9999999996956888,1.0000000000287557,0.9999999989185326
0.27206543324934984,1.0000000003618226,0.9999999996956888,1.0000000000287557,0.9999999996956888
0.28826969922892337,0.9999999999177334,1.0000000002508003,1.0000000002508003,1.0000000002508003
0.30543909419530246,0.9999999995846665,0.9999999999177334,0.9999999999177334,0.9999999995846665
0.3236311014039675,0.9999999999177334,0.9999999992515995,0.9999999992515995,0.9999999996956888
0.3429066278234001,1.0000000000287557,1.0000000000287557,1.0000000000287557,1.0000000006948895
0.3633302080520445,0.9999999999177334,0.9999999999177334,0.9999999999177334,0.9999999999177334
0.38497022038059775,1.0000000000842668,0.9999999998067111,0.9999999998067111,1.0000000003618226
0.40789911572300946,1.0000000000287557,0.9999999999732445,1.0000000002508003,1.0000000003063114
0.43219366018265293,0.9999999998067111,0.9999999998067111,1.0000000000842668,1.000000000528356
0.45793519206578076,0.9999999998622222,1.0000000001952891,1.0000000004728449,1.0000000004173337
0.4852098942027481,0.9999999998067111,0.9999999998067111,1.0000000000287557,1.0000000003618226
0.5141090824887369,1.0000000000287557,0.9999999998067111,0.9999999998067111,1.0000000000287557
0.5447295116100166,1.000000000139778,1.000000000139778,0.9999999996401776,1.000000000139778
0.5771736989793174,0.9999999998622222,0.9999999994736442,0.9999999998622222,0.9999999998622222
0.6115502679648502,0.9999999998622222,0.9999999998622222,1.000000000139778,0.9999999993903774
0.6479743115621108,0.9999999999732445,0.9999999999732445,1.0000000000842668,0.9999999996679332
0.6865677777260398,1.000000000139778,1.0000000003618226,1.000000000139778,0.9999999996679332
0.7274598776536372,1.000000000139778,0.9999999998899778,0.999999999418133,1.000000000139778
0.7707875183839603,0.9999999999177334,1.0000000003895781,0.9999999999177334,1.0000000001120224
