# Fig 5A: calibrated composite responses normalised between their plateaus; midpoints at the reported cascade half-points
glutamine_mM,Y_norm_PII_0.5,Y_norm_PII_5,Y_norm_PII_36
0.1541593692842272,0.0018420597330991338,0.0029514689031377214,0.13190072666210356
0.1568515164373547,0.0020046148241673,0.003211610328907591,0.14190876562038132
0.1595906776404731,0.002182021531878058,0.0034954609842572258,0.15257468823177678
0.16237767391887217,0.002375642103057274,0.003805184483325211,0.1639210132645541
0.165213340635737,0.0025869605858357416,0.00414313574107264,0.17596749979864867
0.16809852774253636,0.002817593021665066,0.004511876556257117,0.18873052321276057
0.17103410003378405,0.003069298370963893,0.004914192230235215,0.20222242526680687
0.1740209374062485,0.0033439902055744514,0.005353109249781129,0.21645085285582827
0.1770599351226898,0.0036437491991734945,0.0058319140546619335,0.23141810336679394
0.1801520040802025,0.003970836443893838,0.006354172901270739,0.24712049772814731
0.18329807108324356,0.004327707617524017,0.006923752821876384,0.26354780494519814
0.1864990791214297,0.00471702802059483,0.007544843664654596,0.2806827438740353
0.18975598765218504,0.005141688496249689,0.008221981182250789,0.2985005889045029
0.19306977288832497,0.005604822237821189,0.008960071115777936,0.31696890581878717
0.19644142809066276,0.006109822479279778,0.009764414196453979,0.336047442138285
0.19987196386572506,0.006660361051931018,0.010640731958071262,0.3556881926268972
0.20336240846866724,0.007260407776659981,0.011595193219715895,0.37583565526528623
0.20691380811147891,0.00791425064437262,0.012634441059149475,0.3964272860773203
0.2105272272765707,0.008626516717773326,0.013765620052585198,0.4173941529679546
0.21420374903583841,0.009402193664948932,0.014996403505830534,0.43866177966894776
0.21794447537529857,0.010246651809099878,0.016335020344581234,0.46015116156379227
0.22175052752539318,0.011165666548874435,0.01779028126778493,0.4817799262398144
0.2256230462970634,0.01216544096984933,0.019371603697336783,0.5034636037796852
0.22956319242369097,0.013252628429518982,0.021089034979996743,0.5251169656929214
0.23357214690901212,0.014434354855513103,0.02295327321363702,0.5466553875151071
0.2376511113811074,0.015718240449542963,0.024975684980363105,0.5679961888013366
0.24180130845257206,0.017112420437764397,0.027168319174707814,0.5890599056211416
0.24602398208697762,0.018625564451954207,0.029543916017445927,0.6097714545996434
0.25032039797173256,0.020266894065399246,0.03211591024662767,0.6300611536986167
0.25469184389745403,0.02204619794319613,0.03489842737987152,0.6498655727690918
0.25913963014396585,0.023973843999474907,0.037906271849157354,0.6691281957952229
0.26366508987303583,0.026060787884951687,0.04115490572555421,0.68779988600524
0.2682695795279725,0.028318577058561483,0.04466041668155987,0.7058391539938671
0.2729544792402006,0.030759349628531597,0.04843947378901897,0.7232122371147346
0.2777211932429355,0.033395827083365984,0.05250926972778632,0.7398930052262493
0.28257115029208285,0.03624129997458127,0.05688744799214041,0.7558627131314754
0.287505804094488,0.039309605563919846,0.061592013736804306,0.7711096236220485
0.2925266337436645,0.04261509641199377,0.0666412270111796,0.7856285269433727
0.29763514416313175,0.04617259886721821,0.07205347729800965,0.7994201828864328
0.3028328665574946,0.04999736041831063,0.07784713850980389,0.8124907108079545
0.30812135887140024,0.054104984905816236,0.08404040391070422,0.8248509509615899
0.3135022062565114,0.05851135465356736,0.09065110082908545,0.8365158178805349
0.31897702154663216,0.0632325386853142,0.09769648551064417,0.8475036634682825
0.32454744574113303,0.06828468634040968,0.10519301903318982,0.8578356641802585
0.33021514849681755,0.07368390580030884,0.11315612585853106,0.8675352434236581
0.3359818286283781,0.07944612728882733,0.12159993732420127,0.8766275372268045
0.3418492146175929,0.08558695101627235,0.13053702316251686,0.8851389084457498
0.34781906513141303,0.0921214803015554,0.13997811495410178,0.8930965123539539
0.3538931695490988,0.09906414072567717,0.14993182624806703,0.9005279144326533
0.3600733484985618,0.10642848664003395,0.16040437487519849,0.9074607595472567
0.36636145440207163,0.11422699686592507,0.17139931370161166,0.9139224904391537
0.372759372031494,0.12247086196576283,0.18291727667184254,0.9199401125483232
0.37926901907322497,0.13116976602598893,0.19495574742347546,0.9255400015669893
0.3858923467029903,0.14033166644683892,0.20750885797234447,0.9307477497616612
0.39263134017068374,0.1499625757612919,0.2205672249245249,0.9355880469434938
0.39948801939541706,0.16006634997807664,0.23411783033346747,0.940084591971049
0.4064644395709628,0.1706444883326594,0.2481439536647167,0.9442600307954935
0.4135626917817708,0.18169594960601446,0.2626251603494627,0.9481359172715439
0.42078490362974025,0.1932169903050002,0.27753735111333816,0.9517326932289691
0.42813323987193935,0.20520102996454506,0.2928528746904986,0.955069684605542
0.4356099030694608,0.21763854860983517,0.30854070472786516,0.9581651107642029
0.44321713424760856,0.2305170209928766,0.32456667972248127,0.9610361044405887
0.4509572135676147,0.2438208915878258,0.34089380280379084,0.9636987400814196
