enzyme_target_ratio,G_over_K,total_fraction_lambda1,total_fraction_lambda4,gap,rigorous_pairwise_bound
3.162277660168379394e-04,1.880301546543196523e+01,3.584035420569912089e-01,3.584024467754654553e-01,1.095281525753666330e-06,3.162277660168379394e-04
3.162277660168379394e-04,2.073489084105543157e+01,3.295286432034188473e-01,3.295277529563461760e-01,8.902470726712685689e-07,3.162277660168379394e-04
3.162277660168379394e-04,2.286525259636630025e+01,3.036439811002886180e-01,3.036432536363359858e-01,7.274639526322346228e-07,3.162277660168379394e-04
3.162277660168379394e-04,2.521449378746882530e+01,2.807078653791262868e-01,2.807072672072839503e-01,5.981718423364590365e-07,3.162277660168379394e-04
3.162277660168379394e-04,2.780510271114779997e+01,2.605917867642002506e-01,2.605912914831544636e-01,4.952810457869993854e-07,3.162277660168379394e-04
3.162277660168379394e-04,3.066187817586519060e+01,2.431062023885398049e-01,2.431057892596820980e-01,4.131288577069458512e-07,3.162277660168379394e-04
3.162277660168379394e-04,3.381216689031207068e+01,2.280240971645665637e-01,2.280237499276190072e-01,3.472369475565617591e-07,3.162277660168379394e-04
3.162277660168379394e-04,3.728612524193668776e+01,2.151006871683793231e-01,2.151003930786908880e-01,2.940896884351396068e-07,3.162277660168379394e-04
3.162277660168379394e-04,4.111700797134443519e+01,2.040886659475183162e-01,2.040884150056046509e-01,2.509419136653701088e-07,3.162277660168379394e-04
3.162277660168379394e-04,4.534148650592767638e+01,1.947491238541661784e-01,1.947489081963018343e-01,2.156578643441875442e-07,3.162277660168379394e-04
3.162277660168379394e-04,5.000000000000000000e+01,1.868586942819149554e-01,1.868585077023781627e-01,1.865795367927969295e-07,3.162277660168379394e-04
3.981071705534973523e-04,2.000000000000000042e-02,9.988489527588201300e-01,9.988489589728146711e-01,6.213994541148792905e-09,3.981071705534973523e-04
3.981071705534973523e-04,2.205485697671746848e-02,9.988437830987342281e-01,9.988437899737289127e-01,6.874994684658020105e-09,3.981071705534973523e-04
3.981071705534973523e-04,2.432083581317314586e-02,9.988380095215673160e-01,9.988380171306734390e-01,7.609106122963282814e-09,3.981071705534973523e-04
3.981071705534973523e-04,2.681962777068809187e-02,9.988315542620823662e-01,9.988315626871548947e-01,8.425072528517318915e-09,3.981071705534973523e-04
3.981071705534973523e-04,2.957515273256627192e-02,9.988243281713102828e-01,9.988243375041445660e-01,9.332834283171109746e-09,3.981071705534973523e-04
3.981071705534973523e-04,3.261378817906619709e-02,9.988162288143112022e-01,9.988162391580436283e-01,1.034373242614350374e-08,3.981071705534973523e-04
3.981071705534973523e-04,3.596462168791318692e-02,9.988071382144337873e-01,9.988071496851786968e-01,1.147074490948085668e-08,3.981071705534973523e-04
3.981071705534973523e-04,3.965972937743380416e-02,9.987969201736772717e-01,9.987969329024558585e-01,1.272877858671250806e-08,3.981071705534973523e-04
3.981071705534973523e-04,4.373448295773112865e-02,9.987854170842077606e-01,9.987854312192251394e-01,1.413501737879130360e-08,3.981071705534973523e-04
3.981071705534973523e-04,4.822788832917234564e-02,9.987724461284511746e-01,9.987724618378038821e-01,1.570935270756024238e-08,3.981071705534973523e-04
3.981071705534973523e-04,5.318295896944989082e-02,9.987577947438364134e-01,9.987578122187378282e-01,1.747490141479346448e-08,3.981071705534973523e-04
3.981071705534973523e-04,5.864712768349253369e-02,9.987412152024192080e-01,9.987412346610652358e-01,1.945864602781455233e-08,3.981071705534973523e-04
3.981071705534973523e-04,6.467270065773574050e-02,9.987224181242979615e-01,9.987224398165133188e-01,2.169221535730514461e-08,3.981071705534973523e-04
3.981071705534973523e-04,7.131735816522113969e-02,9.987010647058384150e-01,9.987010889186863638e-01,2.421284794884570601e-08,3.981071705534973523e-04
3.981071705534973523e-04,7.864470671456429141e-02,9.986767573977953782e-01,9.986767844623648527e-01,2.706456947443314220e-08,3.981071705534973523e-04
3.981071705534973523e-04,8.672488792828034199e-02,9.986490287128433341e-01,9.986490590124876832e-01,3.029964434908549720e-08,3.981071705534973523e-04
3.981071705534973523e-04,9.563524997900371694e-02,9.986173277747193433e-01,9.986173617550699877e-01,3.398035064439142161e-08,3.981071705534973523e-04
3.981071705534973523e-04,1.054610880109774079e-01,9.985810041397726877e-01,9.985810423209156017e-01,3.818114291398444493e-08,3.981071705534973523e-04
3.981071705534973523e-04,1.162964606345559676e-01,9.985392883231754002e-01,9.985393313144584893e-01,4.299128308904442974e-08,3.981071705534973523e-04
3.981071705534973523e-04,1.282450903096792605e-01,9.984912683429991720e-01,9.984913168609953482e-01,4.851799617622276628e-08,3.981071705534973523e-04
3.981071705534973523e-04,1.414213562373095034e-01,9.984358614514718955e-01,9.984359163416898220e-01,5.489021792648429710e-08,3.981071705534973523e-04
3.981071705534973523e-04,1.559513892633635490e-01,9.983717800490959915e-01,9.983718423120607754e-01,6.226296478395454415e-08,3.981071705534973523e-04
3.981071705534973523e-04,1.719742792761937422e-01,9.982974905679616873e-01,9.982975613902480561e-01,7.082228636878795669e-08,3.981071705534973523e-04
3.981071705534973523e-04,1.896434066555258979e-01,9.982111638585275948e-01,9.982112446491917535e-01,8.079066415866975603e-08,3.981071705534973523e-04
3.981071705534973523e-04,2.091279105182546061e-01,9.981106153112414558e-01,9.981107077437390007e-01,9.243249754486981828e-08,3.981071705534973523e-04
3.981071705534973523e-04,2.306143078159937077e-01,9.979932325810606519e-01,9.979933386400784423e-01,1.060590177903719677e-07,3.981071705534973523e-04
3.981071705534973523e-04,2.543082787833217950e-01,9.978558883484373032e-01,9.978560103798459480e-01,1.220314086447515933e-07,3.981071705534973523e-04
3.981071705534973523e-04,2.804366358280677152e-01,9.976948350323464609e-01,9.976949757924686857e-01,1.407601222247478745e-07,3.981071705534973523e-04
3.981071705534973523e-04,3.092494947109917791e-01,9.975055777560463133e-01,9.975057404531504357e-01,1.626971041224223313e-07,3.981071705534973523e-04
3.981071705534973523e-04,3.410226687986532279e-01,9.972827211401571468e-01,9.972829094559654273e-01,1.883158082804925471e-07,3.981071705534973523e-04
3.981071705534973523e-04,3.760603093086393733e-01,9.970197846459371016e-01,9.970200027171394197e-01,2.180712023180930714e-07,3.981071705534973523e-04
3.981071705534973523e-04,4.146978168211084559e-01,9.967089802011769306e-01,9.967092325294510946e-01,2.523282741639931714e-07,3.981071705534973523e-04
3.981071705534973523e-04,4.573050519273262893e-01,9.963409447022134602e-01,9.963412359447896272e-01,2.912425761669723556e-07,3.981071705534973523e-04
3.981071705534973523e-04,5.042898757493767814e-01,9.959044186954117972e-01,9.959047532655074253e-01,3.345700956280950322e-07,3.981071705534973523e-04
3.981071705534973523e-04,5.561020542229561103e-01,9.953858611097098352e-01,9.953862424861715796e-01,3.813764617444093119e-07,3.981071705534973523e-04
3.981071705534973523e-04,6.132375635173039630e-01,9.947689883686279266e-01,9.947694179769185352e-01,4.296082906085629816e-07,3.981071705534973523e-04
3.981071705534973523e-04,6.762433378062412404e-01,9.940342246184398212e-01,9.940347001031162311e-01,4.754846764098985545e-07,3.981071705534973523e-04
3.981071705534973523e-04,7.457225048387343680e-01,9.931580482820724365e-01,9.931585609511001111e-01,5.126690276746614927e-07,3.981071705534973523e-04
3.981071705534973523e-04,8.223401594268892056e-01,9.921122188740818526e-01,9.921127500724550297e-01,5.311983731770553163e-07,3.981071705534973523e-04
3.981071705534973523e-04,9.068297301185536119e-01,9.908628672884970401e-01,9.908633834791427120e-01,5.161906456718767799e-07,3.981071705534973523e-04
3.981071705534973523e-04,1.000000000000000000e+00,9.893694330522105895e-01,9.893698794878232894e-01,4.464356126998580976e-07,3.981071705534973523e-04
3.981071705534973523e-04,1.102742848835872813e+00,9.875834339910036785e-01,9.875837271089310532e-01,2.931179273746309377e-07,3.981071705534973523e-04
3.981071705534973523e-04,1.216041790658657140e+00,9.854470583412158202e-01,9.854470774697130508e-01,1.912849723062493013e-08,3.981071705534973523e-04
3.981071705534973523e-04,1.340981388534404628e+00,9.828915778864555364e-01,9.828911575607688356e-01,4.203256867008065001e-07,3.981071705534973523e-04
3.981071705534973523e-04,1.478757636628313499e+00,9.798355949860977354e-01,9.798345201116894776e-01,1.074874408257819880e-06,3.981071705534973523e-04
3.981071705534973523e-04,1.630689408953309716e+00,9.761831586773469516e-01,9.761811657677124110e-01,1.992909634540573904e-06,3.981071705534973523e-04
3.981071705534973523e-04,1.798231084395658153e+00,9.718218181565202451e-01,9.718186065015114172e-01,3.211655008827918323e-06,3.981071705534973523e-04
3.981071705534973523e-04,1.982986468871690056e+00,9.666207290092205806e-01,9.666159852335208802e-01,4.743775699700414350e-06,3.981071705534973523e-04
3.981071705534973523e-04,2.186724147886555336e+00,9.604289916704912278e-01,9.604224289810430193e-01,6.562689448208480769e-06,3.981071705534973523e-04
3.981071705534973523e-04,2.411394416458617407e+00,9.530744850910615185e-01,9.530658942289615965e-01,8.590862099921992012e-06,3.981071705534973523e-04
3.981071705534973523e-04,2.659147948472494249e+00,9.443635616989645154e-01,9.443528648871483133e-01,1.069681181620207866e-05,3.981071705534973523e-04
3.981071705534973523e-04,2.932356384174625852e+00,9.340820883960361254e-01,9.340693825471226841e-01,1.270584891344128664e-05,3.981071705534973523e-04
3.981071705534973523e-04,3.233635032886784888e+00,9.219984406772571139e-01,9.219840148875093622e-01,1.442578974775177159e-05,3.981071705534973523e-04
3.981071705534973523e-04,3.565867908261056041e+00,9.078691586330436269e-01,9.078534758520649950e-01,1.568278097863196052e-05,3.981071705534973523e-04
3.981071705534973523e-04,3.932235335728213599e+00,8.914480123877517315e-01,8.914316555408674514e-01,1.635684688428007405e-05,3.981071705534973523e-04
3.981071705534973523e-04,4.336244396414017821e+00,8.724991373614428003e-01,8.724827319923035285e-01,1.640536913927181928e-05,3.981071705534973523e-04
3.981071705534973523e-04,4.781762498950185680e+00,8.508146071018113377e-01,8.507987401645096259e-01,1.586693730171173655e-05,3.981071705534973523e-04
3.981071705534973523e-04,5.273054400548867093e+00,8.262362359628168118e-01,8.262213901667224691e-01,1.484579609434266700e-05,3.981071705534973523e-04
3.981071705534973523e-04,5.814823031727796021e+00,7.986805077195318070e-01,7.986670235934913986e-01,1.348412604040838403e-05,3.981071705534973523e-04
3.981071705534973523e-04,6.412254515483961193e+00,7.681643639333118889e-01,7.681524317471266627e-01,1.193218618522617902e-05,3.981071705534973523e-04
3.981071705534973523e-04,7.071067811865474617e+00,7.348283569012428185e-01,7.348180323919857315e-01,1.032450925708694456e-05,3.981071705534973523e-04
3.981071705534973523e-04,7.797569463168178672e+00,6.989527387120797464e-01,6.989439726943387221e-01,8.766017741024256793e-06,3.981071705534973523e-04
3.981071705534973523e-04,8.598713963809681005e+00,6.609618872224336528e-01,6.609545594389252265e-01,7.327783508426222170e-06,3.981071705534973523e-04
3.981071705534973523e-04,9.482170332776291843e+00,6.214134719446982036e-01,6.214074222176078077e-01,6.049727090395862206e-06,3.981071705534973523e-04
3.981071705534973523e-04,1.045639552591272725e+01,5.809710581559088816e-01,5.809661111788337884e-01,4.946977075093172971e-06,3.981071705534973523e-04
3.981071705534973523e-04,1.153071539079968311e+01,5.403620713002563747e-01,5.403580540860398740e-01,4.017214216500697432e-06,3.981071705534973523e-04
3.981071705534973523e-04,1.271541393916609408e+01,5.003263421081187712e-01,5.003230947710390897e-01,3.247337079681500427e-06,3.981071705534973523e-04
3.981071705534973523e-04,1.402183179140337721e+01,4.615627549966511700e-01,4.615601362953287712e-01,2.618701322398830911e-06,3.981071705534973523e-04
3.981071705534973523e-04,1.546247473554957885e+01,4.246820023732996163e-01,4.246798915676849862e-01,2.110805614630173466e-06,3.981071705534973523e-04
3.981071705534973523e-04,1.705113343993265929e+01,3.901719264842623547e-01,3.901702228589148946e-01,1.703625347460047124e-06,3.981071705534973523e-04
3.981071705534973523e-04,1.880301546543196523e+01,3.583789674670455616e-01,3.583775885536525374e-01,1.378913393024205902e-06,3.981071705534973523e-04
3.981071705534973523e-04,2.073489084105543157e+01,3.295058486101093420e-01,3.295047278250978207e-01,1.120785011521352459e-06,3.981071705534973523e-04
3.981071705534973523e-04,2.286525259636630025e+01,3.036228227069588947e-01,3.036219068583494440e-01,9.158486094507090058e-07,3.981071705534973523e-04
3.981071705534973523e-04,2.521449378746882530e+01,2.806881856469587433e-01,2.806874325713863971e-01,7.530755723461624029e-07,3.981071705534973523e-04
3.981071705534973523e-04,2.780510271114779997e+01,2.605734242582362636e-01,2.605728007177948724e-01,6.235404413912348787e-07,3.981071705534973523e-04
3.981071705534973523e-04,3.066187817586519060e+01,2.430889991476359591e-01,2.430884790334219003e-01,5.201142140587311502e-07,3.981071705534973523e-04
3.981071705534973523e-04,3.381216689031207068e+01,2.280079037970206557e-01,2.280074666380957626e-01,4.371589248930440874e-07,3.981071705534973523e-04
3.981071705534973523e-04,3.728612524193668776e+01,2.150853660211825835e-01,2.150849957725956829e-01,3.702485869006011399e-07,3.981071705534973523e-04
3.981071705534973523e-04,4.111700797134443519e+01,2.040740927511505709e-01,2.040737768239782868e-01,3.159271722841250352e-07,3.981071705534973523e-04
3.981071705534973523e-04,4.534148650592767638e+01,1.947351882345841056e-01,1.947349167287218685e-01,2.715058622371202546e-07,3.981071705534973523e-04
3.981071705534973523e-04,5.000000000000000000e+01,1.868452994838845360e-01,1.868450645865781246e-01,2.348973064114634468e-07,3.981071705534973523e-04
5.011872336272725275e-04,2.000000000000000042e-02,9.988490454393106344e-01,9.988490532622718021e-01,7.822961167747166655e-09,5.011872336272725275e-04
5.011872336272725275e-04,2.205485697671746848e-02,9.988438759572145775e-01,9.988438846123257608e-01,8.655111183308861200e-09,5.011872336272725275e-04
5.011872336272725275e-04,2.432083581317314586e-02,9.988381025780964650e-01,9.988381121573995935e-01,9.579303128504079723e-09,5.011872336272725275e-04
5.011872336272725275e-04,2.681962777068809187e-02,9.988316475390810467e-01,9.988316581456245791e-01,1.060654353235435110e-08,5.011872336272725275e-04
5.011872336272725275e-04,2.957515273256627192e-02,9.988244216938374498e-01,9.988244334431852778e-01,1.174934782799397226e-08,5.011872336272725275e-04
5.011872336272725275e-04,3.261378817906619709e-02,9.988163226103711212e-01,9.988163356323629394e-01,1.302199181818508578e-08,5.011872336272725275e-04
5.011872336272725275e-04,3.596462168791318692e-02,9.988072323153018850e-01,9.988072467561180945e-01,1.444081620949333455e-08,5.011872336272725275e-04
5.011872336272725275e-04,3.965972937743380416e-02,9.987970146142524097e-01,9.987970306388372910e-01,1.602458488125790836e-08,5.011872336272725275e-04
5.011872336272725275e-04,4.373448295773112865e-02,9.987855119033727247e-01,9.987855296983052522e-01,1.779493252751507271e-08,5.011872336272725275e-04
5.011872336272725275e-04,4.822788832917234564e-02,9.987725413694337195e-01,9.987725611463340591e-01,1.977690033960755045e-08,5.011872336272725275e-04
5.011872336272725275e-04,5.318295896944989082e-02,9.987578904545513225e-01,9.987579124541422493e-01,2.199959092674674821e-08,5.011872336272725275e-04
5.011872336272725275e-04,5.864712768349253369e-02,9.987413114357529542e-01,9.987413359327254048e-01,2.449697245054949235e-08,5.011872336272725275e-04
5.011872336272725275e-04,6.467270065773574050e-02,9.987225149382923384e-01,9.987225422471553982e-01,2.730886305979396411e-08,5.011872336272725275e-04
5.011872336272725275e-04,7.131735816522113969e-02,9.987011621636986414e-01,9.987011926458417843e-01,3.048214314294028782e-08,5.011872336272725275e-04
5.011872336272725275e-04,7.864470671456429141e-02,9.986768555676188708e-01,9.986768896398544593e-01,3.407223558848926359e-08,5.011872336272725275e-04
5.011872336272725275e-04,8.672488792828034199e-02,9.986491276669100525e-01,9.986491658118493708e-01,3.814493931830753581e-08,5.011872336272725275e-04
5.011872336272725275e-04,9.563524997900371694e-02,9.986174275881380957e-01,9.986174703667924923e-01,4.277865439661354685e-08,5.011872336272725275e-04
5.011872336272725275e-04,1.054610880109774079e-01,9.985811048881575447e-01,9.985811529552717225e-01,4.806711417781883711e-08,5.011872336272725275e-04
5.011872336272725275e-04,1.162964606345559676e-01,9.985393900789309996e-01,9.985394442016206629e-01,5.412268966331623687e-08,5.011872336272725275e-04
5.011872336272725275e-04,1.282450903096792605e-01,9.984913711695784233e-01,9.984914322499458539e-01,6.108036743057709828e-08,5.011872336272725275e-04
5.011872336272725275e-04,1.414213562373095034e-01,9.984359653947550983e-01,9.984360344972200707e-01,6.910246497238148322e-08,5.011872336272725275e-04
5.011872336272725275e-04,1.559513892633635490e-01,9.983718851246695669e-01,9.983719635088020850e-01,7.838413251803899584e-08,5.011872336272725275e-04
5.011872336272725275e-04,1.719742792761937422e-01,9.982975967426120922e-01,9.982976859022018035e-01,8.915958971122961430e-08,5.011872336272725275e-04
5.011872336272725275e-04,1.896434066555258979e-01,9.982112710236138442e-01,9.982113727325276908e-01,1.017089138466431564e-07,5.011872336272725275e-04
5.011872336272725275e-04,2.091279105182546061e-01,9.981107232446959632e-01,9.981108396096559643e-01,1.163649600011140706e-07,5.011872336272725275e-04
5.011872336272725275e-04,2.306143078159937077e-01,9.979933408935646177e-01,9.979934744130949387e-01,1.335195303209246731e-07,5.011872336272725275e-04
5.011872336272725275e-04,2.543082787833217950e-01,9.978559964076348932e-01,9.978561500349496516e-01,1.536273147584310550e-07,5.011872336272725275e-04
5.011872336272725275e-04,2.804366358280677152e-01,9.976949418567326866e-01,9.976951190617553422e-01,1.772050226556132202e-07,5.011872336272725275e-04
5.011872336272725275e-04,3.092494947109917791e-01,9.975056818671562686e-01,9.975058866887510645e-01,2.048215947958453853e-07,5.011872336272725275e-04
5.011872336272725275e-04,3.410226687986532279e-01,9.972828203576997730e-01,9.972830574307437468e-01,2.370730439738011341e-07,5.011872336272725275e-04
5.011872336272725275e-04,3.760603093086393733e-01,9.970198758053104848e-01,9.970201503374106489e-01,2.745321001640377290e-07,5.011872336272725275e-04
5.011872336272725275e-04,4.146978168211084559e-01,9.967090587660520917e-01,9.967093764242616061e-01,3.176582095143487550e-07,5.011872336272725275e-04
5.011872336272725275e-04,4.573050519273262893e-01,9.963410042363401997e-01,9.963413708834885085e-01,3.666471483088074024e-07,5.011872336272725275e-04
5.011872336272725275e-04,5.042898757493767814e-01,9.959044501472361643e-01,9.959048713389020424e-01,4.211916658780623379e-07,5.011872336272725275e-04
5.011872336272725275e-04,5.561020542229561103e-01,9.953858518507489039e-01,9.953863319661581111e-01,4.801154092071158175e-07,5.011872336272725275e-04
5.011872336272725275e-04,6.132375635173039630e-01,9.947689209121706178e-01,9.947694617454645449e-01,5.408332939271787154e-07,5.011872336272725275e-04
5.011872336272725275e-04,6.762433378062412404e-01,9.940340749299351186e-01,9.940346735154004243e-01,5.985854653056676966e-07,5.011872336272725275e-04
5.011872336272725275e-04,7.457225048387343680e-01,9.931577835786582487e-01,9.931584289734057824e-01,6.453947475337784567e-07,5.011872336272725275e-04
5.011872336272725275e-04,8.223401594268892056e-01,9.921117948018484123e-01,9.921124635206303166e-01,6.687187819043316495e-07,5.011872336272725275e-04
5.011872336272725275e-04,9.068297301185536119e-01,9.908622243686786568e-01,9.908628741913571014e-01,6.498226784446003990e-07,5.011872336272725275e-04
5.011872336272725275e-04,1.000000000000000000e+00,9.893684923114473007e-01,9.893690543166433482e-01,5.620051960475436204e-07,5.011872336272725275e-04
5.011872336272725275e-04,1.102742848835872813e+00,9.875820917504141150e-01,9.875824607416637813e-01,3.689912496662728358e-07,5.011872336272725275e-04
5.011872336272725275e-04,1.216041790658657140e+00,9.854451802531221105e-01,9.854452043181266552e-01,2.406500454465998473e-08,5.011872336272725275e-04
5.011872336272725275e-04,1.340981388534404628e+00,9.828889924979526960e-01,9.828884633354921796e-01,5.291624605163747219e-07,5.011872336272725275e-04
5.011872336272725275e-04,1.478757636628313499e+00,9.798320873947178322e-01,9.798307342256742380e-01,1.353169043594171228e-06,5.011872336272725275e-04
5.011872336272725275e-04,1.630689408953309716e+00,9.761784652318764577e-01,9.761759563572858234e-01,2.508874590634313506e-06,5.011872336272725275e-04
5.011872336272725275e-04,1.798231084395658153e+00,9.718156236191650699e-01,9.718115804794654755e-01,4.043139699594355818e-06,5.011872336272725275e-04
5.011872336272725275e-04,1.982986468871690056e+00,9.666126680495745749e-01,9.666066961404509161e-01,5.971909123658747376e-06,5.011872336272725275e-04
5.011872336272725275e-04,2.186724147886555336e+00,9.604186568418460190e-01,9.604103951219119528e-01,8.261719934066213966e-06,5.011872336272725275e-04
5.011872336272725275e-04,2.411394416458617407e+00,9.530614432997550622e-01,9.530506283330951733e-01,1.081496665988890271e-05,5.011872336272725275e-04
5.011872336272725275e-04,2.659147948472494249e+00,9.443473803473491079e-01,9.443339142176208068e-01,1.346612972830119048e-05,5.011872336272725275e-04
5.011872336272725275e-04,2.932356384174625852e+00,9.340623706995944131e-01,9.340463754038321742e-01,1.599529576223890359e-05,5.011872336272725275e-04
5.011872336272725275e-04,3.233635032886784888e+00,9.219748672682834822e-01,9.219567067395801896e-01,1.816052870329265545e-05,5.011872336272725275e-04
5.011872336272725275e-04,3.565867908261056041e+00,9.078415300492466145e-01,9.078217870807950840e-01,1.974296845153045155e-05,5.011872336272725275e-04
5.011872336272725275e-04,3.932235335728213599e+00,8.914162853469314030e-01,8.913956937667923963e-01,2.059158013900663775e-05,5.011872336272725275e-04
5.011872336272725275e-04,4.336244396414017821e+00,8.724634477576566072e-01,8.724427950464498371e-01,2.065271120677003580e-05,5.011872336272725275e-04
5.011872336272725275e-04,4.781762498950185680e+00,8.507752747624370837e-01,8.507552998246091791e-01,1.997493782790460415e-05,5.011872336272725275e-04
5.011872336272725275e-04,5.273054400548867093e+00,8.261937498150646597e-01,8.261750603288982031e-01,1.868948616645660366e-05,5.011872336272725275e-04
5.011872336272725275e-04,5.814823031727796021e+00,7.986354938737906251e-01,7.986185185352578930e-01,1.697533853273203164e-05,5.011872336272725275e-04
5.011872336272725275e-04,6.412254515483961193e+00,7.681175420159445100e-01,7.681025203673943480e-01,1.502164855016197009e-05,5.011872336272725275e-04
5.011872336272725275e-04,7.071067811865474617e+00,7.347804910934235822e-01,7.347674933184107360e-01,1.299777501284626879e-05,5.011872336272725275e-04
5.011872336272725275e-04,7.797569463168178672e+00,6.989045895107941497e-01,6.988935537069150827e-01,1.103580387906699656e-05,5.011872336272725275e-04
5.011872336272725275e-04,8.598713963809681005e+00,6.609141685783073150e-01,6.609049433688984898e-01,9.225209408825207902e-06,5.011872336272725275e-04
5.011872336272725275e-04,9.482170332776291843e+00,6.213668168305207518e-01,6.213592005794363882e-01,7.616251084363589996e-06,5.011872336272725275e-04
5.011872336272725275e-04,1.045639552591272725e+01,5.809259941912794378e-01,5.809197662129889084e-01,6.227978290529456729e-06,5.011872336272725275e-04
5.011872336272725275e-04,1.153071539079968311e+01,5.403190069069442325e-01,5.403139494319609826e-01,5.057474983249932166e-06,5.011872336272725275e-04
5.011872336272725275e-04,1.271541393916609408e+01,5.002855627365579982e-01,5.002814744859134244e-01,4.088250644573854231e-06,5.011872336272725275e-04
5.011872336272725275e-04,1.402183179140337721e+01,4.615244281809530169e-01,4.615211313450388042e-01,3.296835914212703500e-06,5.011872336272725275e-04
5.011872336272725275e-04,1.546247473554957885e+01,4.246461897509337113e-01,4.246435323280540741e-01,2.657422879637216795e-06,5.011872336272725275e-04
5.011872336272725275e-04,1.705113343993265929e+01,3.901386005289485537e-01,3.901364557257905874e-01,2.144803157966279628e-06,5.011872336272725275e-04
5.011872336272725275e-04,1.880301546543196523e+01,3.583480305963930301e-01,3.583462945907840980e-01,1.736005608932167377e-06,5.011872336272725275e-04
5.011872336272725275e-04,2.073489084105543157e+01,3.294771525481683949e-01,3.294757415153354851e-01,1.411032832909775436e-06,5.011872336272725275e-04
5.011872336272725275e-04,2.286525259636630025e+01,3.035961864350749106e-01,3.035950334091699343e-01,1.153025904976345828e-06,5.011872336272725275e-04
5.011872336272725275e-04,2.521449378746882530e+01,2.806634108449954090e-01,2.806624627444054276e-01,9.481005899814043403e-07,5.011872336272725275e-04
5.011872336272725275e-04,2.780510271114779997e+01,2.605503076999532430e-01,2.605495226796503139e-01,7.850203029291513701e-07,5.011872336272725275e-04
5.011872336272725275e-04,3.066187817586519060e+01,2.430673419789574075e-01,2.430666871689194375e-01,6.548100379699661744e-07,5.011872336272725275e-04
5.011872336272725275e-04,3.381216689031207068e+01,2.279875179511336447e-01,2.279869675792449146e-01,5.503718887300834695e-07,5.011872336272725275e-04
5.011872336272725275e-04,3.728612524193668776e+01,2.150660782084917177e-01,2.150656120747438671e-01,4.661337478506499821e-07,5.011872336272725275e-04
5.011872336272725275e-04,4.111700797134443519e+01,2.040557465300611439e-01,2.040553487854340486e-01,3.977446270952977869e-07,5.011872336272725275e-04
5.011872336272725275e-04,4.534148650592767638e+01,1.947176446561662555e-01,1.947173028367527869e-01,3.418194134685581531e-07,5.011872336272725275e-04
5.011872336272725275e-04,5.000000000000000000e+01,1.868284367436659488e-01,1.868281410134539355e-01,2.957302120132343504e-07,5.011872336272725275e-04
6.309573444801929842e-04,2.000000000000000042e-02,9.988491621132611353e-01,9.988491719617952347e-01,9.848534099354822047e-09,6.309573444801929842e-04
6.309573444801929842e-04,2.205485697671746848e-02,9.988439928552240721e-01,9.988440037513731662e-01,1.089614909410840937e-08,6.309573444801929842e-04
6.309573444801929842e-04,2.432083581317314586e-02,9.988382197254159767e-01,9.988382317850539316e-01,1.205963795491982182e-08,6.309573444801929842e-04
6.309573444801929842e-04,2.681962777068809187e-02,9.988317649639341100e-01,9.988317783167904862e-01,1.335285637615868382e-08,6.309573444801929842e-04
6.309573444801929842e-04,2.957515273256627192e-02,9.988245394277700528e-01,9.988245542193305848e-01,1.479156053196817311e-08,6.309573444801929842e-04
6.309573444801929842e-04,3.261378817906619709e-02,9.988164406886338442e-01,9.988164570823581112e-01,1.639372426698315621e-08,6.309573444801929842e-04
6.309573444801929842e-04,3.596462168791318692e-02,9.988073507772677884e-01,9.988073689571836944e-01,1.817991590602474616e-08,6.309573444801929842e-04
6.309573444801929842e-04,3.965972937743380416e-02,9.987971335038521303e-01,9.987971536776127923e-01,2.017376066199005891e-08,6.309573444801929842e-04
6.309573444801929842e-04,4.373448295773112865e-02,9.987856312695529981e-01,9.987856536720459699e-01,2.240249297180696431e-08,6.309573444801929842e-04
6.309573444801929842e-04,4.822788832917234564e-02,9.987726612666114612e-01,9.987726861642506337e-01,2.489763917257192816e-08,6.309573444801929842e-04
6.309573444801929842e-04,5.318295896944989082e-02,9.987580109430437281e-01,9.987580386388776876e-01,2.769583395956232152e-08,6.309573444801929842e-04
6.309573444801929842e-04,5.864712768349253369e-02,9.987414325821338812e-01,9.987414634219772269e-01,3.083984334573131036e-08,6.309573444801929842e-04
6.309573444801929842e-04,6.467270065773574050e-02,9.987226368156278955e-01,9.987226711954209080e-01,3.437979301246230079e-08,6.309573444801929842e-04
6.309573444801929842e-04,7.131735816522113969e-02,9.987012848515544050e-01,9.987013232262558216e-01,3.837470141654364397e-08,6.309573444801929842e-04
6.309573444801929842e-04,7.864470671456429141e-02,9.986769791517158268e-01,9.986770220460591263e-01,4.289434329951546943e-08,6.309573444801929842e-04
6.309573444801929842e-04,8.672488792828034199e-02,9.986492522382380832e-01,9.986493002597869317e-01,4.802154884853138128e-08,6.309573444801929842e-04
6.309573444801929842e-04,9.563524997900371694e-02,9.986175532412433498e-01,9.986176070962634599e-01,5.385502011012732737e-08,6.309573444801929842e-04
6.309573444801929842e-04,1.054610880109774079e-01,9.985812317182273246e-01,9.985812922309840189e-01,6.051275669438638261e-08,6.309573444801929842e-04
6.309573444801929842e-04,1.162964606345559676e-01,9.985395181771061779e-01,9.985395863133299521e-01,6.813622377421779674e-08,6.309573444801929842e-04
6.309573444801929842e-04,1.282450903096792605e-01,9.984915006157346617e-01,9.984915775110889680e-01,7.689535430621674550e-08,6.309573444801929842e-04
