G_over_K,bound_exchange_rate,lambda,free_modified_fraction,total_modified_fraction,no_exchange_free_fraction,residual
1.000000000000000000e+01,1.778279410038922698e-04,4.000000000000000000e+00,6.006605541236390566e-01,5.556179428749062899e-01,5.996683424549880126e-01,4.546872860861084220e-18
1.000000000000000000e+01,3.162277660168379394e-04,1.000000000000000000e+00,6.013302738389907365e-01,5.575403647052349365e-01,5.996683424549879016e-01,1.340853155503557437e-17
1.000000000000000000e+01,3.162277660168379394e-04,4.000000000000000000e+00,6.010336769818022118e-01,5.560030589063397199e-01,5.996683424549880126e-01,5.861467994999758346e-18
1.000000000000000000e+01,5.623413251903490971e-04,1.000000000000000000e+00,6.020194906915327104e-01,5.581911473600782436e-01,5.996683424549879016e-01,4.226046267775631542e-15
1.000000000000000000e+01,5.623413251903490971e-04,4.000000000000000000e+00,6.013924524742848554e-01,5.563753313352935992e-01,5.996683424549880126e-01,6.078308429496859233e-18
1.000000000000000000e+01,1.000000000000000021e-03,1.000000000000000000e+00,6.029711823558530082e-01,5.590987291490603361e-01,5.996683424549879016e-01,3.131734915883324644e-17
1.000000000000000000e+01,1.000000000000000021e-03,4.000000000000000000e+00,6.017007759049469717e-01,5.566963839526206659e-01,5.996683424549880126e-01,1.255302827830873102e-17
1.000000000000000000e+01,1.778279410038922752e-03,1.000000000000000000e+00,6.044765276304960855e-01,5.605551619038166011e-01,5.996683424549879016e-01,6.715277205832093088e-18
1.000000000000000000e+01,1.778279410038922752e-03,4.000000000000000000e+00,6.020242045907580053e-01,5.570280484693843626e-01,5.996683424549880126e-01,4.379702438390975505e-16
1.000000000000000000e+01,3.162277660168379394e-03,1.000000000000000000e+00,6.071214705154303060e-01,5.631527640078535235e-01,5.996683424549879016e-01,1.616703114359018499e-14
1.000000000000000000e+01,3.162277660168379394e-03,4.000000000000000000e+00,6.025960080775910610e-01,5.575976466419764188e-01,5.996683424549880126e-01,4.002299814840888734e-15
1.000000000000000000e+01,5.623413251903490971e-03,1.000000000000000000e+00,6.118466448781275657e-01,5.678572710059023310e-01,5.996683424549879016e-01,3.108610916423282244e-18
1.000000000000000000e+01,5.623413251903490971e-03,4.000000000000000000e+00,6.038591618345229284e-01,5.588406056534351851e-01,5.996683424549880126e-01,1.560234688842421225e-18
1.000000000000000000e+01,1.000000000000000021e-02,1.000000000000000000e+00,6.198296896771143816e-01,5.759157009126950610e-01,5.996683424549879016e-01,2.596607706005201258e-14
1.000000000000000000e+01,1.000000000000000021e-02,4.000000000000000000e+00,6.064994239029357637e-01,5.614381588399881551e-01,5.996683424549880126e-01,1.815886956488190363e-14
1.000000000000000000e+01,1.778279410038922925e-02,1.000000000000000000e+00,6.320194908936415112e-01,5.884333258861227378e-01,5.996683424549879016e-01,3.602007608198912192e-17
1.000000000000000000e+01,1.778279410038922925e-02,4.000000000000000000e+00,6.114756294655511182e-01,5.663586881434939935e-01,5.996683424549880126e-01,1.566333326062652187e-17
1.000000000000000000e+01,3.162277660168379134e-02,1.000000000000000000e+00,6.483268496862200081e-01,6.056032726222384532e-01,5.996683424549879016e-01,8.250100906256885303e-18
1.000000000000000000e+01,3.162277660168379134e-02,4.000000000000000000e+00,6.199460074812908061e-01,5.748073142124199286e-01,5.996683424549880126e-01,1.323404276790118850e-17
1.000000000000000000e+01,5.623413251903491145e-02,1.000000000000000000e+00,6.670052379430733147e-01,6.260311033462524488e-01,5.996683424549879016e-01,3.553699625151104935e-15
1.000000000000000000e+01,5.623413251903491145e-02,4.000000000000000000e+00,6.328764808605104042e-01,5.878784597669229894e-01,5.996683424549880126e-01,1.071327271687239069e-17
1.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00,6.851379319318611216e-01,6.469759824029411854e-01,5.996683424549879016e-01,2.469948074193539789e-17
1.000000000000000000e+01,1.000000000000000056e-01,4.000000000000000000e+00,6.502588964277293826e-01,6.058259293030120451e-01,5.996683424549880126e-01,1.910709478548759666e-14
1.000000000000000000e+01,1.778279410038922925e-01,1.000000000000000000e+00,7.001931880354097526e-01,6.656238014048336815e-01,5.996683424549879016e-01,2.168455166947844126e-16
1.000000000000000000e+01,1.778279410038922925e-01,4.000000000000000000e+00,6.704177862427765922e-01,6.273467836796017272e-01,5.996683424549880126e-01,2.826142369172918167e-16
1.000000000000000000e+01,3.162277660168379412e-01,1.000000000000000000e+00,7.111695982971658614e-01,6.802950997649266363e-01,5.996683424549879016e-01,2.595308950387176239e-17
1.000000000000000000e+01,3.162277660168379412e-01,4.000000000000000000e+00,6.903522904805380334e-01,6.497129533688340564e-01,5.996683424549880126e-01,1.221795898503387490e-15
1.000000000000000000e+01,5.623413251903490728e-01,1.000000000000000000e+00,7.184386723673152897e-01,6.907162356273828241e-01,5.996683424549879016e-01,7.914675859144182368e-18
1.000000000000000000e+01,5.623413251903490728e-01,4.000000000000000000e+00,7.072518623970411866e-01,6.699735951202350215e-01,5.996683424549880126e-01,9.883519241742078076e-16
1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.229507601353760693e-01,6.975527229918258021e-01,5.996683424549879016e-01,2.087089182034596035e-17
1.000000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,7.198120599396568009e-01,6.862189396734104108e-01,5.996683424549880126e-01,1.681868620068138753e-17
1.000000000000000000e+01,1.778279410038922759e+00,1.000000000000000000e+00,7.256396411897341192e-01,7.017876082862560816e-01,5.996683424549879016e-01,4.405248952080165203e-17
1.000000000000000000e+01,1.778279410038922759e+00,4.000000000000000000e+00,7.282571212199434596e-01,6.979712020596121613e-01,5.996683424549880126e-01,2.358139725155972144e-17
1.000000000000000000e+01,3.162277660168379523e+00,1.000000000000000000e+00,7.272031737285495900e-01,7.043122262030976355e-01,5.996683424549879016e-01,2.605473345754227843e-17
1.000000000000000000e+01,3.162277660168379523e+00,4.000000000000000000e+00,7.335552751522412818e-01,7.058008741835493094e-01,5.996683424549880126e-01,2.776912814278498232e-17
1.000000000000000000e+01,5.623413251903491172e+00,1.000000000000000000e+00,7.280993695733171123e-01,7.057814308042171803e-01,5.996683424549879016e-01,6.071532165918824830e-17
1.000000000000000000e+01,5.623413251903491172e+00,4.000000000000000000e+00,7.367343970105635353e-01,7.107069778045903563e-01,5.996683424549880126e-01,1.491235384959085919e-16
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,7.286088269919169802e-01,7.066241246567382950e-01,5.996683424549879016e-01,1.467128827280228531e-16
1.000000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,7.385907974644276841e-01,7.136544032415925720e-01,5.996683424549880126e-01,8.117421665398971697e-16
1.000000000000000000e+01,1.778279410038922848e+01,1.000000000000000000e+00,7.288970751094716594e-01,7.071033841518338248e-01,5.996683424549879016e-01,2.700883136932952233e-16
1.000000000000000000e+01,1.778279410038922848e+01,4.000000000000000000e+00,7.396575143902764937e-01,7.153779835674920484e-01,5.996683424549880126e-01,1.773754754186285254e-16
1.000000000000000000e+01,3.162277660168379256e+01,1.000000000000000000e+00,7.290597294281256913e-01,7.073746218451698597e-01,5.996683424549879016e-01,9.465084965798453709e-17
1.000000000000000000e+01,3.162277660168379256e+01,4.000000000000000000e+00,7.402647822675811895e-01,7.163694536946260127e-01,5.996683424549880126e-01,5.458957938464514825e-16
1.000000000000000000e+01,5.623413251903490817e+01,1.000000000000000000e+00,7.291513746683825348e-01,7.075277025542661136e-01,5.996683424549879016e-01,2.351634512121059117e-16
1.000000000000000000e+01,5.623413251903490817e+01,4.000000000000000000e+00,7.406086543683735313e-01,7.169342817156770797e-01,5.996683424549880126e-01,1.509643104968816374e-15
1.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+00,7.292029669957323934e-01,7.076139618626441363e-01,5.996683424549879016e-01,8.700722434196173083e-16
1.000000000000000000e+01,1.000000000000000000e+02,4.000000000000000000e+00,7.408027873502033289e-01,7.172542582587406734e-01,5.996683424549880126e-01,3.541329555989403133e-15
3.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.468585015851145481e-01,2.257915247169406392e-01,2.468585015851146036e-01,6.941011486275364128e-18
3.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,2.468585015851145759e-01,2.256504807580592409e-01,2.468585015851145759e-01,5.210946691508455686e-18
3.000000000000000000e+01,1.000000000000000048e-04,1.000000000000000000e+00,2.488558704374183028e-01,2.276223787111946451e-01,2.468585015851146036e-01,6.170146918011722680e-15
3.000000000000000000e+01,1.000000000000000048e-04,4.000000000000000000e+00,2.487281348499502109e-01,2.273759656814917374e-01,2.468585015851145759e-01,8.465419590477706675e-14
3.000000000000000000e+01,1.778279410038922698e-04,1.000000000000000000e+00,2.495880476196798148e-01,2.282929128455203904e-01,2.468585015851146036e-01,2.971071426983803066e-16
3.000000000000000000e+01,1.778279410038922698e-04,4.000000000000000000e+00,2.493159487449394252e-01,2.279183550629887145e-01,2.468585015851145759e-01,8.194408489974915055e-18
3.000000000000000000e+01,3.162277660168379394e-04,1.000000000000000000e+00,2.504247525418936138e-01,2.290588698276892210e-01,2.468585015851146036e-01,1.557535597180171715e-14
3.000000000000000000e+01,3.162277660168379394e-04,4.000000000000000000e+00,2.498646529949932193e-01,2.284244277780716759e-01,2.468585015851145759e-01,1.878401439654817789e-18
3.000000000000000000e+01,5.623413251903490971e-04,1.000000000000000000e+00,2.514660948555789144e-01,2.300126017566000713e-01,2.468585015851146036e-01,4.506951470138049998e-17
3.000000000000000000e+01,5.623413251903490971e-04,4.000000000000000000e+00,2.503616175696645185e-01,2.288823338381281991e-01,2.468585015851145759e-01,3.677817056978172072e-18
3.000000000000000000e+01,1.000000000000000021e-03,1.000000000000000000e+00,2.529855513548586732e-01,2.314066226152494965e-01,2.468585015851146036e-01,5.190866809346837034e-15
3.000000000000000000e+01,1.000000000000000021e-03,4.000000000000000000e+00,2.508912511076879515e-01,2.293697235795750522e-01,2.468585015851145759e-01,3.739438703890922422e-18
3.000000000000000000e+01,1.778279410038922752e-03,1.000000000000000000e+00,2.554905872985698823e-01,2.337099228931310280e-01,2.468585015851146036e-01,6.228470708318787415e-15
3.000000000000000000e+01,1.778279410038922752e-03,4.000000000000000000e+00,2.516432624574058141e-01,2.300613672240223173e-01,2.468585015851145759e-01,4.067672375106987342e-16
3.000000000000000000e+01,3.162277660168379394e-03,1.000000000000000000e+00,2.598000208763715513e-01,2.376797857735197250e-01,2.468585015851146036e-01,5.969656601676793942e-17
3.000000000000000000e+01,3.162277660168379394e-03,4.000000000000000000e+00,2.529241567450501993e-01,2.312397865972574129e-01,2.468585015851145759e-01,1.434042661569291492e-17
3.000000000000000000e+01,5.623413251903490971e-03,1.000000000000000000e+00,2.671378985707689724e-01,2.444497297822210979e-01,2.468585015851146036e-01,7.100583493813009735e-16
3.000000000000000000e+01,5.623413251903490971e-03,4.000000000000000000e+00,2.552064708021184458e-01,2.333408021135862653e-01,2.468585015851145759e-01,1.778305721922050721e-14
3.000000000000000000e+01,1.000000000000000021e-02,1.000000000000000000e+00,2.791600764991275518e-01,2.555583915288872632e-01,2.468585015851146036e-01,5.585547012431670011e-18
3.000000000000000000e+01,1.000000000000000021e-02,4.000000000000000000e+00,2.592293096537333641e-01,2.370466518078465645e-01,2.468585015851145759e-01,8.182338270476541275e-19
3.000000000000000000e+01,1.778279410038922925e-02,1.000000000000000000e+00,2.976717316767709121e-01,2.726987020580440846e-01,2.468585015851146036e-01,1.358703580773553765e-16
3.000000000000000000e+01,1.778279410038922925e-02,4.000000000000000000e+00,2.661257864443908328e-01,2.434047503239417931e-01,2.468585015851145759e-01,1.145887346869298856e-17
3.000000000000000000e+01,3.162277660168379134e-02,1.000000000000000000e+00,3.237048537858425723e-01,2.968801391637296283e-01,2.468585015851146036e-01,2.779218332081806030e-17
3.000000000000000000e+01,3.162277660168379134e-02,4.000000000000000000e+00,2.774881189827249628e-01,2.538913270620453133e-01,2.468585015851145759e-01,1.459458943942840842e-17
3.000000000000000000e+01,5.623413251903491145e-02,1.000000000000000000e+00,3.560770162201927214e-01,3.270985642435009222e-01,2.468585015851146036e-01,8.854882430596455745e-18
3.000000000000000000e+01,5.623413251903491145e-02,4.000000000000000000e+00,2.951557123549339301e-01,2.702243445601527627e-01,2.468585015851145759e-01,5.957606234513121435e-18
3.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00,3.907362303464773645e-01,3.596850782331201257e-01,2.468585015851146036e-01,2.547875105340935420e-18
3.000000000000000000e+01,1.000000000000000056e-01,4.000000000000000000e+00,3.204074674018058122e-01,2.936315867193178275e-01,2.468585015851145759e-01,1.593650990673808752e-13
3.000000000000000000e+01,1.778279410038922925e-01,1.000000000000000000e+00,4.223887097211947439e-01,3.897245170910493828e-01,2.468585015851146036e-01,3.851563631492526361e-16
3.000000000000000000e+01,1.778279410038922925e-01,4.000000000000000000e+00,3.525630705318960056e-01,3.235657268787111018e-01,2.468585015851145759e-01,3.562032947044429555e-17
3.000000000000000000e+01,3.162277660168379412e-01,1.000000000000000000e+00,4.473616660196550465e-01,4.136761696962335533e-01,2.468585015851146036e-01,2.269730661286304546e-17
3.000000000000000000e+01,3.162277660168379412e-01,4.000000000000000000e+00,3.880622582872909621e-01,3.568223469000197934e-01,2.468585015851145759e-01,7.579543514854314998e-15
3.000000000000000000e+01,5.623413251903490728e-01,1.000000000000000000e+00,4.648810617225748176e-01,4.306497492482345701e-01,2.468585015851146036e-01,1.220340124152765205e-14
3.000000000000000000e+01,5.623413251903490728e-01,4.000000000000000000e+00,4.216084527246832248e-01,3.885175203933375343e-01,2.468585015851145759e-01,7.862521711241130147e-15
3.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,4.761800140356852173e-01,4.416877842707503388e-01,2.468585015851146036e-01,5.890671627437068874e-13
3.000000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,4.489509613329272786e-01,4.146096710581143596e-01,2.468585015851145759e-01,1.371690448739534308e-16
3.000000000000000000e+01,1.778279410038922759e+00,1.000000000000000000e+00,4.830756597602245406e-01,4.484645907037551060e-01,2.468585015851146036e-01,6.368478517941014629e-15
3.000000000000000000e+01,1.778279410038922759e+00,4.000000000000000000e+00,4.686519709769237374e-01,4.335976586296965696e-01,2.468585015851145759e-01,9.480818602793702338e-17
3.000000000000000000e+01,3.162277660168379523e+00,1.000000000000000000e+00,4.871427598019876237e-01,4.524773288480937183e-01,2.468585015851146036e-01,8.497942746623493582e-17
3.000000000000000000e+01,3.162277660168379523e+00,4.000000000000000000e+00,4.816062530130159614e-01,4.461894694637952297e-01,2.468585015851145759e-01,7.429083817671254769e-12
3.000000000000000000e+01,5.623413251903491172e+00,1.000000000000000000e+00,4.894933414211949385e-01,4.548021222383419326e-01,2.468585015851146036e-01,4.802609048296102578e-16
3.000000000000000000e+01,5.623413251903491172e+00,4.000000000000000000e+00,4.896137955557128274e-01,4.540222732861370347e-01,2.468585015851145759e-01,2.658565370888127388e-16
3.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,4.908359270788792972e-01,4.561318918376159881e-01,2.468585015851146036e-01,2.050226308170088885e-16
3.000000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,4.943742465724533242e-01,4.586986451387580765e-01,2.468585015851145759e-01,4.497711068602444628e-16
3.000000000000000000e+01,1.778279410038922848e+01,1.000000000000000000e+00,4.915976079737124360e-01,4.568869324902247731e-01,2.468585015851146036e-01,7.980134565307994698e-16
3.000000000000000000e+01,1.778279410038922848e+01,4.000000000000000000e+00,4.971385531212962894e-01,4.614213560805153769e-01,2.468585015851145759e-01,3.088961395290900150e-12
3.000000000000000000e+01,3.162277660168379256e+01,1.000000000000000000e+00,4.920280708540186176e-01,4.573138468075167995e-01,2.468585015851146036e-01,9.412758079078336129e-12
3.000000000000000000e+01,3.162277660168379256e+01,4.000000000000000000e+00,4.987217793558064161e-01,4.629832445389149287e-01,2.468585015851145759e-01,1.050783298331523126e-11
3.000000000000000000e+01,5.623413251903490817e+01,1.000000000000000000e+00,4.922708181989376430e-01,4.575546584661979721e-01,2.468585015851146036e-01,7.419954407839046695e-15
3.000000000000000000e+01,5.623413251903490817e+01,4.000000000000000000e+00,4.996213929679795274e-01,4.638715586320720230e-01,2.468585015851145759e-01,5.299363378674648573e-15
3.000000000000000000e+01,1.000000000000000000e+02,1.000000000000000000e+00,4.924075409208144571e-01,4.576903117958752709e-01,2.468585015851146036e-01,1.049572755096317422e-14
3.000000000000000000e+01,1.000000000000000000e+02,4.000000000000000000e+00,5.001302623168970563e-01,4.643743045220096732e-01,2.468585015851145759e-01,1.741228689011720121e-15
